Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(SST),P (SST),Q (SST),S (SST)
593,26.6334,-7.9319,0.9584,26.713,5.3986,0.9801,25.9414,13.3296,29.0
594,26.013,-7.9366,0.9565,26.0838,5.0895,0.9814,25.3492,13.0253,28.0
595,26.8765,-7.9301,0.9591,26.9581,5.5188,0.9796,26.1718,13.4479,29.0
596,27.5702,-7.9248,0.9611,27.6583,5.862,0.9781,26.8292,13.7858,30.0
597,27.2408,-7.9273,0.9602,27.3236,5.698,0.9788,26.5151,13.6244,30.0
598,27.2918,-7.9269,0.9603,27.3759,5.7236,0.9787,26.5642,13.6496,30.0
599,25.5503,-7.9402,0.955,25.6149,4.8589,0.9824,24.9073,12.7982,28.0
600,27.6211,-7.9244,0.9612,27.7125,5.8885,0.978,26.8801,13.8119,30.0
601,26.4362,-7.9334,0.9578,26.5097,5.2988,0.9805,25.7501,13.2313,29.0
602,26.6998,-7.9314,0.9586,26.7786,5.4308,0.9799,26.003,13.3612,29.0
603,26.6937,-7.9315,0.9586,26.7719,5.4275,0.9799,25.9967,13.358,29.0
604,27.4604,-7.9256,0.9608,27.5475,5.8077,0.9784,26.7253,13.7323,30.0
605,26.4273,-7.9335,0.9578,26.5011,5.2946,0.9805,25.742,13.2271,29.0
606,26.8172,-7.9305,0.9589,26.8973,5.489,0.9797,26.1146,13.4186,29.0
607,26.5548,-7.9325,0.9582,26.6312,5.3584,0.9802,25.8644,13.29,29.0
608,27.0816,-7.9285,0.9597,27.1645,5.6201,0.9791,26.3657,13.5476,30.0
609,26.5018,-7.9329,0.958,26.5772,5.3319,0.9804,25.8136,13.2639,29.0
610,27.1014,-7.9284,0.9598,27.1847,5.6299,0.9791,26.3846,13.5573,30.0
611,27.1158,-7.9282,0.9598,27.1981,5.6365,0.9791,26.3972,13.5638,30.0
612,26.96,-7.9294,0.9594,27.0405,5.5592,0.9794,26.2492,13.4877,30.0
613,26.786,-7.9308,0.9589,26.8648,5.473,0.9798,26.084,13.4029,29.0
614,26.5708,-7.9324,0.9582,26.6475,5.3664,0.9802,25.8797,13.2979,29.0
615,27.0707,-7.9286,0.9597,27.1535,5.6147,0.9792,26.3554,13.5423,30.0
616,28.0126,-7.9214,0.9623,28.1056,6.0808,0.9772,27.2486,14.0013,31.0
617,26.2345,-7.935,0.9572,26.3051,5.1983,0.9809,25.5576,13.1323,29.0
618,28.4513,-7.9181,0.9634,28.5514,6.2988,0.9764,27.6662,14.2158,31.0
619,27.6668,-7.9241,0.9613,27.7528,5.9082,0.9779,26.9179,13.8313,30.0
620,26.9819,-7.9293,0.9594,27.0616,5.5696,0.9794,26.269,13.4979,30.0
621,27.5975,-7.9246,0.9612,27.6856,5.8753,0.9781,26.8549,13.7989,30.0
622,28.0042,-7.9215,0.9622,28.0959,6.0761,0.9773,27.2396,13.9966,31.0
623,26.9925,-7.9292,0.9595,27.0716,5.5745,0.9793,26.2784,13.5027,30.0
624,26.4534,-7.9333,0.9579,26.5284,5.3079,0.9805,25.7677,13.2403,29.0
625,26.5513,-7.9325,0.9582,26.6284,5.357,0.9802,25.8617,13.2886,29.0
626,28.2716,-7.9195,0.9629,28.3688,6.2095,0.9767,27.4952,14.128,31.0
627,27.5024,-7.9253,0.9609,27.5868,5.827,0.9783,26.7622,13.7513,30.0
628,26.9835,-7.9293,0.9594,27.0635,5.5705,0.9793,26.2708,13.4988,30.0
629,27.2757,-7.927,0.9603,27.3601,5.7159,0.9787,26.5493,13.6419,30.0
630,27.9992,-7.9215,0.9622,28.0916,6.074,0.9773,27.2355,13.9946,31.0
631,26.9584,-7.9294,0.9594,27.0371,5.5576,0.9794,26.246,13.4861,30.0
632,27.2889,-7.9269,0.9603,27.3735,5.7225,0.9787,26.5619,13.6484,30.0
633,27.6094,-7.9245,0.9612,27.6971,5.881,0.9781,26.8657,13.8045,30.0
634,26.2342,-7.935,0.9572,26.3055,5.1985,0.9809,25.558,13.1326,29.0
635,29.2323,-7.9122,0.9653,29.3362,6.6818,0.9749,28.4001,14.593,32.0
636,29.2031,-7.9124,0.9652,29.3063,6.6673,0.9749,28.3722,14.5786,32.0
637,27.2739,-7.927,0.9603,27.3538,5.7128,0.9788,26.5435,13.6389,30.0
638,28.0851,-7.9209,0.9625,28.1785,6.1165,0.9771,27.317,14.0364,31.0
639,27.9326,-7.922,0.9621,28.0225,6.0402,0.9774,27.1707,13.9613,31.0
640,28.0257,-7.9213,0.9623,28.1171,6.0865,0.9772,27.2594,14.0068,31.0
641,28.8801,-7.9148,0.9644,28.9819,6.509,0.9755,28.0689,14.4228,32.0
642,27.0932,-7.9284,0.9597,27.1717,5.6236,0.9791,26.3725,13.5511,30.0
643,28.957,-7.9143,0.9646,29.0617,6.548,0.9754,28.1436,14.4612,32.0
644,27.7565,-7.9234,0.9616,27.8425,5.9521,0.9778,27.002,13.8745,30.0
645,26.7497,-7.931,0.9587,26.8265,5.4543,0.9798,26.048,13.3844,29.0
646,27.7933,-7.9231,0.9617,27.8843,5.9726,0.9777,27.0412,13.8947,30.0
647,27.2711,-7.9271,0.9603,27.3538,5.7128,0.9788,26.5435,13.6389,30.0
648,27.7493,-7.9234,0.9616,27.8387,5.9503,0.9778,26.9984,13.8727,30.0
649,27.2516,-7.9272,0.9602,27.3342,5.7032,0.9788,26.525,13.6295,30.0
650,28.2606,-7.9195,0.9629,28.3563,6.2034,0.9767,27.4835,14.122,31.0
651,26.3082,-7.9344,0.9574,26.3792,5.2347,0.9808,25.6273,13.1682,29.0
652,27.7208,-7.9236,0.9615,27.8118,5.9371,0.9778,26.9732,13.8598,30.0
653,26.9049,-7.9299,0.9592,26.9835,5.5313,0.9795,26.1956,13.4602,29.0
654,26.5668,-7.9324,0.9582,26.6432,5.3643,0.9802,25.8757,13.2958,29.0
655,27.9651,-7.9218,0.9621,28.0585,6.0578,0.9773,27.2045,13.9786,31.0
656,28.8353,-7.9152,0.9643,28.9366,6.4869,0.9756,28.0266,14.401,32.0
657,27.3642,-7.9264,0.9605,27.4459,5.7579,0.9786,26.6299,13.6833,30.0
658,27.3684,-7.9263,0.9605,27.453,5.7614,0.9786,26.6366,13.6868,30.0
659,26.8507,-7.9303,0.959,26.9294,5.5048,0.9796,26.1448,13.4341,29.0
660,28.7,-7.9162,0.964,28.8019,6.4211,0.9759,27.9006,14.3363,31.0
661,27.1985,-7.9276,0.9601,27.2786,5.676,0.9789,26.4728,13.6026,30.0
662,25.5104,-7.9405,0.9548,25.5748,4.8392,0.9825,24.8695,12.7788,28.0
663,26.5684,-7.9324,0.9582,26.6475,5.3664,0.9802,25.8797,13.2979,29.0
664,27.4469,-7.9257,0.9607,27.5341,5.8011,0.9784,26.7127,13.7259,30.0
665,27.5993,-7.9246,0.9612,27.6866,5.8758,0.9781,26.8558,13.7994,30.0
666,27.7205,-7.9236,0.9615,27.8089,5.9357,0.9778,26.9705,13.8584,30.0
667,28.1354,-7.9205,0.9626,28.2285,6.141,0.977,27.3638,14.0605,31.0
668,27.3997,-7.9261,0.9606,27.4832,5.7762,0.9785,26.665,13.7014,30.0
669,29.2519,-7.912,0.9653,29.3598,6.6933,0.9748,28.4221,14.6043,32.0
670,28.3232,-7.9191,0.9631,28.4154,6.2323,0.9766,27.5388,14.1504,31.0
671,28.2856,-7.9194,0.963,28.3793,6.2147,0.9767,27.5051,14.1331,31.0
672,27.8087,-7.923,0.9617,27.8967,5.9787,0.9777,27.0529,13.9007,30.0
673,28.9476,-7.9143,0.9646,29.0507,6.5426,0.9754,28.1332,14.4558,32.0
674,29.0375,-7.9136,0.9648,29.1392,6.5858,0.9752,28.216,14.4984,32.0
675,27.4067,-7.926,0.9606,27.4885,5.7788,0.9785,26.6699,13.7039,30.0
676,28.5957,-7.917,0.9637,28.6951,6.369,0.9761,27.8007,14.285,31.0
677,27.1874,-7.9277,0.96,27.2676,5.6706,0.9789,26.4625,13.5973,30.0
678,29.3038,-7.9116,0.9654,29.4128,6.7192,0.9747,28.4716,14.6297,32.0
679,28.0565,-7.9211,0.9624,28.1454,6.1003,0.9772,27.2859,14.0204,31.0
680,28.817,-7.9153,0.9643,28.9179,6.4777,0.9757,28.0091,14.392,31.0
681,27.686,-7.9239,0.9614,27.7715,5.9174,0.9779,26.9354,13.8403,30.0
682,27.6159,-7.9244,0.9612,27.7029,5.8838,0.978,26.8711,13.8073,30.0
683,28.8484,-7.9151,0.9644,28.9506,6.4937,0.9756,28.0397,14.4077,32.0
684,28.1984,-7.92,0.9627,28.29,6.171,0.9769,27.4214,14.09,31.0
685,27.1653,-7.9279,0.96,27.246,5.66,0.979,26.4422,13.5869,30.0
686,29.2805,-7.9118,0.9654,29.3892,6.7077,0.9748,28.4496,14.6184,32.0
687,28.3498,-7.9189,0.9631,28.4423,6.2455,0.9766,27.564,14.1633,31.0
688,26.7768,-7.9308,0.9588,26.8528,5.4672,0.9798,26.0728,13.3971,29.0
689,30.2966,-7.9041,0.9676,30.4121,7.2058,0.9729,29.4039,15.1088,33.0
690,28.397,-7.9185,0.9633,28.4879,6.2678,0.9765,27.6068,14.1853,31.0
691,26.643,-7.9318,0.9584,26.7174,5.4007,0.9801,25.9454,13.3316,29.0
692,27.0046,-7.9291,0.9595,27.0865,5.5818,0.9793,26.2924,13.5099,30.0
693,29.7029,-7.9086,0.9663,29.8118,6.9136,0.974,28.8442,14.8212,32.0
694,28.43,-7.9183,0.9633,28.5226,6.2847,0.9764,27.6392,14.202,31.0
695,29.1495,-7.9128,0.9651,29.2538,6.6417,0.975,28.3231,14.5534,32.0
696,30.0791,-7.9057,0.9672,30.1939,7.0996,0.9733,29.2006,15.0043,33.0
697,26.601,-7.9322,0.9583,26.6781,5.3815,0.9801,25.9085,13.3127,29.0
698,28.5565,-7.9173,0.9636,28.6572,6.3504,0.9762,27.7652,14.2667,31.0
699,28.6176,-7.9168,0.9638,28.7149,6.3786,0.976,27.8192,14.2944,31.0
700,27.9332,-7.922,0.9621,28.022,6.04,0.9774,27.1703,13.961,31.0
701,27.2946,-7.9269,0.9603,27.3773,5.7243,0.9787,26.5655,13.6503,30.0
702,28.6501,-7.9166,0.9639,28.7505,6.396,0.976,27.8525,14.3116,31.0
703,27.6103,-7.9245,0.9612,27.6952,5.88,0.9781,26.8639,13.8036,30.0
704,29.0299,-7.9137,0.9648,29.1344,6.5834,0.9752,28.2115,14.4961,32.0
705,28.5677,-7.9172,0.9637,28.6634,6.3535,0.9762,27.771,14.2697,31.0
706,28.7715,-7.9157,0.9642,28.8707,6.4547,0.9757,27.965,14.3694,31.0
707,28.8347,-7.9152,0.9643,28.9342,6.4857,0.9756,28.0244,14.3999,32.0
708,29.0753,-7.9134,0.9649,29.1778,6.6046,0.9752,28.252,14.5169,32.0
709,28.3888,-7.9186,0.9632,28.4822,6.265,0.9765,27.6014,14.1825,31.0
710,28.1344,-7.9205,0.9626,28.2261,6.1398,0.977,27.3615,14.0593,31.0
711,27.4139,-7.926,0.9607,27.4976,5.7833,0.9785,26.6785,13.7083,30.0
712,28.2785,-7.9194,0.963,28.3741,6.2121,0.9767,27.5001,14.1305,31.0
713,27.8779,-7.9225,0.9619,27.9668,6.013,0.9775,27.1186,13.9344,30.0
714,28.9387,-7.9144,0.9646,29.0415,6.5381,0.9754,28.1247,14.4514,32.0
715,29.2286,-7.9122,0.9653,29.3328,6.6802,0.9749,28.3969,14.5913,32.0
716,29.6174,-7.9092,0.9661,29.726,6.8718,0.9741,28.7641,14.78,32.0
717,29.0147,-7.9138,0.9648,29.1147,6.5738,0.9753,28.1931,14.4866,32.0
718,30.2141,-7.9047,0.9674,30.331,7.1663,0.973,29.3284,15.07,33.0
719,29.6115,-7.9093,0.9661,29.7178,6.8678,0.9741,28.7565,14.7761,32.0
720,29.017,-7.9138,0.9648,29.1171,6.575,0.9753,28.1953,14.4877,32.0
721,27.6096,-7.9245,0.9612,27.6938,5.8793,0.9781,26.8625,13.8029,30.0
722,29.4384,-7.9106,0.9657,29.5482,6.7852,0.9745,28.5981,14.6947,32.0
723,28.9977,-7.9139,0.9647,29.0978,6.5656,0.9753,28.1773,14.4785,32.0
724,28.6441,-7.9166,0.9639,28.7408,6.3913,0.976,27.8435,14.3069,31.0
725,30.411,-7.9032,0.9679,30.5314,7.2638,0.9726,29.5151,15.1659,33.0
726,29.2413,-7.9121,0.9653,29.3424,6.6849,0.9749,28.4059,14.596,32.0
727,27.7343,-7.9235,0.9615,27.8195,5.9409,0.9778,26.9804,13.8635,30.0
728,27.6099,-7.9245,0.9612,27.6967,5.8807,0.9781,26.8652,13.8043,30.0
729,29.2824,-7.9118,0.9654,29.3901,6.7081,0.9747,28.4505,14.6188,32.0
730,28.9289,-7.9145,0.9646,29.0285,6.5318,0.9754,28.1125,14.4452,32.0
731,28.6535,-7.9166,0.9639,28.7505,6.396,0.976,27.8525,14.3116,31.0
732,28.6097,-7.9169,0.9638,28.7067,6.3746,0.9761,27.8115,14.2905,31.0
733,28.2321,-7.9198,0.9628,28.3246,6.1879,0.9768,27.4538,14.1067,31.0
734,28.0296,-7.9213,0.9623,28.1204,6.0881,0.9772,27.2625,14.0084,31.0
735,29.3574,-7.9112,0.9656,29.4653,6.7448,0.9746,28.5207,14.6549,32.0
736,28.6297,-7.9167,0.9638,28.7254,6.3838,0.976,27.8291,14.2995,31.0
737,28.2939,-7.9193,0.963,28.387,6.2185,0.9767,27.5123,14.1368,31.0
738,26.7337,-7.9312,0.9587,26.8092,5.4458,0.9799,26.0318,13.376,29.0
739,27.081,-7.9285,0.9597,27.1636,5.6196,0.9791,26.3648,13.5471,30.0
740,28.3647,-7.9188,0.9632,28.462,6.2551,0.9765,27.5825,14.1728,31.0
741,28.4462,-7.9181,0.9634,28.5418,6.2941,0.9764,27.6572,14.2112,31.0
742,27.4686,-7.9256,0.9608,27.5523,5.8101,0.9784,26.7298,13.7347,30.0
743,28.0333,-7.9213,0.9623,28.1257,6.0907,0.9772,27.2675,14.011,31.0
744,27.812,-7.923,0.9617,27.9006,5.9806,0.9777,27.0565,13.9025,30.0
745,27.8196,-7.9229,0.9618,27.9087,5.9845,0.9776,27.0641,13.9065,30.0
746,26.8572,-7.9302,0.9591,26.9351,5.5076,0.9796,26.1502,13.4368,29.0
747,27.5285,-7.9251,0.961,27.6161,5.8413,0.9782,26.7896,13.7654,30.0
748,27.6085,-7.9245,0.9612,27.6957,5.8803,0.9781,26.8643,13.8038,30.0
749,27.7011,-7.9238,0.9614,27.7892,5.9261,0.9779,26.9521,13.8489,30.0
750,29.0662,-7.9134,0.9649,29.171,6.6013,0.9752,28.2457,14.5136,32.0
751,27.1225,-7.9282,0.9598,27.201,5.6379,0.9791,26.3999,13.5652,30.0
752,26.1685,-7.9355,0.957,26.2401,5.1663,0.9811,25.4964,13.1009,29.0
753,27.2779,-7.927,0.9603,27.3639,5.7178,0.9787,26.5529,13.6438,30.0
754,27.5061,-7.9253,0.9609,27.5926,5.8298,0.9783,26.7676,13.7541,30.0
755,28.1226,-7.9206,0.9626,28.216,6.1349,0.977,27.3521,14.0544,31.0
756,26.3747,-7.9339,0.9576,26.4466,5.2678,0.9806,25.6908,13.2008,29.0
757,27.6565,-7.9241,0.9613,27.7465,5.9052,0.978,26.912,13.8283,30.0
758,27.3505,-7.9265,0.9605,27.4343,5.7523,0.9786,26.6191,13.6778,30.0
759,26.7972,-7.9307,0.9589,26.8753,5.4782,0.9797,26.0939,13.4079,29.0
760,28.1567,-7.9203,0.9626,28.252,6.1525,0.9769,27.3858,14.0718,31.0
761,28.2283,-7.9198,0.9628,28.3217,6.1865,0.9768,27.4511,14.1053,31.0
762,28.633,-7.9167,0.9638,28.7312,6.3866,0.976,27.8345,14.3023,31.0
763,26.3146,-7.9343,0.9574,26.3849,5.2375,0.9808,25.6327,13.1709,29.0
764,28.2711,-7.9195,0.9629,28.3688,6.2095,0.9767,27.4952,14.128,31.0
765,26.4284,-7.9335,0.9578,26.5006,5.2943,0.9805,25.7416,13.2269,29.0
766,26.5015,-7.9329,0.958,26.5781,5.3324,0.9804,25.8145,13.2644,29.0
767,24.6702,-7.9469,0.9518,24.7273,4.4216,0.9843,24.0694,12.3677,27.0
768,25.9224,-7.9373,0.9562,25.9959,5.0463,0.9816,25.2664,12.9827,28.0
769,26.3019,-7.9344,0.9574,26.3773,5.2337,0.9808,25.6255,13.1672,29.0
770,26.3854,-7.9338,0.9576,26.4609,5.2748,0.9806,25.7043,13.2077,29.0
771,25.9913,-7.9368,0.9564,26.0623,5.079,0.9814,25.329,13.0149,28.0
772,27.2728,-7.9271,0.9603,27.3591,5.7154,0.9787,26.5484,13.6415,30.0
773,27.3999,-7.9261,0.9606,27.4852,5.7772,0.9785,26.6668,13.7023,30.0
774,25.8698,-7.9377,0.956,25.9376,5.0177,0.9817,25.2115,12.9545,28.0
775,26.2484,-7.9348,0.9572,26.3232,5.2072,0.9809,25.5747,13.1411,29.0
776,25.4676,-7.9408,0.9547,25.5333,4.8188,0.9826,24.8304,12.7587,28.0
777,25.8884,-7.9376,0.9561,25.9601,5.0287,0.9817,25.2327,12.9654,28.0
778,27.6062,-7.9245,0.9612,27.6967,5.8807,0.9781,26.8652,13.8043,30.0
779,25.9449,-7.9372,0.9563,26.0131,5.0548,0.9815,25.2826,12.991,28.0
780,25.7707,-7.9385,0.9557,25.8402,4.9698,0.9819,25.1197,12.9073,28.0
781,25.0533,-7.9439,0.9532,25.1155,4.613,0.9835,24.4362,12.5561,27.0
782,25.2681,-7.9423,0.954,25.3339,4.7206,0.983,24.6423,12.662,28.0
783,25.5036,-7.9405,0.9548,25.5715,4.8376,0.9825,24.8664,12.7772,28.0
784,26.8324,-7.9304,0.959,26.9146,5.4975,0.9797,26.1308,13.4269,29.0
785,26.3642,-7.934,0.9576,26.4385,5.2638,0.9806,25.6831,13.1968,29.0
786,25.7389,-7.9387,0.9556,25.8073,4.9536,0.982,25.0887,12.8914,28.0
787,24.799,-7.9459,0.9523,24.8587,4.4865,0.984,24.1936,12.4315,27.0
788,26.0398,-7.9364,0.9566,26.1144,5.1046,0.9813,25.378,13.0401,29.0
789,25.9462,-7.9371,0.9563,26.0174,5.0569,0.9815,25.2867,12.9931,28.0
790,24.8376,-7.9456,0.9525,24.8973,4.5055,0.9839,24.2301,12.4502,27.0
791,25.6875,-7.9391,0.9554,25.7581,4.9294,0.9821,25.0423,12.8676,28.0
792,25.258,-7.9424,0.9539,25.3225,4.715,0.983,24.6315,12.6565,28.0
793,23.9991,-7.952,0.9492,24.0516,4.0882,0.9858,23.4304,12.0393,26.0
794,24.4915,-7.9482,0.9512,24.5511,4.3348,0.9847,23.9029,12.2821,27.0
795,25.5187,-7.9404,0.9548,25.5882,4.8458,0.9824,24.8821,12.7853,28.0
796,25.6925,-7.9391,0.9554,25.7619,4.9313,0.9821,25.0459,12.8694,28.0
797,24.7146,-7.9465,0.952,24.7734,4.4444,0.9842,24.1131,12.3901,27.0
798,23.6555,-7.9546,0.9478,23.7057,3.9172,0.9866,23.1028,11.871,26.0
799,25.0996,-7.9436,0.9534,25.1661,4.6379,0.9834,24.4839,12.5806,28.0
800,24.3987,-7.9489,0.9508,24.4554,4.2876,0.9849,23.8125,12.2356,27.0
801,25.3496,-7.9417,0.9543,25.4174,4.7617,0.9828,24.721,12.7025,28.0
802,25.6799,-7.9392,0.9554,25.7495,4.9252,0.9821,25.0342,12.8634,28.0
803,25.5733,-7.94,0.955,25.6411,4.8718,0.9823,24.9321,12.8109,28.0
804,25.3536,-7.9417,0.9543,25.4193,4.7626,0.9828,24.7228,12.7034,28.0
805,24.7573,-7.9462,0.9522,24.8173,4.466,0.9841,24.1545,12.4114,27.0
806,24.4297,-7.9487,0.9509,24.4873,4.3033,0.9848,23.8426,12.2511,27.0
807,25.3019,-7.9421,0.9541,25.3692,4.738,0.9829,24.6756,12.6791,28.0
808,24.8902,-7.9452,0.9526,24.9516,4.5323,0.9838,24.2814,12.4766,27.0
809,23.5692,-7.9553,0.9475,23.6183,3.874,0.9868,23.02,11.8284,26.0
810,25.7985,-7.9383,0.9558,25.8727,4.9857,0.9818,25.1503,12.9231,28.0
811,24.4225,-7.9488,0.9509,24.4783,4.2988,0.9849,23.8341,12.2467,27.0
812,25.1283,-7.9434,0.9535,25.1937,4.6516,0.9833,24.51,12.594,28.0
813,25.1206,-7.9434,0.9535,25.1847,4.6471,0.9833,24.5014,12.5896,28.0
814,25.3192,-7.9419,0.9542,25.3854,4.746,0.9829,24.6909,12.687,28.0
815,23.7163,-7.9541,0.9481,23.766,3.947,0.9864,23.16,11.9003,26.0
816,23.5216,-7.9556,0.9473,23.5722,3.8512,0.9869,22.9764,11.806,26.0
817,24.1232,-7.951,0.9497,24.18,4.1516,0.9855,23.5519,12.1017,26.0
818,24.0089,-7.9519,0.9493,24.0635,4.094,0.9858,23.4417,12.0451,26.0
819,25.029,-7.9441,0.9531,25.0941,4.6025,0.9835,24.4159,12.5457,27.0
820,24.9058,-7.9451,0.9527,24.9678,4.5402,0.9838,24.2967,12.4844,27.0
821,24.503,-7.9481,0.9512,24.5611,4.3397,0.9847,23.9124,12.287,27.0
822,26.5002,-7.9329,0.958,26.5805,5.3335,0.9803,25.8167,13.2655,29.0
823,24.665,-7.9469,0.9518,24.722,4.4191,0.9843,24.0645,12.3651,27.0
824,24.5577,-7.9477,0.9514,24.6168,4.3672,0.9846,23.965,12.314,27.0
825,26.7814,-7.9308,0.9588,26.8648,5.473,0.9798,26.084,13.4029,29.0
826,25.0575,-7.9439,0.9532,25.1179,4.6142,0.9835,24.4384,12.5573,27.0
827,24.687,-7.9467,0.9519,24.7468,4.4313,0.9843,24.0879,12.3771,27.0
828,24.859,-7.9454,0.9525,24.9211,4.5172,0.9839,24.2526,12.4618,27.0
829,25.0607,-7.9439,0.9533,25.1246,4.6175,0.9834,24.4447,12.5605,27.0
830,24.6427,-7.9471,0.9517,24.702,4.4092,0.9844,24.0456,12.3554,27.0
831,23.2481,-7.9577,0.9461,23.2946,3.7138,0.9875,22.7131,11.6707,26.0
832,24.7673,-7.9461,0.9522,24.8311,4.4728,0.9841,24.1675,12.4181,27.0
833,25.7903,-7.9383,0.9557,25.8622,4.9806,0.9819,25.1404,12.918,28.0
834,24.2354,-7.9502,0.9502,24.2894,4.2056,0.9853,23.6554,12.1549,27.0
835,26.3697,-7.9339,0.9576,26.449,5.269,0.9806,25.693,13.2019,29.0
836,23.976,-7.9522,0.9492,24.0264,4.0757,0.9859,23.4066,12.0271,26.0
837,23.6891,-7.9543,0.948,23.7408,3.9346,0.9865,23.1361,11.8881,26.0
838,24.3411,-7.9494,0.9506,24.3998,4.2601,0.985,23.7598,12.2086,27.0
839,24.8253,-7.9457,0.9524,24.8878,4.5008,0.984,24.2211,12.4456,27.0
840,26.3136,-7.9343,0.9574,26.3911,5.2405,0.9807,25.6386,13.1739,29.0
841,26.0975,-7.936,0.9567,26.1698,5.1318,0.9812,25.4302,13.0669,29.0
842,24.424,-7.9487,0.9509,24.4792,4.2993,0.9849,23.835,12.2472,27.0
843,25.0613,-7.9439,0.9533,25.126,4.6182,0.9834,24.4461,12.5612,27.0
844,26.6276,-7.932,0.9584,26.7083,5.3963,0.9801,25.9369,13.3272,29.0
845,24.3839,-7.949,0.9508,24.4378,4.2789,0.985,23.7958,12.2271,27.0
846,25.2216,-7.9427,0.9538,25.2881,4.6981,0.9831,24.5991,12.6398,28.0
847,25.0104,-7.9443,0.9531,25.0731,4.5921,0.9836,24.3961,12.5355,27.0
848,26.0955,-7.936,0.9567,26.1703,5.132,0.9812,25.4307,13.0671,29.0
849,24.8888,-7.9452,0.9526,24.9487,4.5308,0.9838,24.2787,12.4752,27.0
850,24.5496,-7.9478,0.9514,24.6082,4.3629,0.9846,23.9569,12.3098,27.0
851,24.1839,-7.9506,0.95,24.2395,4.1809,0.9854,23.6082,12.1306,27.0
852,25.025,-7.9442,0.9531,25.0898,4.6004,0.9835,24.4119,12.5436,27.0
853,24.6007,-7.9474,0.9516,24.6596,4.3883,0.9845,24.0055,12.3348,27.0
854,24.9541,-7.9447,0.9529,25.0174,4.5647,0.9837,24.3435,12.5085,27.0
855,25.7184,-7.9389,0.9555,25.7891,4.9446,0.982,25.0716,12.8826,28.0
856,25.5002,-7.9405,0.9548,25.5672,4.8354,0.9825,24.8623,12.7751,28.0
857,25.0953,-7.9436,0.9534,25.1584,4.6342,0.9834,24.4767,12.5769,28.0
858,23.2164,-7.9579,0.946,23.2618,3.6976,0.9876,22.6821,11.6548,26.0
859,25.5698,-7.94,0.955,25.6421,4.8723,0.9823,24.933,12.8114,28.0
860,24.2888,-7.9498,0.9504,24.3436,4.2324,0.9852,23.7067,12.1813,27.0
861,24.7894,-7.946,0.9523,24.8516,4.4829,0.984,24.1869,12.428,27.0
862,25.4574,-7.9409,0.9546,25.5257,4.815,0.9826,24.8232,12.755,28.0
863,24.5162,-7.948,0.9513,24.5735,4.3458,0.9846,23.9241,12.293,27.0
864,24.6159,-7.9473,0.9516,24.6758,4.3963,0.9844,24.0208,12.3427,27.0
865,23.5236,-7.9556,0.9473,23.5727,3.8515,0.9869,22.9768,11.8062,26.0
866,25.2168,-7.9427,0.9538,25.2848,4.6964,0.9831,24.5959,12.6382,28.0
867,24.742,-7.9463,0.9521,24.802,4.4585,0.9841,24.1401,12.404,27.0
868,25.8177,-7.9381,0.9558,25.8899,4.9942,0.9818,25.1665,12.9314,28.0
869,24.3175,-7.9496,0.9505,24.3722,4.2465,0.9851,23.7337,12.1952,27.0
870,23.6431,-7.9547,0.9478,23.6938,3.9113,0.9866,23.0916,11.8652,26.0
871,24.5724,-7.9476,0.9515,24.6335,4.3754,0.9845,23.9808,12.3221,27.0
872,23.3006,-7.9573,0.9463,23.3477,3.7401,0.9874,22.7635,11.6966,26.0
873,25.5109,-7.9405,0.9548,25.5824,4.843,0.9825,24.8767,12.7825,28.0
874,24.3702,-7.9492,0.9507,24.4259,4.273,0.985,23.7846,12.2213,27.0
875,23.3341,-7.957,0.9465,23.3819,3.757,0.9873,22.7959,11.7133,26.0
876,24.9301,-7.9449,0.9528,24.9954,4.5539,0.9837,24.3228,12.4978,27.0
877,24.9551,-7.9447,0.9529,25.0178,4.5649,0.9837,24.3439,12.5087,27.0
878,25.4096,-7.9412,0.9545,25.477,4.7911,0.9827,24.7773,12.7314,28.0
879,23.8035,-7.9535,0.9485,23.8539,3.9905,0.9862,23.2432,11.9431,26.0
880,25.7687,-7.9385,0.9557,25.8421,4.9707,0.9819,25.1215,12.9083,28.0
881,24.4705,-7.9484,0.9511,24.5268,4.3228,0.9848,23.88,12.2703,27.0
882,24.6573,-7.947,0.9518,24.7177,4.4169,0.9843,24.0604,12.363,27.0
883,25.921,-7.9373,0.9562,25.9945,5.0456,0.9816,25.2651,12.982,28.0
884,24.1631,-7.9507,0.9499,24.2162,4.1694,0.9854,23.5861,12.1193,27.0
885,25.4011,-7.9413,0.9544,25.4698,4.7875,0.9827,24.7705,12.7279,28.0
886,24.2075,-7.9504,0.9501,24.2618,4.192,0.9853,23.6293,12.1415,27.0
887,24.9194,-7.945,0.9527,24.983,4.5478,0.9838,24.3111,12.4918,27.0
888,24.7071,-7.9466,0.952,24.7673,4.4414,0.9842,24.1072,12.3871,27.0
889,24.9835,-7.9445,0.953,25.0469,4.5792,0.9836,24.3714,12.5228,27.0
890,23.647,-7.9547,0.9478,23.6967,3.9127,0.9866,23.0943,11.8666,26.0
891,23.9733,-7.9522,0.9491,24.0283,4.0767,0.9858,23.4084,12.028,26.0
892,26.3351,-7.9342,0.9575,26.4146,5.2521,0.9807,25.6606,13.1853,29.0
893,24.1963,-7.9505,0.95,24.249,4.1856,0.9854,23.6172,12.1353,27.0
