Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(SST),P (SST),Q (SST),S (SST)
292,21.1319,-7.9739,0.9356,21.1644,2.6568,0.9922,20.6876,10.63,23.0
293,21.253,-7.9729,0.9363,21.2876,2.7181,0.9919,20.8051,10.6903,23.0
294,22.3235,-7.9648,0.9418,22.367,3.2543,0.9895,21.8324,11.2182,25.0
295,22.1515,-7.9661,0.941,22.1919,3.1674,0.9899,21.6659,11.1327,24.0
296,21.1365,-7.9738,0.9356,21.1686,2.659,0.9922,20.6917,10.632,23.0
297,22.7096,-7.9618,0.9437,22.7568,3.4475,0.9887,22.2028,11.4085,25.0
298,22.7877,-7.9612,0.944,22.8331,3.4853,0.9885,22.2752,11.4457,25.0
299,22.1058,-7.9664,0.9408,22.145,3.1441,0.99,21.6214,11.1098,24.0
300,22.3947,-7.9642,0.9422,22.4375,3.2893,0.9894,21.8995,11.2527,25.0
301,21.4343,-7.9715,0.9373,21.4685,2.8081,0.9915,20.9774,10.7789,24.0
302,21.5941,-7.9703,0.9381,21.631,2.8889,0.9912,21.1322,10.8584,24.0
303,21.7195,-7.9694,0.9388,21.7572,2.9516,0.9909,21.2524,10.9202,24.0
304,21.9236,-7.9678,0.9399,21.9629,3.0537,0.9904,21.4481,11.0207,24.0
305,22.1462,-7.9661,0.941,22.1871,3.165,0.9899,21.6614,11.1303,24.0
306,21.5722,-7.9705,0.938,21.6079,2.8773,0.9912,21.1102,10.8471,24.0
307,22.0673,-7.9667,0.9406,22.1081,3.1258,0.9901,21.5863,11.0917,24.0
308,22.7308,-7.9617,0.9438,22.7767,3.4574,0.9886,22.2217,11.4182,25.0
309,23.0245,-7.9594,0.9451,23.0721,3.6037,0.988,22.5021,11.5623,25.0
310,24.1116,-7.9511,0.9497,24.1691,4.1462,0.9855,23.5416,12.0964,26.0
311,23.0018,-7.9596,0.945,23.0469,3.5913,0.988,22.4782,11.55,25.0
312,23.1909,-7.9581,0.9459,23.2395,3.6866,0.9876,22.6609,11.6439,25.0
313,25.0638,-7.9439,0.9533,25.1308,4.6206,0.9834,24.4506,12.5635,27.0
314,23.8646,-7.953,0.9487,23.9162,4.0212,0.9861,23.3022,11.9734,26.0
315,22.3158,-7.9648,0.9418,22.3552,3.2484,0.9896,21.8212,11.2124,25.0
316,22.665,-7.9622,0.9435,22.7099,3.4243,0.9888,22.1582,11.3856,25.0
317,23.845,-7.9532,0.9486,23.9005,4.0135,0.9861,23.2873,11.9658,26.0
318,22.642,-7.9623,0.9434,22.6843,3.4116,0.9888,22.1339,11.3731,25.0
319,23.8572,-7.9531,0.9487,23.9128,4.0196,0.9861,23.299,11.9718,26.0
320,23.592,-7.9551,0.9476,23.643,3.8862,0.9867,23.0434,11.8405,26.0
321,23.7666,-7.9538,0.9483,23.8197,3.9736,0.9863,23.2108,11.9265,26.0
322,23.3543,-7.9569,0.9466,23.4032,3.7676,0.9872,22.8162,11.7237,26.0
323,24.3424,-7.9494,0.9506,24.4017,4.261,0.985,23.7616,12.2095,27.0
324,24.3762,-7.9491,0.9507,24.434,4.277,0.985,23.7922,12.2252,27.0
325,24.3206,-7.9495,0.9505,24.3779,4.2493,0.9851,23.7391,12.1979,27.0
326,24.2381,-7.9502,0.9502,24.2946,4.2082,0.9853,23.6604,12.1575,27.0
327,24.8021,-7.9459,0.9523,24.8644,4.4893,0.984,24.199,12.4342,27.0
328,23.4082,-7.9565,0.9468,23.4559,3.7937,0.9871,22.8661,11.7494,26.0
329,24.2827,-7.9498,0.9504,24.3413,4.2312,0.9852,23.7045,12.1801,27.0
330,24.4175,-7.9488,0.9509,24.4759,4.2976,0.9849,23.8318,12.2456,27.0
331,24.2651,-7.95,0.9503,24.3217,4.2216,0.9852,23.686,12.1706,27.0
332,25.7596,-7.9386,0.9556,25.8321,4.9658,0.9819,25.1121,12.9034,28.0
333,24.6539,-7.947,0.9518,24.712,4.4141,0.9843,24.055,12.3603,27.0
334,24.7344,-7.9464,0.9521,24.7954,4.4552,0.9842,24.1338,12.4007,27.0
335,26.2666,-7.9347,0.9573,26.3438,5.2173,0.9808,25.594,13.1511,29.0
336,25.9296,-7.9373,0.9562,26.0002,5.0484,0.9816,25.2705,12.9848,28.0
337,25.6691,-7.9393,0.9553,25.7376,4.9193,0.9821,25.023,12.8576,28.0
338,24.6848,-7.9468,0.9519,24.7434,4.4296,0.9843,24.0847,12.3755,27.0
339,25.2009,-7.9428,0.9537,25.2667,4.6875,0.9831,24.5788,12.6294,28.0
340,24.5006,-7.9482,0.9512,24.5582,4.3383,0.9847,23.9097,12.2856,27.0
341,25.3998,-7.9413,0.9544,25.4679,4.7866,0.9827,24.7687,12.727,28.0
342,25.1484,-7.9432,0.9536,25.2123,4.6607,0.9833,24.5275,12.603,28.0
343,25.8335,-7.938,0.9559,25.9051,5.0017,0.9818,25.1809,12.9388,28.0
344,25.4872,-7.9406,0.9547,25.5538,4.8289,0.9825,24.8497,12.7686,28.0
345,24.0079,-7.9519,0.9493,24.0602,4.0924,0.9858,23.4385,12.0435,26.0
346,25.821,-7.9381,0.9559,25.8946,4.9965,0.9818,25.171,12.9337,28.0
347,25.7724,-7.9385,0.9557,25.8421,4.9707,0.9819,25.1215,12.9083,28.0
348,25.6094,-7.9397,0.9551,25.6774,4.8897,0.9823,24.9663,12.8285,28.0
349,25.6931,-7.9391,0.9554,25.7624,4.9315,0.9821,25.0464,12.8696,28.0
350,26.6203,-7.932,0.9584,26.6996,5.392,0.9801,25.9288,13.3231,29.0
351,26.3047,-7.9344,0.9574,26.3787,5.2344,0.9808,25.6269,13.1679,29.0
352,26.105,-7.9359,0.9568,26.1775,5.1356,0.9812,25.4374,13.0706,29.0
353,25.2974,-7.9421,0.9541,25.3616,4.7342,0.9829,24.6684,12.6754,28.0
354,24.7233,-7.9465,0.952,24.783,4.4491,0.9842,24.1221,12.3947,27.0
355,26.4633,-7.9332,0.9579,26.5427,5.315,0.9804,25.7812,13.2472,29.0
356,27.9454,-7.9219,0.9621,28.0388,6.0482,0.9774,27.186,13.9691,31.0
357,28.4985,-7.9177,0.9635,28.5956,6.3204,0.9763,27.7076,14.2371,31.0
358,26.8216,-7.9305,0.959,26.8978,5.4893,0.9797,26.1151,13.4188,29.0
359,27.5066,-7.9253,0.9609,27.594,5.8305,0.9783,26.7689,13.7548,30.0
360,28.1653,-7.9203,0.9627,28.2592,6.156,0.9769,27.3926,14.0752,31.0
361,25.7186,-7.9389,0.9555,25.7834,4.9418,0.982,25.0662,12.8798,28.0
362,26.8693,-7.9301,0.9591,26.9514,5.5156,0.9796,26.1655,13.4447,29.0
363,28.4407,-7.9182,0.9634,28.5394,6.2929,0.9764,27.6549,14.2101,31.0
364,26.1643,-7.9355,0.957,26.2334,5.163,0.9811,25.4901,13.0976,29.0
365,27.2888,-7.9269,0.9603,27.3749,5.7232,0.9787,26.5633,13.6491,30.0
366,26.4341,-7.9334,0.9578,26.5083,5.2981,0.9805,25.7488,13.2306,29.0
367,26.8214,-7.9305,0.959,26.9016,5.4911,0.9797,26.1187,13.4207,29.0
368,25.8612,-7.9378,0.956,25.93,5.0139,0.9817,25.2043,12.9508,28.0
369,26.9372,-7.9296,0.9593,27.0199,5.5491,0.9794,26.2298,13.4778,29.0
370,26.337,-7.9342,0.9575,26.4107,5.2502,0.9807,25.657,13.1834,29.0
371,25.0454,-7.944,0.9532,25.1065,4.6086,0.9835,24.4276,12.5517,27.0
372,25.1379,-7.9433,0.9535,25.2023,4.6558,0.9833,24.5181,12.5982,28.0
373,26.0329,-7.9365,0.9565,26.1067,5.1008,0.9813,25.3708,13.0364,29.0
374,25.1411,-7.9433,0.9535,25.2037,4.6565,0.9833,24.5194,12.5989,28.0
375,24.4553,-7.9485,0.951,24.5126,4.3157,0.9848,23.8665,12.2634,27.0
376,24.4579,-7.9485,0.951,24.5164,4.3176,0.9848,23.8701,12.2652,27.0
377,25.2015,-7.9428,0.9538,25.2676,4.688,0.9831,24.5797,12.6299,28.0
378,24.7839,-7.946,0.9523,24.8444,4.4794,0.9841,24.1801,12.4245,27.0
379,24.0317,-7.9517,0.9494,24.0854,4.1048,0.9857,23.4624,12.0557,26.0
380,24.2461,-7.9501,0.9502,24.3032,4.2124,0.9852,23.6685,12.1616,27.0
381,24.5442,-7.9478,0.9514,24.6039,4.3608,0.9846,23.9529,12.3078,27.0
382,24.8177,-7.9457,0.9524,24.8797,4.4968,0.984,24.2134,12.4416,27.0
383,25.8802,-7.9376,0.956,25.9529,5.0252,0.9817,25.2259,12.9619,28.0
384,26.0721,-7.9362,0.9567,26.145,5.1196,0.9813,25.4068,13.0549,29.0
385,24.8157,-7.9458,0.9524,24.8749,4.4944,0.984,24.2089,12.4393,27.0
386,25.9288,-7.9373,0.9562,26.0021,5.0494,0.9816,25.2723,12.9857,28.0
387,23.931,-7.9525,0.949,23.9818,4.0536,0.986,23.3643,12.0053,26.0
388,25.1128,-7.9435,0.9534,25.1789,4.6443,0.9833,24.496,12.5869,28.0
389,24.4312,-7.9487,0.9509,24.4883,4.3038,0.9848,23.8435,12.2516,27.0
390,23.9346,-7.9525,0.949,23.9879,4.0567,0.9859,23.3701,12.0083,26.0
391,23.2718,-7.9575,0.9462,23.3197,3.7263,0.9874,22.737,11.683,26.0
392,24.3724,-7.9491,0.9507,24.4321,4.276,0.985,23.7904,12.2243,27.0
393,23.7693,-7.9537,0.9483,23.8211,3.9743,0.9863,23.2122,11.9272,26.0
394,23.1399,-7.9585,0.9456,23.1869,3.6605,0.9877,22.611,11.6182,25.0
395,25.0614,-7.9439,0.9533,25.1284,4.6194,0.9834,24.4483,12.5623,27.0
396,23.7356,-7.954,0.9482,23.786,3.9569,0.9864,23.1789,11.9101,26.0
397,23.2212,-7.9579,0.946,23.2689,3.7012,0.9875,22.6888,11.6582,26.0
398,21.4988,-7.9711,0.9376,21.5323,2.8398,0.9914,21.0382,10.8101,24.0
399,23.431,-7.9563,0.9469,23.4844,3.8078,0.9871,22.8931,11.7632,26.0
400,22.7818,-7.9613,0.944,22.826,3.4818,0.9885,22.2685,11.4423,25.0
401,22.9978,-7.9596,0.945,23.045,3.5903,0.988,22.4764,11.5491,25.0
402,21.9138,-7.9679,0.9398,21.9511,3.0478,0.9905,21.4369,11.015,24.0
403,22.492,-7.9635,0.9427,22.5361,3.3381,0.9892,21.9931,11.3008,25.0
404,22.6657,-7.9621,0.9435,22.7104,3.4245,0.9888,22.1587,11.3859,25.0
405,21.5228,-7.9709,0.9378,21.5573,2.8522,0.9913,21.062,10.8223,24.0
406,22.4135,-7.9641,0.9423,22.4574,3.2991,0.9893,21.9184,11.2624,25.0
407,21.6944,-7.9696,0.9387,21.7307,2.9384,0.991,21.2272,10.9072,24.0
408,21.954,-7.9676,0.94,21.9936,3.069,0.9904,21.4774,11.0358,24.0
409,22.5062,-7.9634,0.9427,22.5503,3.3451,0.9891,22.0066,11.3077,25.0
410,22.7122,-7.9618,0.9437,22.7573,3.4478,0.9887,22.2032,11.4087,25.0
411,23.0461,-7.9592,0.9452,23.0939,3.6145,0.9879,22.5228,11.5729,25.0
412,21.7652,-7.969,0.939,21.8012,2.9734,0.9908,21.2942,10.9417,24.0
413,21.7047,-7.9695,0.9387,21.7421,2.944,0.9909,21.238,10.9128,24.0
414,21.5031,-7.971,0.9377,21.5389,2.8431,0.9914,21.0445,10.8133,24.0
415,21.004,-7.9748,0.9349,21.036,2.593,0.9925,20.5652,10.5671,23.0
416,22.0144,-7.9671,0.9403,22.0556,3.0997,0.9902,21.5363,11.0661,24.0
417,22.1745,-7.9659,0.9411,22.2155,3.1791,0.9899,21.6884,11.1442,24.0
418,21.5488,-7.9707,0.9379,21.5842,2.8656,0.9913,21.0877,10.8355,24.0
419,21.4846,-7.9712,0.9376,21.5204,2.8339,0.9914,21.0269,10.8043,24.0
420,20.7719,-7.9766,0.9335,20.802,2.4765,0.993,20.342,10.4524,23.0
421,21.6765,-7.9697,0.9386,21.7151,2.9307,0.991,21.2123,10.8996,24.0
422,20.5214,-7.9785,0.932,20.5493,2.3506,0.9935,20.1008,10.3284,23.0
423,20.931,-7.9754,0.9345,20.9638,2.557,0.9926,20.4963,10.5317,23.0
424,19.6965,-7.9848,0.9267,19.7192,1.9366,0.9952,19.3074,9.9208,22.0
425,21.0983,-7.9741,0.9354,21.1337,2.6416,0.9923,20.6583,10.6149,23.0
426,20.6553,-7.9775,0.9328,20.6851,2.4183,0.9932,20.2304,10.395,23.0
427,19.6597,-7.9851,0.9265,19.6826,1.9183,0.9953,19.2723,9.9027,22.0
428,21.5656,-7.9705,0.938,21.605,2.8759,0.9912,21.1075,10.8457,24.0
429,21.5399,-7.9707,0.9378,21.5762,2.8616,0.9913,21.08,10.8316,24.0
430,20.6017,-7.9779,0.9325,20.6304,2.391,0.9933,20.1782,10.3682,23.0
431,21.1296,-7.9739,0.9356,21.1639,2.6566,0.9922,20.6872,10.6297,23.0
432,21.2076,-7.9733,0.936,21.2418,2.6954,0.992,20.7614,10.6679,23.0
433,21.4574,-7.9714,0.9374,21.4935,2.8205,0.9915,21.0013,10.7911,24.0
434,21.2952,-7.9726,0.9365,21.3296,2.739,0.9918,20.8451,10.7109,23.0
435,22.5591,-7.963,0.943,22.6047,3.3721,0.989,22.0583,11.3343,25.0
436,21.8813,-7.9681,0.9396,21.9189,3.0319,0.9905,21.4063,10.9992,24.0
437,21.8132,-7.9687,0.9393,21.8513,2.9983,0.9907,21.3419,10.9662,24.0
438,20.6704,-7.9774,0.9329,20.6992,2.4253,0.9932,20.2439,10.402,23.0
439,22.0139,-7.9671,0.9403,22.0556,3.0997,0.9902,21.5363,11.0661,24.0
440,21.319,-7.9724,0.9366,21.3528,2.7505,0.9918,20.8672,10.7222,23.0
441,21.5559,-7.9706,0.9379,21.5927,2.8698,0.9913,21.0958,10.8397,24.0
442,21.0701,-7.9743,0.9353,21.1026,2.6261,0.9923,20.6286,10.5997,23.0
443,22.1674,-7.966,0.9411,22.2099,3.1763,0.9899,21.683,11.1414,24.0
444,23.0245,-7.9594,0.9451,23.073,3.6042,0.988,22.503,11.5627,25.0
445,21.7699,-7.969,0.9391,21.8059,2.9757,0.9908,21.2987,10.944,24.0
446,22.3505,-7.9646,0.942,22.3935,3.2674,0.9895,21.8576,11.2312,25.0
447,21.6498,-7.9699,0.9384,21.6858,2.9161,0.9911,21.1844,10.8852,24.0
448,21.7908,-7.9688,0.9392,21.8291,2.9873,0.9907,21.3208,10.9553,24.0
449,21.8083,-7.9687,0.9393,21.8466,2.9959,0.9907,21.3374,10.9639,24.0
450,22.07,-7.9667,0.9406,22.1105,3.127,0.9901,21.5885,11.0929,24.0
451,22.0794,-7.9666,0.9406,22.1195,3.1314,0.9901,21.5971,11.0973,24.0
452,21.1322,-7.9739,0.9356,21.1644,2.6568,0.9922,20.6876,10.63,23.0
453,22.6119,-7.9626,0.9432,22.6583,3.3987,0.9889,22.1092,11.3604,25.0
454,22.8744,-7.9606,0.9444,22.9208,3.5288,0.9883,22.3585,11.4885,25.0
455,22.0346,-7.967,0.9404,22.0731,3.1084,0.9902,21.553,11.0746,24.0
456,23.021,-7.9594,0.9451,23.0697,3.6025,0.988,22.4998,11.5611,25.0
457,21.6344,-7.97,0.9384,21.6693,2.9079,0.9911,21.1687,10.8771,24.0
458,22.6442,-7.9623,0.9434,22.69,3.4144,0.9888,22.1393,11.3759,25.0
459,21.9677,-7.9675,0.9401,22.0059,3.0751,0.9903,21.4891,11.0418,24.0
460,22.0454,-7.9669,0.9405,22.0854,3.1145,0.9902,21.5647,11.0806,24.0
461,23.7475,-7.9539,0.9482,23.8031,3.9653,0.9863,23.1951,11.9184,26.0
462,21.8151,-7.9686,0.9393,21.8503,2.9978,0.9907,21.341,10.9657,24.0
463,24.158,-7.9508,0.9499,24.2181,4.1704,0.9854,23.5879,12.1202,27.0
464,22.7792,-7.9613,0.944,22.8222,3.4799,0.9885,22.2649,11.4404,25.0
465,23.8993,-7.9527,0.9488,23.9551,4.0405,0.986,23.3391,11.9924,26.0
466,21.8659,-7.9683,0.9396,21.9014,3.0232,0.9906,21.3896,10.9907,24.0
467,23.4462,-7.9562,0.947,23.4991,3.8151,0.987,22.9071,11.7704,26.0
468,22.8692,-7.9606,0.9444,22.9142,3.5255,0.9883,22.3522,11.4853,25.0
469,22.8058,-7.9611,0.9441,22.8511,3.4943,0.9885,22.2923,11.4545,25.0
470,23.1844,-7.9582,0.9458,23.2334,3.6835,0.9876,22.6551,11.6409,25.0
471,23.1761,-7.9583,0.9458,23.2243,3.6791,0.9876,22.6465,11.6365,25.0
472,22.4015,-7.9642,0.9422,22.4428,3.2918,0.9894,21.9044,11.2552,25.0
473,22.1455,-7.9661,0.941,22.1857,3.1643,0.9899,21.6601,11.1297,24.0
474,24.574,-7.9476,0.9515,24.6377,4.3775,0.9845,23.9848,12.3242,27.0
475,24.8121,-7.9458,0.9524,24.8739,4.494,0.984,24.208,12.4389,27.0
476,23.818,-7.9534,0.9485,23.8696,3.9982,0.9862,23.2581,11.9508,26.0
477,23.1287,-7.9586,0.9456,23.1755,3.6549,0.9877,22.6002,11.6127,25.0
478,25.0166,-7.9442,0.9531,25.0831,4.5971,0.9835,24.4056,12.5404,27.0
479,23.5882,-7.9551,0.9476,23.6373,3.8834,0.9867,23.038,11.8377,26.0
480,24.6142,-7.9473,0.9516,24.6758,4.3963,0.9844,24.0208,12.3427,27.0
481,23.5467,-7.9554,0.9474,23.596,3.863,0.9868,22.9989,11.8176,26.0
482,25.1503,-7.9432,0.9536,25.2175,4.6633,0.9832,24.5325,12.6056,28.0
483,23.357,-7.9569,0.9466,23.4037,3.7678,0.9872,22.8166,11.7239,26.0
484,23.8033,-7.9535,0.9485,23.8572,3.9921,0.9862,23.2464,11.9447,26.0
485,22.8397,-7.9608,0.9443,22.8838,3.5105,0.9884,22.3234,11.4705,25.0
486,22.8363,-7.9608,0.9443,22.8819,3.5095,0.9884,22.3216,11.4696,25.0
487,23.6133,-7.9549,0.9477,23.6663,3.8977,0.9866,23.0655,11.8518,26.0
488,22.5886,-7.9627,0.9431,22.6308,3.3851,0.989,22.0831,11.347,25.0
489,24.1221,-7.951,0.9497,24.1805,4.1518,0.9855,23.5524,12.102,26.0
490,24.675,-7.9468,0.9519,24.7363,4.4261,0.9843,24.078,12.372,27.0
491,22.976,-7.9598,0.9449,23.0199,3.5779,0.9881,22.4526,11.5369,25.0
492,22.2712,-7.9652,0.9416,22.3116,3.2268,0.9897,21.7798,11.1912,24.0
493,24.997,-7.9444,0.953,25.0602,4.5858,0.9836,24.384,12.5293,27.0
494,24.2459,-7.9501,0.9502,24.3013,4.2115,0.9852,23.6667,12.1607,27.0
495,23.2258,-7.9579,0.946,23.2727,3.703,0.9875,22.6924,11.6601,26.0
496,23.6728,-7.9545,0.9479,23.7256,3.9271,0.9865,23.1217,11.8807,26.0
497,24.212,-7.9504,0.9501,24.2694,4.1957,0.9853,23.6365,12.1452,27.0
498,24.4146,-7.9488,0.9509,24.4731,4.2962,0.9849,23.8291,12.2442,27.0
499,23.4358,-7.9563,0.9469,23.4844,3.8078,0.9871,22.8931,11.7632,26.0
500,24.7653,-7.9461,0.9522,24.8287,4.4717,0.9841,24.1653,12.4169,27.0
501,23.9813,-7.9521,0.9492,24.0345,4.0797,0.9858,23.4142,12.031,26.0
502,23.4877,-7.9559,0.9471,23.5376,3.8341,0.9869,22.9435,11.7891,26.0
503,22.4865,-7.9635,0.9426,22.528,3.3341,0.9892,21.9854,11.2968,25.0
504,22.3338,-7.9647,0.9419,22.3755,3.2585,0.9895,21.8405,11.2224,25.0
505,24.3002,-7.9497,0.9504,24.3608,4.2408,0.9851,23.7229,12.1896,27.0
506,25.3182,-7.9419,0.9542,25.3859,4.7462,0.9829,24.6913,12.6872,28.0
507,24.0448,-7.9516,0.9494,24.0977,4.111,0.9857,23.4741,12.0617,26.0
508,23.5843,-7.9551,0.9475,23.6349,3.8822,0.9867,23.0358,11.8365,26.0
509,23.7783,-7.9537,0.9484,23.8316,3.9794,0.9863,23.2221,11.9323,26.0
510,23.6855,-7.9544,0.948,23.7375,3.9329,0.9865,23.133,11.8865,26.0
511,23.0533,-7.9592,0.9452,23.0996,3.6173,0.9879,22.5282,11.5757,25.0
512,23.0899,-7.9589,0.9454,23.1375,3.6361,0.9878,22.5642,11.5942,25.0
513,24.5856,-7.9475,0.9515,24.6477,4.3824,0.9845,23.9943,12.329,27.0
514,23.4295,-7.9563,0.9469,23.4778,3.8045,0.9871,22.8868,11.76,26.0
515,24.2225,-7.9503,0.9501,24.2804,4.2011,0.9853,23.6469,12.1505,27.0
516,23.6519,-7.9546,0.9478,23.7028,3.9158,0.9866,23.1001,11.8696,26.0
517,22.7249,-7.9617,0.9438,22.7682,3.4532,0.9887,22.2136,11.4141,25.0
518,22.6464,-7.9623,0.9434,22.6905,3.4147,0.9888,22.1398,11.3761,25.0
519,23.669,-7.9545,0.9479,23.7228,3.9257,0.9865,23.119,11.8793,26.0
520,24.0199,-7.9518,0.9493,24.0754,4.0999,0.9857,23.4529,12.0509,26.0
521,23.6732,-7.9545,0.9479,23.7247,3.9266,0.9865,23.1208,11.8802,26.0
522,24.5022,-7.9481,0.9512,24.5625,4.3404,0.9847,23.9137,12.2877,27.0
523,23.3884,-7.9566,0.9467,23.4365,3.7841,0.9872,22.8477,11.7399,26.0
524,23.7869,-7.9536,0.9484,23.8406,3.9839,0.9863,23.2306,11.9366,26.0
525,23.7231,-7.9541,0.9481,23.7755,3.9517,0.9864,23.169,11.905,26.0
526,23.7183,-7.9541,0.9481,23.7708,3.9494,0.9864,23.1645,11.9027,26.0
527,24.5131,-7.9481,0.9512,24.5735,4.3458,0.9846,23.9241,12.293,27.0
528,25.5192,-7.9404,0.9548,25.5886,4.846,0.9824,24.8826,12.7855,28.0
529,22.3958,-7.9642,0.9422,22.438,3.2895,0.9894,21.8999,11.2529,25.0
530,22.7426,-7.9616,0.9438,22.7881,3.463,0.9886,22.2325,11.4238,25.0
531,24.6632,-7.9469,0.9518,24.7268,4.4214,0.9843,24.069,12.3674,27.0
532,23.1672,-7.9583,0.9458,23.213,3.6734,0.9877,22.6357,11.631,25.0
533,24.1867,-7.9505,0.95,24.2447,4.1835,0.9854,23.6131,12.1332,27.0
534,24.2059,-7.9504,0.9501,24.2623,4.1922,0.9853,23.6298,12.1417,27.0
535,23.8015,-7.9535,0.9484,23.8539,3.9905,0.9862,23.2432,11.9431,26.0
536,23.9345,-7.9525,0.949,23.9889,4.0572,0.9859,23.371,12.0088,26.0
537,24.4061,-7.9489,0.9508,24.465,4.2922,0.9849,23.8215,12.2402,27.0
538,22.8853,-7.9605,0.9445,22.9289,3.5328,0.9883,22.3662,11.4925,25.0
539,22.9623,-7.9599,0.9448,23.009,3.5725,0.9881,22.4422,11.5315,25.0
540,23.4818,-7.9559,0.9471,23.5333,3.832,0.9869,22.9395,11.787,26.0
541,23.8544,-7.9531,0.9487,23.9086,4.0175,0.9861,23.295,11.9697,26.0
542,23.2961,-7.9573,0.9463,23.3444,3.7385,0.9874,22.7604,11.695,26.0
543,24.2397,-7.9501,0.9502,24.298,4.2098,0.9853,23.6635,12.1591,27.0
544,24.1603,-7.9507,0.9499,24.2162,4.1694,0.9854,23.5861,12.1193,27.0
545,23.9384,-7.9524,0.949,23.9922,4.0588,0.9859,23.3742,12.0104,26.0
546,24.3237,-7.9495,0.9505,24.3817,4.2512,0.9851,23.7427,12.1998,27.0
547,24.5043,-7.9481,0.9512,24.5635,4.3409,0.9847,23.9146,12.2881,27.0
548,24.4839,-7.9483,0.9511,24.5425,4.3305,0.9847,23.8948,12.2779,27.0
549,23.9205,-7.9526,0.9489,23.9737,4.0497,0.986,23.3566,12.0014,26.0
550,24.1771,-7.9506,0.95,24.2337,4.1781,0.9854,23.6028,12.1279,27.0
551,24.0693,-7.9514,0.9495,24.1244,4.1241,0.9856,23.4993,12.0747,26.0
552,24.5873,-7.9475,0.9515,24.6477,4.3824,0.9845,23.9943,12.329,27.0
553,24.9092,-7.945,0.9527,24.9721,4.5424,0.9838,24.3007,12.4865,27.0
554,23.9029,-7.9527,0.9489,23.9551,4.0405,0.986,23.3391,11.9924,26.0
555,24.5502,-7.9478,0.9514,24.6106,4.3641,0.9846,23.9592,12.311,27.0
556,22.5079,-7.9634,0.9427,22.5479,3.344,0.9891,22.0043,11.3065,25.0
557,25.7744,-7.9385,0.9557,25.8445,4.9719,0.9819,25.1238,12.9094,28.0
558,25.3502,-7.9417,0.9543,25.4155,4.7608,0.9828,24.7192,12.7015,28.0
559,24.4019,-7.9489,0.9508,24.4583,4.289,0.9849,23.8152,12.237,27.0
560,24.6138,-7.9473,0.9516,24.6739,4.3953,0.9844,24.019,12.3418,27.0
561,23.9043,-7.9527,0.9489,23.957,4.0414,0.986,23.3409,11.9933,26.0
562,25.8345,-7.938,0.9559,25.9085,5.0034,0.9818,25.1841,12.9404,28.0
563,24.5762,-7.9476,0.9515,24.6335,4.3754,0.9845,23.9808,12.3221,27.0
564,25.0771,-7.9438,0.9533,25.1418,4.626,0.9834,24.4609,12.5688,28.0
565,25.6208,-7.9396,0.9552,25.6903,4.896,0.9822,24.9784,12.8347,28.0
566,25.3541,-7.9417,0.9543,25.4197,4.7629,0.9828,24.7233,12.7036,28.0
567,26.4418,-7.9334,0.9578,26.5198,5.3037,0.9805,25.7596,13.2361,29.0
568,24.0081,-7.9519,0.9493,24.0588,4.0917,0.9858,23.4372,12.0428,26.0
569,23.572,-7.9552,0.9475,23.6226,3.8761,0.9867,23.0241,11.8305,26.0
570,25.4052,-7.9413,0.9545,25.4751,4.7901,0.9827,24.7755,12.7305,28.0
571,25.064,-7.9439,0.9533,25.127,4.6187,0.9834,24.447,12.5617,27.0
572,24.7842,-7.946,0.9523,24.8449,4.4797,0.9841,24.1806,12.4248,27.0
573,26.3783,-7.9339,0.9576,26.4566,5.2727,0.9806,25.7002,13.2056,29.0
574,26.5426,-7.9326,0.9581,26.6197,5.3528,0.9803,25.8536,13.2845,29.0
575,25.6004,-7.9398,0.9551,25.6669,4.8845,0.9823,24.9564,12.8234,28.0
576,26.6192,-7.932,0.9584,26.6987,5.3916,0.9801,25.9279,13.3226,29.0
577,26.3118,-7.9344,0.9574,26.3859,5.238,0.9808,25.6336,13.1714,29.0
578,25.8924,-7.9376,0.9561,25.9625,5.0299,0.9816,25.2349,12.9665,28.0
579,25.9336,-7.9372,0.9562,26.005,5.0508,0.9816,25.275,12.9871,28.0
580,26.3526,-7.9341,0.9575,26.4284,5.2589,0.9807,25.6737,13.192,29.0
581,25.5065,-7.9405,0.9548,25.5724,4.838,0.9825,24.8673,12.7776,28.0
582,25.8932,-7.9375,0.9561,25.9648,5.0311,0.9816,25.2372,12.9677,28.0
583,25.9653,-7.937,0.9563,26.037,5.0665,0.9815,25.3051,13.0026,28.0
584,27.1704,-7.9278,0.96,27.2556,5.6647,0.979,26.4512,13.5915,30.0
585,26.0551,-7.9363,0.9566,26.1254,5.11,0.9813,25.3884,13.0454,29.0
586,25.8683,-7.9377,0.956,25.9386,5.0181,0.9817,25.2124,12.955,28.0
587,28.0063,-7.9215,0.9622,28.1017,6.079,0.9772,27.245,13.9994,31.0
588,24.9639,-7.9446,0.9529,25.0264,4.5691,0.9837,24.352,12.5129,27.0
589,26.8891,-7.93,0.9592,26.973,5.5261,0.9795,26.1857,13.4551,29.0
590,26.8299,-7.9304,0.959,26.9093,5.4949,0.9797,26.1259,13.4244,29.0
591,25.8007,-7.9383,0.9558,25.8689,4.9839,0.9818,25.1467,12.9212,28.0
592,25.6089,-7.9397,0.9551,25.6769,4.8895,0.9823,24.9658,12.8283,28.0
