Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(SST),P (SST),Q (SST),S (SST)
300,30.2858,8.4277,0.9634,30.1004,-5.7509,0.9824,28.9898,0.0006,29.0
301,30.0136,8.3732,0.9632,29.828,-5.7626,0.9821,28.7371,0.0006,29.0
302,29.3896,8.0064,0.9648,29.2136,-5.7886,0.9811,28.1666,0.0006,28.0
303,29.8196,8.1978,0.9642,29.6438,-5.7704,0.9818,28.5662,0.0006,29.0
304,30.9359,8.776,0.962,30.7381,-5.7232,0.9833,29.5806,0.0006,30.0
305,30.4067,8.6281,0.962,30.2108,-5.7461,0.9826,29.0922,0.0006,29.0
306,30.4826,8.5834,0.9626,30.2914,-5.7426,0.9827,29.1669,0.0006,29.0
307,32.0846,9.3606,0.96,31.8659,-5.673,0.9847,30.6231,0.0006,31.0
308,30.314,8.4417,0.9633,30.1263,-5.7498,0.9825,29.0138,0.0006,29.0
309,30.842,8.8099,0.9615,30.6464,-5.7272,0.9832,29.4957,0.0006,29.0
310,31.1995,9.0408,0.9605,30.9947,-5.7119,0.9837,29.818,0.0006,30.0
311,30.3313,8.4585,0.9632,30.1436,-5.749,0.9825,29.0298,0.0006,29.0
312,30.7237,8.8239,0.9611,30.5272,-5.7324,0.983,29.3853,0.0006,29.0
313,31.4466,9.1413,0.9603,31.2403,-5.701,0.984,30.0452,0.0006,30.0
314,30.0671,8.4068,0.9631,29.8811,-5.7603,0.9821,28.7864,0.0006,29.0
315,31.0161,8.8503,0.9616,30.8157,-5.7198,0.9834,29.6524,0.0006,30.0
316,31.9276,9.2804,0.9603,31.7115,-5.6799,0.9845,30.4806,0.0006,30.0
317,31.3655,9.0609,0.9607,31.1535,-5.7049,0.9839,29.9649,0.0006,30.0
318,32.1701,9.5044,0.959,31.9511,-5.6691,0.9848,30.7017,0.0006,31.0
319,32.1548,9.4665,0.9593,31.9313,-5.67,0.9848,30.6834,0.0006,31.0
320,32.246,9.4432,0.9597,32.0238,-5.6658,0.9849,30.7688,0.0006,31.0
321,32.5973,9.7197,0.9583,32.3672,-5.6502,0.9853,31.0854,0.0006,31.0
322,31.8835,9.4447,0.9588,31.6567,-5.6824,0.9845,30.43,0.0006,30.0
323,32.1251,9.5158,0.9588,31.9017,-5.6714,0.9848,30.6561,0.0006,31.0
324,32.1131,9.5349,0.9586,31.8875,-5.672,0.9848,30.643,0.0006,31.0
325,32.4825,9.7543,0.9577,32.2514,-5.6555,0.9852,30.9787,0.0006,31.0
326,32.6085,9.7922,0.9577,32.3739,-5.6499,0.9853,31.0917,0.0006,31.0
327,32.1581,9.5116,0.9589,31.93,-5.6701,0.9848,30.6822,0.0006,31.0
328,32.5221,9.7541,0.9578,32.2909,-5.6537,0.9852,31.0152,0.0006,31.0
329,32.654,9.7896,0.9579,32.4194,-5.6478,0.9854,31.1336,0.0006,31.0
330,33.7624,10.3426,0.9561,33.5058,-5.5974,0.9865,32.1335,0.0006,32.0
331,32.8786,9.9095,0.9575,32.638,-5.6378,0.9856,31.335,0.0006,31.0
332,32.0937,9.6019,0.958,31.8606,-5.6732,0.9847,30.6182,0.0006,31.0
333,34.217,10.7359,0.9541,33.9457,-5.5765,0.987,32.5375,0.0006,33.0
334,34.4062,10.6848,0.955,34.136,-5.5675,0.9872,32.7121,0.0006,33.0
335,33.4926,10.2831,0.956,33.2375,-5.6099,0.9863,31.8867,0.0006,32.0
336,33.9207,10.46,0.9556,33.6618,-5.59,0.9867,32.2768,0.0006,32.0
337,32.677,9.8545,0.9574,32.4385,-5.6469,0.9854,31.1512,0.0006,31.0
338,32.107,9.5992,0.9581,31.8753,-5.6726,0.9847,30.6318,0.0006,31.0
339,33.7945,10.4628,0.9553,33.5338,-5.596,0.9866,32.1592,0.0006,32.0
340,33.7271,10.4464,0.9552,33.4656,-5.5992,0.9865,32.0965,0.0006,32.0
341,33.36,10.3076,0.9554,33.1022,-5.6163,0.9861,31.7624,0.0006,32.0
342,34.162,10.6896,0.9544,33.8971,-5.5788,0.9869,32.4928,0.0006,32.0
343,33.8793,10.5017,0.9552,33.6138,-5.5923,0.9866,32.2326,0.0006,32.0
344,33.8687,10.6038,0.9543,33.6018,-5.5928,0.9866,32.2216,0.0006,32.0
345,34.5956,10.9285,0.9536,34.3202,-5.5586,0.9873,32.8811,0.0006,33.0
346,32.961,10.1157,0.956,32.7125,-5.6343,0.9857,31.4036,0.0006,31.0
347,33.841,10.605,0.9542,33.5744,-5.5941,0.9866,32.1965,0.0006,32.0
348,34.1662,10.6483,0.9547,33.8989,-5.5788,0.9869,32.4945,0.0006,32.0
349,34.6025,10.9554,0.9534,34.3241,-5.5584,0.9873,32.8847,0.0006,33.0
350,34.7092,11.0207,0.9531,34.4254,-5.5536,0.9874,32.9776,0.0006,33.0
351,33.724,10.5563,0.9543,33.4583,-5.5996,0.9865,32.0898,0.0006,32.0
352,34.7961,11.0838,0.9528,34.5096,-5.5495,0.9875,33.0548,0.0006,33.0
353,34.8224,11.1076,0.9527,34.5345,-5.5483,0.9875,33.0775,0.0006,33.0
354,34.2682,10.8491,0.9534,33.9869,-5.5746,0.987,32.5753,0.0006,33.0
355,35.4186,11.4591,0.9514,35.1162,-5.52,0.9881,33.6103,0.0006,34.0
356,35.9357,11.6302,0.9514,35.6283,-5.4948,0.9885,34.0786,0.0006,34.0
357,34.1164,10.8146,0.9533,33.8398,-5.5816,0.9869,32.4402,0.0006,32.0
358,35.4509,11.4699,0.9514,35.1481,-5.5185,0.9881,33.6395,0.0006,34.0
359,35.1783,11.4011,0.9513,34.876,-5.5318,0.9879,33.3904,0.0006,33.0
360,35.5762,11.5352,0.9512,35.2726,-5.5124,0.9882,33.7534,0.0006,34.0
361,35.3647,11.445,0.9514,35.0605,-5.5227,0.988,33.5593,0.0006,34.0
362,35.3614,11.4397,0.9515,35.059,-5.5228,0.988,33.558,0.0006,34.0
363,35.9381,11.8115,0.95,35.6244,-5.495,0.9885,34.075,0.0006,34.0
364,35.1376,11.3444,0.9516,34.839,-5.5336,0.9878,33.3565,0.0006,33.0
365,35.4307,11.5204,0.951,35.1274,-5.5195,0.9881,33.6205,0.0006,34.0
366,34.1044,10.9014,0.9525,33.8247,-5.5823,0.9869,32.4264,0.0006,32.0
367,34.8897,11.2398,0.9518,34.6022,-5.545,0.9876,33.1396,0.0006,33.0
368,33.2365,10.4308,0.9541,32.9761,-5.6221,0.986,31.6463,0.0006,32.0
369,33.9039,10.8008,0.9528,33.6344,-5.5913,0.9867,32.2516,0.0006,32.0
370,34.8209,11.1925,0.952,34.53,-5.5485,0.9875,33.0735,0.0006,33.0
371,34.1378,10.9434,0.9523,33.8525,-5.581,0.9869,32.4519,0.0006,32.0
372,33.5223,10.6225,0.9533,33.2506,-5.6093,0.9863,31.8989,0.0006,32.0
373,32.2189,9.9425,0.9555,31.9782,-5.6679,0.9849,30.7268,0.0006,31.0
374,32.8227,10.2703,0.9544,32.5743,-5.6407,0.9856,31.2764,0.0006,31.0
375,33.2392,10.4958,0.9536,32.9804,-5.6219,0.986,31.6503,0.0006,32.0
376,33.0035,10.3516,0.9542,32.7456,-5.6328,0.9857,31.4341,0.0006,31.0
377,32.9726,10.5025,0.9528,32.7113,-5.6344,0.9857,31.4025,0.0006,31.0
378,33.1302,10.4804,0.9534,32.87,-5.6271,0.9859,31.5487,0.0006,32.0
379,32.1804,10.0585,0.9545,31.9359,-5.6698,0.9848,30.6877,0.0006,31.0
380,33.7835,10.7838,0.9526,33.5108,-5.5971,0.9866,32.138,0.0006,32.0
381,32.6244,10.2363,0.9541,32.3725,-5.65,0.9853,31.0904,0.0006,31.0
382,31.9352,9.9223,0.955,31.6918,-5.6808,0.9845,30.4624,0.0006,30.0
383,31.7373,9.8305,0.9552,31.5009,-5.6894,0.9843,30.286,0.0006,30.0
384,32.2468,10.2165,0.9533,32.0011,-5.6669,0.9849,30.7478,0.0006,31.0
385,31.8413,9.8418,0.9554,31.6024,-5.6848,0.9844,30.3798,0.0006,30.0
386,31.6852,9.8323,0.9551,31.4493,-5.6917,0.9842,30.2383,0.0006,30.0
387,31.5058,9.6558,0.9561,31.2758,-5.6994,0.984,30.078,0.0006,30.0
388,31.6158,9.8217,0.955,31.3823,-5.6947,0.9842,30.1765,0.0006,30.0
389,31.313,9.7261,0.955,31.0804,-5.7081,0.9838,29.8974,0.0006,30.0
390,30.6478,9.3577,0.9564,30.4264,-5.7368,0.9829,29.292,0.0006,29.0
391,30.9477,9.4934,0.956,30.7276,-5.7236,0.9833,29.5709,0.0006,30.0
392,30.6131,9.3051,0.9568,30.3957,-5.7381,0.9829,29.2635,0.0006,29.0
393,30.2597,9.1438,0.9573,30.0484,-5.7531,0.9824,28.9415,0.0006,29.0
394,30.3206,9.2544,0.9564,30.1083,-5.7506,0.9825,28.9971,0.0006,29.0
395,29.0201,8.521,0.9595,28.8324,-5.8046,0.9806,27.8121,0.0006,28.0
396,28.1976,8.283,0.9595,28.0147,-5.8382,0.9792,27.0505,0.0006,27.0
397,28.75,8.4862,0.9591,28.5676,-5.8156,0.9801,27.5657,0.0006,28.0
398,28.2518,8.2346,0.9601,28.0718,-5.8359,0.9793,27.1038,0.0006,27.0
399,29.896,9.08,0.9568,29.6904,-5.7685,0.9819,28.6094,0.0006,29.0
400,29.2113,8.8166,0.9573,29.0106,-5.7972,0.9809,27.9778,0.0006,28.0
401,29.7771,9.0171,0.9571,29.5764,-5.7733,0.9817,28.5035,0.0006,29.0
402,29.2631,8.8015,0.9576,29.0637,-5.7949,0.981,28.0272,0.0006,28.0
403,29.7107,9.0668,0.9565,29.508,-5.7762,0.9816,28.44,0.0006,28.0
404,28.4443,8.4213,0.9589,28.2607,-5.8282,0.9796,27.2798,0.0006,27.0
405,28.7152,8.5668,0.9583,28.5289,-5.8172,0.9801,27.5296,0.0006,28.0
406,27.8977,8.1466,0.9599,27.7191,-5.8502,0.9787,26.7748,0.0006,27.0
407,28.3783,8.3693,0.9592,28.1998,-5.8307,0.9795,27.2231,0.0006,27.0
408,27.7457,8.0308,0.9606,27.5719,-5.8561,0.9784,26.6374,0.0006,27.0
409,27.049,7.7469,0.9613,26.8844,-5.8834,0.9772,25.9952,0.0005,26.0
410,26.4125,7.4588,0.9624,26.2575,-5.9079,0.9759,25.4086,0.0005,25.0
411,27.0937,7.8451,0.9605,26.9341,-5.8815,0.9772,26.0417,0.0005,26.0
412,25.9723,7.2268,0.9634,25.8274,-5.9244,0.975,25.0055,0.0005,25.0
413,27.1623,7.9829,0.9594,26.9951,-5.8791,0.9774,26.0987,0.0006,26.0
414,26.6698,7.5801,0.9619,26.5113,-5.898,0.9764,25.6462,0.0005,26.0
415,26.7565,7.6731,0.9613,26.599,-5.8946,0.9766,25.7282,0.0005,26.0
416,25.6913,7.1241,0.9636,25.5497,-5.9349,0.9743,24.745,0.0005,25.0
417,26.9891,7.8491,0.9602,26.8261,-5.8857,0.977,25.9407,0.0005,26.0
418,26.9699,7.7896,0.9607,26.8079,-5.8864,0.977,25.9236,0.0005,26.0
419,26.3546,7.5043,0.9618,26.1985,-5.9101,0.9758,25.3533,0.0005,25.0
420,26.2479,7.4772,0.9617,26.0955,-5.9141,0.9755,25.2568,0.0005,25.0
421,26.6673,7.6773,0.961,26.5115,-5.898,0.9764,25.6464,0.0005,26.0
422,26.74,7.6224,0.9617,26.5836,-5.8952,0.9765,25.7138,0.0005,26.0
423,24.7561,6.818,0.9641,24.6236,-5.9694,0.9721,23.8751,0.0005,24.0
424,24.8288,6.8129,0.9644,24.6973,-5.9667,0.9723,23.9444,0.0005,24.0
425,25.3433,7.062,0.9633,25.207,-5.9478,0.9735,24.4233,0.0005,24.0
426,26.1903,7.5043,0.9613,26.0425,-5.9161,0.9754,25.2072,0.0005,25.0
427,26.4479,7.5881,0.9612,26.2939,-5.9065,0.976,25.4427,0.0005,25.0
428,25.8682,7.3673,0.9618,25.717,-5.9286,0.9747,24.902,0.0005,25.0
429,25.225,7.0215,0.9634,25.0837,-5.9524,0.9733,24.3076,0.0005,24.0
430,26.8856,7.9202,0.9592,26.7208,-5.8899,0.9768,25.8422,0.0005,26.0
431,26.559,7.7214,0.9602,26.3978,-5.9024,0.9762,25.5399,0.0005,26.0
432,26.4311,7.7373,0.9597,26.271,-5.9073,0.9759,25.4212,0.0005,25.0
433,26.8047,7.8493,0.9597,26.6434,-5.8929,0.9767,25.7698,0.0005,26.0
434,26.4655,7.7142,0.96,26.3048,-5.906,0.976,25.4529,0.0005,25.0
435,27.4334,8.1917,0.9582,27.2594,-5.8686,0.9779,26.3457,0.0006,26.0
436,26.7472,7.8578,0.9595,26.5798,-5.8954,0.9766,25.7103,0.0005,26.0
437,26.372,7.7135,0.9598,26.2113,-5.9096,0.9758,25.3652,0.0005,25.0
438,26.1247,7.6405,0.9598,25.9672,-5.919,0.9753,25.1365,0.0005,25.0
439,27.0636,7.9941,0.959,26.9008,-5.8828,0.9772,26.0105,0.0005,26.0
440,26.7092,7.8102,0.9598,26.5452,-5.8967,0.9765,25.6779,0.0005,26.0
441,26.9355,7.9896,0.9587,26.7693,-5.888,0.9769,25.8876,0.0005,26.0
442,26.9937,8.0217,0.9586,26.8254,-5.8858,0.977,25.94,0.0005,26.0
443,26.2275,7.6817,0.9597,26.0658,-5.9152,0.9755,25.2289,0.0005,25.0
444,28.5575,8.8719,0.955,28.3613,-5.8241,0.9798,27.3735,0.0006,27.0
445,27.0932,8.1149,0.958,26.9209,-5.882,0.9772,26.0293,0.0005,26.0
446,27.4679,8.2786,0.9575,27.2929,-5.8673,0.9779,26.3769,0.0006,26.0
447,26.5127,7.7159,0.9602,26.3533,-5.9042,0.9761,25.4983,0.0005,25.0
448,27.3629,8.2123,0.9578,27.193,-5.8712,0.9777,26.2836,0.0006,26.0
449,27.3094,8.2936,0.9568,27.132,-5.8737,0.9776,26.2266,0.0006,26.0
450,28.2444,8.7032,0.9557,28.0533,-5.8367,0.9793,27.0865,0.0006,27.0
451,27.3935,8.2985,0.957,27.2109,-5.8705,0.9778,26.3004,0.0006,26.0
452,27.8522,8.525,0.9562,27.6696,-5.8522,0.9786,26.7286,0.0006,27.0
453,27.0143,8.0685,0.9582,26.8393,-5.8852,0.9771,25.953,0.0005,26.0
454,27.6942,8.5375,0.9556,27.513,-5.8585,0.9783,26.5825,0.0006,27.0
455,28.1455,8.6313,0.9561,27.9588,-5.8405,0.9791,26.9984,0.0006,27.0
456,28.7706,9.0186,0.9542,28.5722,-5.8154,0.9802,27.5699,0.0006,28.0
457,27.1421,8.2591,0.9567,26.9653,-5.8802,0.9773,26.0709,0.0005,26.0
458,27.6988,8.493,0.9561,27.5179,-5.8583,0.9784,26.5871,0.0006,27.0
459,27.8845,8.64,0.9552,27.6968,-5.8511,0.9787,26.754,0.0006,27.0
460,28.5683,8.9396,0.9544,28.3728,-5.8236,0.9798,27.3842,0.0006,27.0
461,27.7637,8.5542,0.9557,27.5729,-5.8561,0.9785,26.6384,0.0006,27.0
462,27.5525,8.5302,0.9553,27.3665,-5.8643,0.9781,26.4457,0.0006,26.0
463,28.0271,8.7032,0.955,27.8386,-5.8454,0.9789,26.8863,0.0006,27.0
464,28.302,8.837,0.9546,28.1078,-5.8344,0.9794,27.1374,0.0006,27.0
465,27.9574,8.7091,0.9547,27.7642,-5.8484,0.9788,26.817,0.0006,27.0
466,29.0194,9.2132,0.9531,28.8107,-5.8055,0.9806,27.7918,0.0006,28.0
467,27.906,8.6793,0.9549,27.7153,-5.8504,0.9787,26.7713,0.0006,27.0
468,28.1425,8.7847,0.9546,27.95,-5.8409,0.9791,26.9902,0.0006,27.0
469,27.5148,8.4705,0.9557,27.3281,-5.8659,0.978,26.4098,0.0006,26.0
470,27.3685,8.415,0.9558,27.1865,-5.8715,0.9778,26.2776,0.0006,26.0
471,27.6576,8.6933,0.954,27.4693,-5.8602,0.9783,26.5417,0.0006,27.0
472,27.2326,8.3882,0.9557,27.0498,-5.8769,0.9775,26.1499,0.0006,26.0
473,28.18,8.8547,0.954,27.9842,-5.8395,0.9792,27.0221,0.0006,27.0
474,28.3162,9.0001,0.953,28.1161,-5.8341,0.9794,27.1451,0.0006,27.0
475,28.5963,9.1352,0.9526,28.392,-5.8228,0.9799,27.4021,0.0006,27.0
476,28.591,9.103,0.9529,28.3859,-5.8231,0.9799,27.3965,0.0006,27.0
477,28.593,9.1024,0.9529,28.3881,-5.823,0.9799,27.3985,0.0006,27.0
478,28.8179,9.2453,0.9522,28.6094,-5.8138,0.9803,27.6046,0.0006,28.0
479,29.2585,9.4222,0.9519,29.0445,-5.7957,0.9809,28.0093,0.0006,28.0
480,28.7621,9.1159,0.9533,28.5532,-5.8162,0.9802,27.5523,0.0006,28.0
481,30.0046,9.8162,0.9504,29.7739,-5.7649,0.982,28.6869,0.0006,29.0
482,28.4255,9.0937,0.9524,28.2204,-5.8298,0.9796,27.2423,0.0006,27.0
483,29.068,9.3821,0.9517,28.857,-5.8036,0.9806,27.8349,0.0006,28.0
484,28.3746,9.1231,0.952,28.1654,-5.8321,0.9795,27.191,0.0006,27.0
485,27.7403,8.7833,0.9534,27.5433,-5.8573,0.9784,26.6108,0.0006,27.0
486,28.1735,8.9783,0.9528,27.9759,-5.8398,0.9792,27.0143,0.0006,27.0
487,27.5956,8.7283,0.9534,27.401,-5.863,0.9782,26.4779,0.0006,26.0
488,29.206,9.4952,0.951,28.9878,-5.7981,0.9809,27.9566,0.0006,28.0
489,28.0227,8.9345,0.9527,27.8236,-5.846,0.9789,26.8723,0.0006,27.0
490,28.471,9.2247,0.9513,28.2651,-5.828,0.9797,27.2839,0.0006,27.0
491,28.8161,9.3897,0.9508,28.6034,-5.8141,0.9802,27.5989,0.0006,28.0
492,28.55,9.2515,0.9513,28.3386,-5.825,0.9798,27.3524,0.0006,27.0
493,28.5891,9.4332,0.9496,28.3738,-5.8236,0.9799,27.3852,0.0006,27.0
494,28.3076,9.175,0.9513,28.0988,-5.8348,0.9794,27.1289,0.0006,27.0
495,27.4915,8.7591,0.9528,27.2946,-5.8672,0.978,26.3785,0.0006,26.0
496,28.2056,9.282,0.9499,28.0001,-5.8388,0.9792,27.0369,0.0006,27.0
497,29.7081,9.8963,0.9487,29.4753,-5.7776,0.9816,28.4096,0.0006,28.0
498,27.9134,9.005,0.9517,27.712,-5.8505,0.9787,26.7682,0.0006,27.0
499,28.232,9.2337,0.9505,28.0254,-5.8378,0.9793,27.0606,0.0006,27.0
500,27.3786,8.8381,0.9516,27.1793,-5.8718,0.9778,26.2708,0.0006,26.0
501,27.5895,8.9274,0.9514,27.393,-5.8633,0.9782,26.4705,0.0006,26.0
502,27.2487,8.818,0.9514,27.0533,-5.8768,0.9775,26.1531,0.0006,26.0
503,28.196,9.345,0.9492,27.9842,-5.8395,0.9792,27.0221,0.0006,27.0
504,29.3204,9.7999,0.9484,29.0913,-5.7938,0.981,28.0528,0.0006,28.0
505,27.9522,9.219,0.9497,27.7439,-5.8492,0.9788,26.798,0.0006,27.0
506,27.6811,9.1281,0.9497,27.4754,-5.86,0.9783,26.5474,0.0006,27.0
507,27.8218,9.228,0.9492,27.6149,-5.8544,0.9786,26.6776,0.0006,27.0
508,28.3593,9.5662,0.9475,28.1428,-5.833,0.9795,27.17,0.0006,27.0
509,27.7429,9.1641,0.9495,27.5334,-5.8577,0.9784,26.6016,0.0006,27.0
510,26.9701,8.8284,0.9504,26.7723,-5.8878,0.977,25.8904,0.0005,26.0
511,28.6199,9.6406,0.9477,28.3978,-5.8226,0.9799,27.4075,0.0006,27.0
512,27.1255,8.9311,0.9498,26.9278,-5.8817,0.9773,26.0358,0.0005,26.0
513,28.9491,9.8449,0.9468,28.7195,-5.8093,0.9805,27.707,0.0006,28.0
514,27.6688,9.2432,0.9485,27.4602,-5.8606,0.9783,26.5332,0.0006,27.0
515,27.0763,9.0118,0.9488,26.8735,-5.8839,0.9772,25.985,0.0005,26.0
516,27.012,9.0131,0.9486,26.8122,-5.8863,0.9771,25.9277,0.0005,26.0
517,27.11,9.0959,0.9481,26.9083,-5.8825,0.9773,26.0176,0.0005,26.0
518,27.5227,9.2491,0.9479,27.3171,-5.8663,0.978,26.3995,0.0006,26.0
519,27.0737,9.0474,0.9484,26.8705,-5.884,0.9772,25.9822,0.0005,26.0
520,27.7064,9.2824,0.9482,27.5006,-5.859,0.9784,26.5709,0.0006,27.0
521,28.2158,9.6133,0.9466,27.9978,-5.8389,0.9793,27.0347,0.0006,27.0
522,27.0933,9.1585,0.9473,26.8886,-5.8833,0.9772,25.9991,0.0005,26.0
523,28.1264,9.6497,0.9459,27.9045,-5.8427,0.9791,26.9478,0.0006,27.0
524,26.036,8.5194,0.9504,25.8528,-5.9234,0.9751,25.0293,0.0005,25.0
525,26.5368,8.8554,0.9486,26.3462,-5.9044,0.9761,25.4916,0.0005,25.0
526,27.4253,9.2059,0.948,27.2239,-5.87,0.9779,26.3125,0.0006,26.0
527,27.8536,9.549,0.946,27.638,-5.8535,0.9786,26.6992,0.0006,27.0
528,27.5589,9.4645,0.9458,27.3421,-5.8653,0.9781,26.4229,0.0006,26.0
529,25.9347,8.6721,0.9484,25.7471,-5.9274,0.9749,24.9302,0.0005,25.0
530,27.2851,9.2714,0.9468,27.0773,-5.8758,0.9776,26.1756,0.0006,26.0
531,27.2107,9.3221,0.946,27.0006,-5.8789,0.9774,26.1039,0.0006,26.0
532,26.8249,9.0945,0.9471,26.6209,-5.8938,0.9767,25.7487,0.0005,26.0
533,27.1722,9.3362,0.9457,26.9641,-5.8803,0.9774,26.0697,0.0005,26.0
534,27.1805,9.3601,0.9455,26.9695,-5.8801,0.9774,26.0747,0.0005,26.0
535,27.0004,9.3027,0.9455,26.7906,-5.8871,0.977,25.9075,0.0005,26.0
536,26.216,8.9249,0.9466,26.0163,-5.9171,0.9755,25.1826,0.0005,25.0
537,25.974,8.7933,0.9472,25.7819,-5.9261,0.9749,24.9628,0.0005,25.0
538,27.4654,9.5579,0.9444,27.2479,-5.8691,0.9779,26.3349,0.0006,26.0
539,26.5784,9.1441,0.9456,26.3704,-5.9035,0.9762,25.5142,0.0005,26.0
540,26.2983,9.0303,0.9458,26.0978,-5.914,0.9756,25.259,0.0005,25.0
541,26.8032,9.2941,0.9448,26.5978,-5.8947,0.9767,25.7272,0.0005,26.0
542,26.4041,9.1668,0.9447,26.1985,-5.9101,0.9759,25.3533,0.0005,25.0
543,26.879,9.3639,0.9443,26.6709,-5.8918,0.9768,25.7955,0.0005,26.0
544,27.6116,9.7157,0.9433,27.3921,-5.8633,0.9782,26.4696,0.0006,26.0
545,26.7348,9.3249,0.9442,26.5207,-5.8977,0.9765,25.655,0.0005,26.0
546,27.0422,9.5298,0.9431,26.8276,-5.8857,0.9771,25.9421,0.0005,26.0
547,26.2515,9.1158,0.9447,26.0455,-5.916,0.9755,25.2099,0.0005,25.0
548,26.5101,9.2843,0.9438,26.3041,-5.9061,0.9761,25.4522,0.0005,25.0
549,27.1993,9.7387,0.9415,26.9797,-5.8797,0.9774,26.0843,0.0005,26.0
550,26.6548,9.4304,0.9427,26.439,-5.9008,0.9764,25.5785,0.0005,26.0
551,25.7546,9.01,0.9439,25.5523,-5.9348,0.9745,24.7475,0.0005,25.0
552,25.6828,8.9401,0.9444,25.4873,-5.9372,0.9743,24.6865,0.0005,25.0
553,28.1462,10.2031,0.9401,27.9057,-5.8427,0.9791,26.9489,0.0006,27.0
554,28.0485,10.249,0.9393,27.805,-5.8467,0.979,26.855,0.0006,27.0
555,27.5024,9.9868,0.9399,27.2662,-5.8683,0.978,26.352,0.0006,26.0
556,28.0812,10.3014,0.9388,27.8397,-5.8453,0.979,26.8874,0.0006,27.0
557,26.8931,9.7519,0.9401,26.6688,-5.8919,0.9768,25.7935,0.0005,26.0
558,26.5443,9.6418,0.9399,26.3229,-5.9053,0.9761,25.4698,0.0005,25.0
559,27.2082,9.9037,0.9397,26.9823,-5.8796,0.9774,26.0868,0.0006,26.0
560,26.2938,9.4891,0.9406,26.0747,-5.9149,0.9756,25.2374,0.0005,25.0
561,27.3097,10.0227,0.9388,27.0763,-5.8759,0.9776,26.1746,0.0006,26.0
562,27.1602,10.0054,0.9384,26.9264,-5.8818,0.9773,26.0345,0.0005,26.0
563,27.5699,10.2527,0.9373,27.33,-5.8658,0.9781,26.4116,0.0006,26.0
564,26.1101,9.6303,0.9382,25.8911,-5.9219,0.9752,25.0652,0.0005,25.0
565,27.1018,10.0102,0.9381,26.8691,-5.884,0.9772,25.9809,0.0005,26.0
566,27.3257,10.0899,0.9381,27.0907,-5.8753,0.9777,26.188,0.0006,26.0
567,26.2492,9.6635,0.9384,26.029,-5.9166,0.9755,25.1945,0.0005,25.0
568,27.2303,10.1656,0.9368,26.9919,-5.8792,0.9775,26.0958,0.0006,26.0
569,27.3463,10.27,0.9362,27.1044,-5.8748,0.9777,26.2008,0.0006,26.0
570,26.8837,10.0534,0.9366,26.6468,-5.8927,0.9768,25.7729,0.0005,26.0
571,27.4769,10.3353,0.936,27.2352,-5.8696,0.9779,26.3231,0.0006,26.0
572,26.7262,9.986,0.9367,26.4903,-5.8988,0.9765,25.6265,0.0005,26.0
573,27.2046,10.2871,0.9354,26.9645,-5.8803,0.9774,26.0701,0.0005,26.0
574,27.592,10.4977,0.9346,27.343,-5.8653,0.9781,26.4238,0.0006,26.0
575,27.4307,10.422,0.9348,27.1815,-5.8717,0.9778,26.2729,0.0006,26.0
576,27.0204,10.2501,0.935,26.7767,-5.8877,0.9771,25.8944,0.0005,26.0
577,27.1284,10.3859,0.9339,26.8828,-5.8835,0.9773,25.9937,0.0005,26.0
578,26.911,10.2118,0.9349,26.6697,-5.8918,0.9769,25.7944,0.0005,26.0
579,26.2874,9.9794,0.9349,26.0533,-5.9157,0.9756,25.2173,0.0005,25.0
580,26.3486,10.0202,0.9347,26.1167,-5.9133,0.9757,25.2767,0.0005,25.0
581,27.6041,10.6714,0.9327,27.347,-5.8651,0.9782,26.4275,0.0006,26.0
582,27.5978,10.6833,0.9326,27.3398,-5.8654,0.9782,26.4207,0.0006,26.0
583,27.4167,10.6245,0.9324,27.1601,-5.8725,0.9778,26.2529,0.0006,26.0
584,27.8512,10.9398,0.9308,27.586,-5.8555,0.9786,26.6507,0.0006,27.0
585,27.8762,10.8952,0.9314,27.6098,-5.8546,0.9786,26.6728,0.0006,27.0
586,26.4228,10.3265,0.9314,26.179,-5.9109,0.9759,25.335,0.0005,25.0
587,27.6879,10.8961,0.9305,27.4224,-5.8621,0.9783,26.4979,0.0006,26.0
588,27.3357,10.7727,0.9304,27.0728,-5.876,0.9777,26.1713,0.0006,26.0
589,26.9622,10.5072,0.9317,26.7092,-5.8903,0.977,25.8314,0.0005,26.0
590,27.9301,11.19,0.9283,27.653,-5.8529,0.9787,26.7131,0.0006,27.0
591,27.7031,11.0437,0.9289,27.4299,-5.8618,0.9783,26.5049,0.0006,27.0
592,28.9126,11.5597,0.9285,28.6194,-5.8134,0.9804,27.6139,0.0006,28.0
593,27.9734,11.1706,0.9287,27.696,-5.8511,0.9788,26.7533,0.0006,27.0
594,27.7959,11.1786,0.9278,27.5181,-5.8583,0.9785,26.5872,0.0006,27.0
595,28.0786,11.241,0.9284,27.8002,-5.8469,0.979,26.8505,0.0006,27.0
596,27.9392,11.1774,0.9285,27.6612,-5.8525,0.9788,26.7208,0.0006,27.0
597,27.5408,11.0535,0.928,27.2669,-5.8683,0.978,26.3527,0.0006,26.0
598,27.9802,11.3054,0.9272,27.7008,-5.8509,0.9788,26.7578,0.0006,27.0
599,27.0626,10.8794,0.9278,26.7929,-5.887,0.9771,25.9096,0.0005,26.0
600,28.7851,11.7373,0.926,28.4855,-5.819,0.9802,27.4892,0.0006,27.0
