Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(SST),P (SST),Q (SST),S (SST)
41,19.9019,3.3039,0.9865,19.8496,-6.1312,0.9557,19.3576,0.0005,19.0
42,19.8739,3.2901,0.9866,19.8238,-6.132,0.9555,19.333,0.0005,19.0
43,20.4641,3.5814,0.985,20.4109,-6.1136,0.9582,19.8916,0.0005,20.0
44,19.0965,2.9064,0.9886,19.0531,-6.1556,0.9518,18.5986,0.0004,19.0
45,19.7028,3.2056,0.987,19.6568,-6.1372,0.9548,19.174,0.0004,19.0
46,18.5595,2.6413,0.99,18.5208,-6.1715,0.9489,18.0904,0.0004,18.0
47,20.0789,3.3913,0.986,20.0274,-6.1257,0.9565,19.5268,0.0005,20.0
48,19.5846,3.1473,0.9873,19.5352,-6.1409,0.9542,19.0582,0.0004,19.0
49,18.992,2.8548,0.9889,18.9475,-6.1588,0.9512,18.4978,0.0004,18.0
50,18.9644,2.8411,0.989,18.9223,-6.1595,0.9511,18.4738,0.0004,18.0
51,18.7135,2.7173,0.9896,18.6728,-6.167,0.9498,18.2356,0.0004,18.0
52,18.7757,2.748,0.9895,18.7356,-6.1651,0.9501,18.2956,0.0004,18.0
53,18.728,2.7244,0.9896,18.6879,-6.1666,0.9498,18.25,0.0004,18.0
54,18.0977,2.4133,0.9912,18.0606,-6.185,0.9463,17.6505,0.0004,18.0
55,17.4765,2.1067,0.9928,17.4444,-6.2027,0.9424,17.0607,0.0004,17.0
56,18.2404,2.4838,0.9909,18.2075,-6.1807,0.9471,17.7909,0.0004,18.0
57,18.2351,2.4812,0.9909,18.1993,-6.181,0.9471,17.7831,0.0004,18.0
58,18.2446,2.4858,0.9908,18.2087,-6.1807,0.9471,17.7921,0.0004,18.0
59,17.3783,2.0582,0.9931,17.346,-6.2054,0.9418,16.9665,0.0004,17.0
60,17.6726,2.2035,0.9923,17.6424,-6.197,0.9437,17.2503,0.0004,17.0
61,17.816,2.2743,0.992,17.784,-6.193,0.9446,17.3859,0.0004,17.0
62,17.7706,2.2518,0.9921,17.7383,-6.1943,0.9443,17.3421,0.0004,17.0
63,17.5206,2.1284,0.9927,17.4895,-6.2014,0.9427,17.1039,0.0004,17.0
64,17.9313,2.3312,0.9917,17.8994,-6.1897,0.9453,17.4963,0.0004,17.0
65,17.5702,2.153,0.9926,17.5383,-6.2,0.943,17.1507,0.0004,17.0
66,17.6362,2.1855,0.9924,17.6054,-6.1981,0.9434,17.2149,0.0004,17.0
67,17.5289,2.1325,0.9927,17.4982,-6.2011,0.9427,17.1123,0.0004,17.0
68,17.6449,2.1898,0.9924,17.6142,-6.1978,0.9435,17.2233,0.0004,17.0
69,17.6793,2.2068,0.9923,17.648,-6.1969,0.9437,17.2557,0.0004,17.0
70,16.9816,1.8624,0.994,16.9529,-6.2164,0.9391,16.5897,0.0004,17.0
71,17.424,2.0808,0.9929,17.3961,-6.204,0.9421,17.0145,0.0004,17.0
72,17.8881,2.3099,0.9918,17.8568,-6.1909,0.945,17.4555,0.0004,17.0
73,17.0094,1.8761,0.994,16.9798,-6.2157,0.9393,16.6155,0.0004,17.0
74,17.9035,2.3175,0.9917,17.8737,-6.1904,0.9451,17.4717,0.0004,17.0
75,16.6084,1.6781,0.9949,16.5846,-6.2266,0.9364,16.2363,0.0004,16.0
76,17.121,1.9312,0.9937,17.0956,-6.2125,0.94,16.7265,0.0004,17.0
77,17.0493,1.8958,0.9939,17.0224,-6.2145,0.9395,16.6563,0.0004,17.0
78,17.1351,1.9382,0.9937,17.1081,-6.2121,0.9401,16.7385,0.0004,17.0
79,17.5579,2.1468,0.9926,17.5289,-6.2003,0.9429,17.1417,0.0004,17.0
80,17.3444,2.0414,0.9931,17.3147,-6.2063,0.9415,16.9365,0.0004,17.0
81,17.536,2.136,0.9927,17.5064,-6.2009,0.9428,17.1201,0.0004,17.0
82,16.966,1.8547,0.9941,16.9379,-6.2168,0.9389,16.5753,0.0004,17.0
83,17.3711,2.0547,0.9931,17.3435,-6.2055,0.9417,16.9641,0.0004,17.0
84,17.3977,2.0678,0.993,17.3686,-6.2048,0.9419,16.9881,0.0004,17.0
85,17.4198,2.0787,0.993,17.3905,-6.2042,0.942,17.0091,0.0004,17.0
86,17.1427,1.9419,0.9936,17.1144,-6.2119,0.9402,16.7445,0.0004,17.0
87,16.4043,1.5774,0.9954,16.3796,-6.2321,0.9348,16.0395,0.0004,16.0
88,17.1184,1.9299,0.9937,17.0937,-6.2125,0.94,16.7247,0.0004,17.0
89,17.2152,1.9777,0.9935,17.1876,-6.2099,0.9407,16.8147,0.0004,17.0
90,16.4102,1.5803,0.9954,16.3852,-6.232,0.9349,16.0449,0.0004,16.0
91,17.4043,2.071,0.993,17.3786,-6.2045,0.9419,16.9977,0.0004,17.0
92,16.7609,1.7534,0.9946,16.734,-6.2225,0.9375,16.3797,0.0004,16.0
93,17.366,2.0521,0.9931,17.3391,-6.2056,0.9417,16.9599,0.0004,17.0
94,16.8524,1.7986,0.9944,16.8253,-6.2199,0.9381,16.4673,0.0004,16.0
95,16.705,1.7258,0.9947,16.6802,-6.2239,0.9371,16.3281,0.0004,16.0
96,16.6562,1.7017,0.9948,16.6321,-6.2253,0.9367,16.2819,0.0004,16.0
97,16.7413,1.7437,0.9946,16.7171,-6.2229,0.9373,16.3635,0.0004,16.0
98,17.3074,2.0232,0.9932,17.2809,-6.2073,0.9413,16.9041,0.0004,17.0
99,16.1329,1.4434,0.996,16.1086,-6.2394,0.9327,15.7791,0.0004,16.0
100,16.4967,1.623,0.9952,16.4752,-6.2295,0.9355,16.1313,0.0004,16.0
101,16.2761,1.5141,0.9957,16.2541,-6.2355,0.9338,15.9189,0.0004,16.0
102,15.9803,1.3681,0.9964,15.96,-6.2434,0.9314,15.6363,0.0004,16.0
103,16.3746,1.5627,0.9955,16.354,-6.2328,0.9346,16.0149,0.0004,16.0
104,15.6477,1.2039,0.9971,15.6281,-6.2521,0.9286,15.3171,0.0004,15.0
105,16.2569,1.5046,0.9957,16.2378,-6.2359,0.9337,15.9033,0.0004,16.0
106,16.3323,1.5418,0.9956,16.3109,-6.234,0.9343,15.9735,0.0004,16.0
107,16.6047,1.6763,0.9949,16.5821,-6.2266,0.9363,16.2339,0.0004,16.0
108,16.2464,1.4994,0.9958,16.2241,-6.2363,0.9336,15.8901,0.0004,16.0
109,15.9408,1.3485,0.9964,15.9207,-6.2444,0.9311,15.5985,0.0004,16.0
110,16.1777,1.4655,0.9959,16.1579,-6.2381,0.933,15.8265,0.0004,16.0
111,16.032,1.3936,0.9962,16.0118,-6.242,0.9319,15.6861,0.0004,16.0
112,15.8675,1.3123,0.9966,15.8483,-6.2463,0.9305,15.5289,0.0004,16.0
113,15.8619,1.3096,0.9966,15.8433,-6.2465,0.9305,15.5241,0.0004,16.0
114,16.0065,1.381,0.9963,15.9875,-6.2426,0.9317,15.6627,0.0004,16.0
115,15.2521,1.0085,0.9978,15.2349,-6.2623,0.9251,14.9384,0.0004,15.0
116,15.6359,1.198,0.9971,15.62,-6.2523,0.9285,15.3093,0.0004,15.0
117,15.4046,1.0838,0.9975,15.3881,-6.2584,0.9265,15.086,0.0004,15.0
118,16.3475,1.5493,0.9955,16.329,-6.2335,0.9344,15.9909,0.0004,16.0
119,15.2519,1.0085,0.9978,15.2336,-6.2624,0.9251,14.9372,0.0004,15.0
120,16.196,1.4745,0.9959,16.1785,-6.2375,0.9332,15.8463,0.0004,16.0
121,15.6421,1.2011,0.9971,15.6232,-6.2523,0.9286,15.3123,0.0004,15.0
122,15.9506,1.3534,0.9964,15.9326,-6.2441,0.9312,15.6099,0.0004,16.0
123,14.9321,0.8506,0.9984,14.916,-6.2705,0.922,14.6312,0.0004,15.0
124,16.0628,1.4088,0.9962,16.0468,-6.2411,0.9321,15.7197,0.0004,16.0
125,15.381,1.0722,0.9976,15.3632,-6.259,0.9262,15.062,0.0004,15.0
126,15.3812,1.0723,0.9976,15.3657,-6.259,0.9262,15.0644,0.0004,15.0
127,15.6588,1.2093,0.997,15.6425,-6.2518,0.9287,15.3309,0.0004,15.0
128,14.9187,0.8439,0.9984,14.9036,-6.2708,0.9219,14.6192,0.0004,15.0
129,15.0699,0.9186,0.9981,15.0567,-6.2669,0.9233,14.7668,0.0004,15.0
130,14.4254,0.6004,0.9991,14.411,-5.9496,0.9245,14.1464,0.3337,14.0
131,15.3525,1.0581,0.9976,15.3402,-6.2596,0.926,15.0398,0.0004,15.0
132,16.442,1.596,0.9953,16.4234,-6.2309,0.9351,16.0815,0.0004,16.0
133,16.4182,1.5842,0.9954,16.3959,-6.2317,0.9349,16.0551,0.0004,16.0
134,15.3659,1.0647,0.9976,15.347,-6.2594,0.9261,15.0464,0.0004,15.0
135,14.9222,0.8456,0.9984,14.908,-6.2707,0.9219,14.6234,0.0004,15.0
136,16.2694,1.5108,0.9957,16.2484,-6.2357,0.9338,15.9135,0.0004,16.0
137,15.8708,1.314,0.9966,15.8508,-6.2463,0.9305,15.5313,0.0004,16.0
138,14.5712,0.6724,0.9989,14.5577,-5.946,0.9259,14.288,0.3337,14.0
139,14.5036,0.639,0.999,14.4906,-5.9476,0.9252,14.2232,0.3337,14.0
140,14.1284,0.4537,0.9995,14.1164,-5.9569,0.9214,13.862,0.3337,14.0
141,15.7316,1.2453,0.9969,15.7142,-6.2499,0.9293,15.3999,0.0004,15.0
142,15.4318,1.0972,0.9975,15.4149,-6.2577,0.9267,15.1118,0.0004,15.0
143,16.0676,1.4112,0.9962,16.0499,-6.241,0.9322,15.7227,0.0004,16.0
144,15.181,0.9735,0.998,15.1639,-6.2642,0.9244,14.87,0.0004,15.0
145,15.2263,0.9958,0.9979,15.2118,-6.2629,0.9248,14.9162,0.0004,15.0
146,15.1852,0.9755,0.9979,15.1707,-6.264,0.9244,14.8766,0.0004,15.0
147,14.2264,0.5021,0.9994,14.2121,-5.9545,0.9225,13.9544,0.3337,14.0
148,16.3265,1.539,0.9956,16.3053,-6.2341,0.9342,15.9681,0.0004,16.0
149,15.365,1.0643,0.9976,15.3464,-6.2595,0.9261,15.0458,0.0004,15.0
150,15.3581,1.0608,0.9976,15.3426,-6.2596,0.926,15.0422,0.0004,15.0
151,15.0957,0.9313,0.9981,15.081,-6.2663,0.9236,14.7902,0.0004,15.0
152,14.9743,0.8714,0.9983,14.9609,-6.2693,0.9224,14.6744,0.0004,15.0
153,15.0957,0.9313,0.9981,15.0823,-6.2662,0.9236,14.7914,0.0004,15.0
154,15.4434,1.103,0.9975,15.4286,-6.2573,0.9268,15.125,0.0004,15.0
155,15.5633,1.1622,0.9972,15.5471,-6.2542,0.9279,15.2391,0.0004,15.0
156,15.0414,0.9045,0.9982,15.0262,-6.2677,0.9231,14.7374,0.0004,15.0
157,14.6629,0.7176,0.9988,14.6479,-5.9437,0.9268,14.375,0.3337,14.0
158,14.1905,0.4844,0.9994,14.1779,-5.9553,0.9221,13.9214,0.3337,14.0
159,14.7387,0.7551,0.9987,14.7263,-5.9417,0.9275,14.4506,0.3337,14.0
160,14.7355,0.7535,0.9987,14.7213,-5.9419,0.9274,14.4458,0.3337,14.0
161,14.2717,0.5245,0.9993,14.2587,-5.9534,0.9229,13.9994,0.3337,14.0
162,14.9361,0.8525,0.9984,14.9254,-6.2702,0.922,14.6402,0.0004,15.0
163,14.665,0.7187,0.9988,14.6504,-5.9436,0.9268,14.3774,0.3337,14.0
164,14.9636,0.8661,0.9983,14.9515,-6.2696,0.9223,14.6654,0.0004,15.0
165,13.7465,0.2652,0.9998,13.7318,-5.6325,0.9253,13.4924,0.667,14.0
166,15.4982,1.13,0.9974,15.4823,-6.2559,0.9273,15.1766,0.0004,15.0
167,14.7067,0.7393,0.9987,14.6902,-5.9426,0.9272,14.4158,0.3337,14.0
168,14.7709,0.771,0.9986,14.7592,-6.2744,0.9204,14.48,0.0004,14.0
169,15.8889,1.3229,0.9966,15.8739,-6.2457,0.9307,15.5535,0.0004,16.0
170,14.6287,0.7008,0.9989,14.615,-5.9445,0.9264,14.3432,0.3337,14.0
171,14.2465,0.512,0.9994,14.2339,-5.954,0.9227,13.9754,0.3337,14.0
172,14.9279,0.8485,0.9984,14.9173,-6.2704,0.922,14.6324,0.0004,15.0
173,14.7816,0.7763,0.9986,14.7692,-6.2742,0.9205,14.4896,0.0004,14.0
174,13.5184,0.1525,0.9999,13.5047,-5.6379,0.9229,13.2728,0.667,13.0
175,13.9574,0.3693,0.9997,13.9466,-5.6273,0.9275,13.7,0.667,14.0
176,15.8602,1.3088,0.9966,15.8421,-6.2465,0.9304,15.5229,0.0004,16.0
177,14.3562,0.5662,0.9992,14.3439,-5.9513,0.9238,14.0816,0.3337,14.0
178,14.45,0.6125,0.9991,14.4377,-5.9489,0.9247,14.1722,0.3337,14.0
179,13.9664,0.3738,0.9996,13.9528,-5.6272,0.9275,13.706,0.667,14.0
180,14.2625,0.5199,0.9993,14.2519,-5.9535,0.9228,13.9928,0.3337,14.0
181,14.58,0.6767,0.9989,14.5677,-5.9457,0.926,14.2976,0.3337,14.0
182,15.1231,0.9449,0.9981,15.1109,-6.2655,0.9239,14.819,0.0004,15.0
183,14.4468,0.6109,0.9991,14.4321,-5.9491,0.9247,14.1668,0.3337,14.0
184,14.8899,0.8297,0.9985,14.8787,-6.2714,0.9216,14.5952,0.0004,15.0
185,15.2172,0.9913,0.9979,15.2037,-6.2631,0.9247,14.9084,0.0004,15.0
186,15.1883,0.977,0.9979,15.1738,-6.2639,0.9245,14.8796,0.0004,15.0
187,14.9946,0.8814,0.9983,14.9808,-6.2688,0.9226,14.6936,0.0004,15.0
188,15.5256,1.1436,0.9973,15.5109,-6.2552,0.9275,15.2042,0.0004,15.0
189,15.6587,1.2093,0.997,15.6419,-6.2518,0.9287,15.3303,0.0004,15.0
190,15.8768,1.317,0.9966,15.8589,-6.2461,0.9306,15.5391,0.0004,16.0
191,15.093,0.93,0.9981,15.0767,-6.2664,0.9236,14.786,0.0004,15.0
192,15.394,1.0786,0.9976,15.3794,-6.2586,0.9264,15.0776,0.0004,15.0
193,15.4207,1.0917,0.9975,15.405,-6.2579,0.9266,15.1022,0.0004,15.0
194,15.6777,1.2187,0.997,15.6612,-6.2513,0.9289,15.3489,0.0004,15.0
195,15.2223,0.9938,0.9979,15.2062,-6.2631,0.9248,14.9108,0.0004,15.0
196,15.8647,1.311,0.9966,15.8483,-6.2463,0.9305,15.5289,0.0004,16.0
197,15.8331,1.2954,0.9967,15.8146,-6.2472,0.9302,15.4965,0.0004,15.0
198,15.344,1.0539,0.9976,15.3271,-6.26,0.9259,15.0272,0.0004,15.0
199,15.7625,1.2605,0.9968,15.746,-6.249,0.9296,15.4305,0.0004,15.0
200,15.0926,0.9298,0.9981,15.0767,-6.2664,0.9236,14.786,0.0004,15.0
201,17.0972,1.9194,0.9938,17.0706,-6.2131,0.9399,16.7025,0.0004,17.0
202,16.8351,1.7901,0.9944,16.8091,-6.2204,0.938,16.4517,0.0004,16.0
203,16.6209,1.6843,0.9949,16.5965,-6.2262,0.9365,16.2477,0.0004,16.0
204,17.2448,1.9923,0.9934,17.2189,-6.209,0.9409,16.8447,0.0004,17.0
205,17.0133,1.878,0.994,16.9861,-6.2155,0.9393,16.6215,0.0004,17.0
206,16.3525,1.5518,0.9955,16.3284,-6.2335,0.9344,15.9903,0.0004,16.0
207,16.5332,1.641,0.9951,16.5108,-6.2286,0.9358,16.1655,0.0004,16.0
208,16.5445,1.6466,0.9951,16.5215,-6.2283,0.9359,16.1757,0.0004,16.0
209,16.8018,1.7736,0.9945,16.7778,-6.2213,0.9378,16.4217,0.0004,16.0
210,16.6132,1.6805,0.9949,16.589,-6.2264,0.9364,16.2405,0.0004,16.0
211,17.0664,1.9042,0.9938,17.0412,-6.214,0.9397,16.6743,0.0004,17.0
212,16.579,1.6636,0.995,16.554,-6.2274,0.9361,16.2069,0.0004,16.0
213,17.0706,1.9063,0.9938,17.0455,-6.2138,0.9397,16.6785,0.0004,17.0
214,16.8959,1.8201,0.9942,16.8697,-6.2187,0.9385,16.5099,0.0004,17.0
215,16.6242,1.6859,0.9949,16.5996,-6.2261,0.9365,16.2507,0.0004,16.0
216,17.4233,2.0804,0.9929,17.3968,-6.204,0.9421,17.0151,0.0004,17.0
217,18.2043,2.4659,0.9909,18.1717,-6.1818,0.9469,17.7567,0.0004,18.0
218,17.47,2.1035,0.9928,17.4375,-6.2028,0.9424,17.0541,0.0004,17.0
219,17.9978,2.364,0.9915,17.9659,-6.1877,0.9457,17.5599,0.0004,18.0
220,17.9626,2.3467,0.9916,17.9289,-6.1888,0.9455,17.5245,0.0004,18.0
221,16.6537,1.7005,0.9948,16.6296,-6.2253,0.9367,16.2795,0.0004,16.0
222,17.9085,2.3199,0.9917,17.8756,-6.1903,0.9451,17.4735,0.0004,17.0
223,17.6211,2.1781,0.9924,17.5891,-6.1985,0.9433,17.1993,0.0004,17.0
224,19.0413,2.8791,0.9888,18.9991,-6.1572,0.9515,18.547,0.0004,19.0
225,18.1153,2.422,0.9912,18.0769,-6.1845,0.9464,17.6661,0.0004,18.0
226,17.907,2.3192,0.9917,17.8731,-6.1904,0.9451,17.4711,0.0004,17.0
227,18.1475,2.4379,0.9911,18.1133,-6.1835,0.9466,17.7009,0.0004,18.0
228,18.4334,2.579,0.9904,18.397,-6.1752,0.9482,17.9721,0.0004,18.0
229,18.7714,2.7459,0.9895,18.7325,-6.1652,0.9501,18.2926,0.0004,18.0
230,18.3935,2.5594,0.9905,18.355,-6.1764,0.948,17.9319,0.0004,18.0
231,18.9715,2.8446,0.9889,18.9318,-6.1593,0.9511,18.4828,0.0004,18.0
232,18.4845,2.6043,0.9902,18.4448,-6.1738,0.9485,18.0177,0.0004,18.0
233,18.5129,2.6183,0.9901,18.4749,-6.1729,0.9487,18.0466,0.0004,18.0
234,19.2045,2.9597,0.9883,19.1632,-6.1523,0.9523,18.7036,0.0004,19.0
235,19.5241,3.1174,0.9875,19.4786,-6.1427,0.9539,19.0042,0.0004,19.0
236,19.0214,2.8693,0.9888,18.9771,-6.1579,0.9514,18.526,0.0004,19.0
237,18.1511,2.4397,0.9911,18.1127,-6.1835,0.9466,17.7003,0.0004,18.0
238,20.3303,3.5153,0.9854,20.2765,-6.1178,0.9576,19.7638,0.0005,20.0
239,19.219,2.9668,0.9883,19.1746,-6.1519,0.9524,18.7144,0.0004,19.0
240,19.1081,2.9121,0.9886,19.0645,-6.1553,0.9518,18.6094,0.0004,19.0
241,19.7459,3.2269,0.9869,19.6996,-6.1359,0.955,19.2148,0.0004,19.0
242,20.1819,3.4421,0.9858,20.1308,-6.1224,0.9569,19.6252,0.0005,20.0
243,20.036,3.3701,0.9861,19.9839,-6.127,0.9563,19.4854,0.0005,19.0
244,19.8384,3.2725,0.9867,19.7879,-6.1331,0.9554,19.2988,0.0004,19.0
245,19.7381,3.2231,0.9869,19.6889,-6.1362,0.9549,19.2046,0.0004,19.0
246,21.1399,3.915,0.9833,21.078,-6.0921,0.9609,20.5252,0.0005,21.0
247,21.0431,3.8671,0.9835,20.9813,-6.0952,0.9605,20.4334,0.0005,20.0
248,20.3999,3.5497,0.9852,20.3421,-6.1157,0.9579,19.8262,0.0005,20.0
249,20.361,3.5305,0.9853,20.3062,-6.1169,0.9577,19.792,0.0005,20.0
250,20.7087,3.7021,0.9844,20.6521,-6.1059,0.9592,20.1208,0.0005,20.0
251,21.1296,3.9098,0.9833,21.0691,-6.0924,0.9609,20.5168,0.0005,21.0
252,21.4539,4.0699,0.9825,21.3898,-6.0819,0.9621,20.8211,0.0005,21.0
253,21.6929,4.1879,0.9819,21.6259,-6.0741,0.963,21.0449,0.0005,21.0
254,20.4911,3.5947,0.985,20.4349,-6.1128,0.9583,19.9144,0.0005,20.0
255,21.9157,4.2978,0.9813,21.8456,-6.0668,0.9638,21.2531,0.0005,21.0
256,22.5177,4.5949,0.9798,22.4434,-6.0466,0.9658,21.8189,0.0005,22.0
257,22.2345,4.4552,0.9805,22.1593,-6.0562,0.9648,21.5501,0.0005,22.0
258,21.1202,3.9052,0.9833,21.0578,-6.0928,0.9608,20.506,0.0005,21.0
259,22.5438,4.6078,0.9797,22.4669,-6.0458,0.9659,21.8411,0.0005,22.0
260,23.2481,4.9554,0.978,23.1661,-6.0216,0.9681,22.5017,0.0005,23.0
261,23.921,5.2874,0.9764,23.8309,-5.9981,0.97,23.1288,0.0005,23.0
262,23.2823,4.9723,0.9779,23.1934,-6.0206,0.9682,22.5275,0.0005,23.0
263,23.2338,4.9483,0.9781,23.1483,-6.0222,0.968,22.4849,0.0005,22.0
264,23.3737,5.0174,0.9777,23.2875,-6.0173,0.9684,22.6163,0.0005,23.0
265,24.1404,5.3957,0.9759,24.048,-5.9903,0.9706,23.3334,0.0005,23.0
266,23.6036,5.1308,0.9772,23.5114,-6.0095,0.9691,22.8275,0.0005,23.0
267,24.2275,5.4387,0.9757,24.1334,-5.9872,0.9708,23.4138,0.0005,23.0
268,23.915,5.2845,0.9764,23.82,-5.9985,0.97,23.1186,0.0005,23.0
269,24.3825,5.5152,0.9754,24.2857,-5.9817,0.9712,23.5572,0.0005,24.0
270,24.4806,5.5636,0.9751,24.3807,-5.9782,0.9715,23.6466,0.0005,24.0
271,24.8784,5.7599,0.9742,24.7749,-5.9638,0.9724,24.0174,0.0005,24.0
272,25.0419,5.8406,0.9739,24.9352,-5.9579,0.9728,24.168,0.0005,24.0
273,24.8073,5.7248,0.9744,24.7015,-5.9665,0.9723,23.9484,0.0005,24.0
274,25.0538,5.8464,0.9738,24.9473,-5.9574,0.9729,24.1794,0.0005,24.0
275,25.803,6.2161,0.9722,25.6893,-5.9296,0.9746,24.876,0.0005,25.0
276,25.6252,6.1284,0.9726,25.5089,-5.9364,0.9742,24.7068,0.0005,25.0
277,25.9093,6.2686,0.972,25.7917,-5.9257,0.9748,24.972,0.0005,25.0
278,26.1316,6.3783,0.9715,26.0106,-5.9174,0.9753,25.1772,0.0005,25.0
279,26.4158,6.5185,0.9709,26.2911,-5.9066,0.9759,25.4401,0.0005,25.0
280,27.0784,6.8454,0.9695,26.9465,-5.881,0.9772,26.0533,0.0005,26.0
281,26.4275,6.5243,0.9709,26.2975,-5.9063,0.9759,25.4461,0.0005,25.0
282,26.088,6.3567,0.9716,25.9645,-5.9191,0.9752,25.134,0.0005,25.0
283,27.2869,6.9483,0.9691,27.1487,-5.873,0.9776,26.2423,0.0006,26.0
284,27.2823,6.946,0.9691,27.1436,-5.8732,0.9776,26.2375,0.0006,26.0
285,27.2246,6.9175,0.9692,27.0865,-5.8755,0.9775,26.1841,0.0006,26.0
286,28.261,7.4289,0.9671,28.108,-5.8344,0.9793,27.1375,0.0006,27.0
287,27.6004,7.103,0.9684,27.4532,-5.8609,0.9782,26.5267,0.0006,27.0
288,27.7581,7.1808,0.9681,27.6133,-5.8545,0.9785,26.6761,0.0006,27.0
289,29.5264,8.0532,0.9648,29.3538,-5.7827,0.9814,28.2968,0.0006,28.0
290,27.4409,7.0243,0.9688,27.299,-5.867,0.9779,26.3827,0.0006,26.0
291,27.9577,7.2793,0.9677,27.812,-5.8464,0.9788,26.8615,0.0006,27.0
292,29.6867,8.1322,0.9645,29.5114,-5.7761,0.9816,28.4432,0.0006,28.0
293,28.8882,7.7383,0.9659,28.7201,-5.8093,0.9804,27.7075,0.0006,28.0
294,29.181,7.8827,0.9654,29.0148,-5.797,0.9808,27.9818,0.0006,28.0
295,28.5583,7.5756,0.9666,28.3965,-5.8226,0.9798,27.4063,0.0006,27.0
296,30.3542,8.4615,0.9633,30.1677,-5.748,0.9825,29.0522,0.0006,29.0
297,30.7145,8.6392,0.9626,30.5232,-5.7326,0.983,29.3816,0.0006,29.0
298,29.9384,8.2564,0.964,29.7531,-5.7658,0.982,28.6676,0.0006,29.0
299,30.1432,8.3574,0.9636,29.9607,-5.7569,0.9822,28.8602,0.0006,29.0
