Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(SST),P (SST),Q (SST),S (SST)
24,21.6781,-6.0715,0.9629,21.6791,-6.0723,0.9629,21.0953,0.0005,21.0
25,21.678,-6.0715,0.9629,21.6791,-6.0723,0.9629,21.0953,0.0005,21.0
26,20.3567,-6.1145,0.9577,20.3541,-6.1154,0.9577,19.8376,0.0005,20.0
27,22.3348,-6.0494,0.9652,22.3362,-6.0502,0.9652,21.7175,0.0005,22.0
28,20.2802,-6.1168,0.9574,20.2809,-6.1177,0.9574,19.768,0.0005,20.0
29,21.1522,-6.0888,0.961,21.1558,-6.0896,0.961,20.599,0.0005,21.0
30,20.9819,-6.0943,0.9603,20.9825,-6.0952,0.9603,20.4346,0.0005,20.0
31,21.3598,-6.082,0.9618,21.362,-6.0828,0.9618,20.7947,0.0005,21.0
32,20.7595,-6.1015,0.9594,20.7588,-6.1024,0.9594,20.2222,0.0005,20.0
33,20.9663,-6.0948,0.9603,20.968,-6.0957,0.9602,20.4208,0.0005,20.0
34,21.197,-6.0873,0.9612,21.1988,-6.0882,0.9611,20.6399,0.0005,21.0
35,20.458,-6.1112,0.9582,20.457,-6.1121,0.9582,19.9354,0.0005,20.0
36,20.1659,-6.1204,0.9569,20.1661,-6.1213,0.9569,19.6588,0.0005,20.0
37,20.1129,-6.122,0.9567,20.1138,-6.1229,0.9567,19.609,0.0005,20.0
38,20.3423,-6.1148,0.9577,20.344,-6.1157,0.9577,19.828,0.0005,20.0
39,20.0995,-6.1225,0.9566,20.0999,-6.1234,0.9566,19.5958,0.0005,20.0
40,20.3303,-6.1152,0.9576,20.332,-6.1161,0.9576,19.8166,0.0005,20.0
41,19.8498,-6.1303,0.9555,19.8496,-6.1312,0.9555,19.3576,0.0005,19.0
42,19.8228,-6.1311,0.9553,19.8238,-6.132,0.9553,19.333,0.0005,19.0
43,20.4082,-6.1127,0.958,20.4109,-6.1136,0.9579,19.8916,0.0005,20.0
44,19.0556,-6.1547,0.9516,19.0531,-6.1556,0.9516,18.5986,0.0004,19.0
45,19.6542,-6.1363,0.9546,19.6568,-6.1372,0.9545,19.174,0.0004,19.0
46,18.5226,-6.1706,0.9487,18.5208,-6.1715,0.9487,18.0904,0.0004,18.0
47,20.0223,-6.1248,0.9563,20.0274,-6.1257,0.9562,19.5268,0.0005,20.0
48,19.5355,-6.14,0.954,19.5352,-6.1409,0.954,19.0582,0.0004,19.0
49,18.948,-6.1579,0.951,18.9475,-6.1588,0.951,18.4978,0.0004,18.0
50,18.9214,-6.1586,0.9509,18.9223,-6.1595,0.9509,18.4738,0.0004,18.0
51,18.6724,-6.1661,0.9496,18.6728,-6.167,0.9496,18.2356,0.0004,18.0
52,18.7345,-6.1642,0.9499,18.7356,-6.1651,0.9499,18.2956,0.0004,18.0
53,18.687,-6.1656,0.9496,18.6879,-6.1666,0.9496,18.25,0.0004,18.0
54,18.0611,-6.1841,0.9461,18.0606,-6.185,0.9461,17.6505,0.0004,18.0
55,17.4448,-6.2017,0.9422,17.4444,-6.2027,0.9422,17.0607,0.0004,17.0
56,18.2046,-6.1797,0.9469,18.2075,-6.1807,0.9469,17.7909,0.0004,18.0
57,18.1983,-6.18,0.9469,18.1993,-6.181,0.9469,17.7831,0.0004,18.0
58,18.2077,-6.1797,0.9469,18.2087,-6.1807,0.9469,17.7921,0.0004,18.0
59,17.3471,-6.2045,0.9416,17.346,-6.2054,0.9416,16.9665,0.0004,17.0
60,17.6407,-6.196,0.9435,17.6424,-6.197,0.9435,17.2503,0.0004,17.0
61,17.7827,-6.192,0.9444,17.784,-6.193,0.9444,17.3859,0.0004,17.0
62,17.7374,-6.1933,0.9441,17.7383,-6.1943,0.9441,17.3421,0.0004,17.0
63,17.4891,-6.2004,0.9425,17.4895,-6.2014,0.9425,17.1039,0.0004,17.0
64,17.8974,-6.1886,0.9451,17.8994,-6.1897,0.9451,17.4963,0.0004,17.0
65,17.5382,-6.199,0.9428,17.5383,-6.2,0.9428,17.1507,0.0004,17.0
66,17.6043,-6.1971,0.9433,17.6054,-6.1981,0.9432,17.2149,0.0004,17.0
67,17.4975,-6.2001,0.9426,17.4982,-6.2011,0.9426,17.1123,0.0004,17.0
68,17.6129,-6.1968,0.9433,17.6142,-6.1978,0.9433,17.2233,0.0004,17.0
69,17.6469,-6.1959,0.9435,17.648,-6.1969,0.9435,17.2557,0.0004,17.0
70,16.9536,-6.2155,0.9389,16.9529,-6.2164,0.9389,16.5897,0.0004,17.0
71,17.3941,-6.203,0.9419,17.3961,-6.204,0.9419,17.0145,0.0004,17.0
72,17.8547,-6.1899,0.9448,17.8568,-6.1909,0.9448,17.4555,0.0004,17.0
73,16.9809,-6.2148,0.9391,16.9798,-6.2157,0.9391,16.6155,0.0004,17.0
74,17.8706,-6.1893,0.9449,17.8737,-6.1904,0.9449,17.4717,0.0004,17.0
75,16.5865,-6.2257,0.9362,16.5846,-6.2266,0.9362,16.2363,0.0004,16.0
76,17.0935,-6.2114,0.9399,17.0956,-6.2125,0.9399,16.7265,0.0004,17.0
77,17.0216,-6.2135,0.9394,17.0224,-6.2145,0.9394,16.6563,0.0004,17.0
78,17.107,-6.2111,0.94,17.1081,-6.2121,0.9399,16.7385,0.0004,17.0
79,17.527,-6.1992,0.9428,17.5289,-6.2003,0.9427,17.1417,0.0004,17.0
80,17.3142,-6.2053,0.9414,17.3147,-6.2063,0.9414,16.9365,0.0004,17.0
81,17.505,-6.1999,0.9426,17.5064,-6.2009,0.9426,17.1201,0.0004,17.0
82,16.9382,-6.2159,0.9388,16.9379,-6.2168,0.9388,16.5753,0.0004,17.0
83,17.3416,-6.2045,0.9416,17.3435,-6.2055,0.9415,16.9641,0.0004,17.0
84,17.3675,-6.2038,0.9417,17.3686,-6.2048,0.9417,16.9881,0.0004,17.0
85,17.3895,-6.2032,0.9419,17.3905,-6.2042,0.9419,17.0091,0.0004,17.0
86,17.114,-6.2109,0.94,17.1144,-6.2119,0.94,16.7445,0.0004,17.0
87,16.3803,-6.2312,0.9347,16.3796,-6.2321,0.9346,16.0395,0.0004,16.0
88,17.0911,-6.2114,0.9399,17.0937,-6.2125,0.9398,16.7247,0.0004,17.0
89,17.1864,-6.2089,0.9405,17.1876,-6.2099,0.9405,16.8147,0.0004,17.0
90,16.3861,-6.231,0.9347,16.3852,-6.232,0.9347,16.0449,0.0004,16.0
91,17.3753,-6.2034,0.9418,17.3786,-6.2045,0.9418,16.9977,0.0004,17.0
92,16.7345,-6.2215,0.9373,16.734,-6.2225,0.9373,16.3797,0.0004,16.0
93,17.3368,-6.2046,0.9415,17.3391,-6.2056,0.9415,16.9599,0.0004,17.0
94,16.8255,-6.219,0.938,16.8253,-6.2199,0.938,16.4673,0.0004,16.0
95,16.6796,-6.2229,0.9369,16.6802,-6.2239,0.9369,16.3281,0.0004,16.0
96,16.6313,-6.2242,0.9366,16.6321,-6.2253,0.9365,16.2819,0.0004,16.0
97,16.716,-6.2219,0.9372,16.7171,-6.2229,0.9372,16.3635,0.0004,16.0
98,17.2786,-6.2062,0.9411,17.2809,-6.2073,0.9411,16.9041,0.0004,17.0
99,16.1102,-6.2385,0.9325,16.1086,-6.2394,0.9325,15.7791,0.0004,16.0
100,16.4735,-6.2284,0.9354,16.4752,-6.2295,0.9354,16.1313,0.0004,16.0
101,16.2536,-6.2345,0.9337,16.2541,-6.2355,0.9337,15.9189,0.0004,16.0
102,15.9597,-6.2424,0.9313,15.96,-6.2434,0.9313,15.6363,0.0004,16.0
103,16.3522,-6.2317,0.9344,16.354,-6.2328,0.9344,16.0149,0.0004,16.0
104,15.6288,-6.2512,0.9285,15.6281,-6.2521,0.9285,15.3171,0.0004,15.0
105,16.2356,-6.2348,0.9335,16.2378,-6.2359,0.9335,15.9033,0.0004,16.0
106,16.3098,-6.2329,0.9341,16.3109,-6.234,0.9341,15.9735,0.0004,16.0
107,16.5806,-6.2255,0.9362,16.5821,-6.2266,0.9362,16.2339,0.0004,16.0
108,16.2239,-6.2353,0.9334,16.2241,-6.2363,0.9334,15.8901,0.0004,16.0
109,15.9204,-6.2434,0.931,15.9207,-6.2444,0.931,15.5985,0.0004,16.0
110,16.1565,-6.237,0.9329,16.1579,-6.2381,0.9329,15.8265,0.0004,16.0
111,16.0112,-6.241,0.9317,16.0118,-6.242,0.9317,15.6861,0.0004,16.0
112,15.8478,-6.2453,0.9304,15.8483,-6.2463,0.9303,15.5289,0.0004,16.0
113,15.8424,-6.2454,0.9303,15.8433,-6.2465,0.9303,15.5241,0.0004,16.0
114,15.9863,-6.2416,0.9315,15.9875,-6.2426,0.9315,15.6627,0.0004,16.0
115,15.2355,-6.2614,0.9249,15.2349,-6.2623,0.9249,14.9384,0.0004,15.0
116,15.6183,-6.2512,0.9284,15.62,-6.2523,0.9284,15.3093,0.0004,15.0
117,15.3877,-6.2573,0.9263,15.3881,-6.2584,0.9263,15.086,0.0004,15.0
118,16.326,-6.2323,0.9342,16.329,-6.2335,0.9342,15.9909,0.0004,16.0
119,15.235,-6.2615,0.9249,15.2336,-6.2624,0.9249,14.9372,0.0004,15.0
120,16.1755,-6.2363,0.9331,16.1785,-6.2375,0.933,15.8463,0.0004,16.0
121,15.6234,-6.2513,0.9284,15.6232,-6.2523,0.9284,15.3123,0.0004,15.0
122,15.931,-6.243,0.9311,15.9326,-6.2441,0.931,15.6099,0.0004,16.0
123,14.9172,-6.2696,0.9219,14.916,-6.2705,0.9219,14.6312,0.0004,15.0
124,16.0434,-6.2398,0.932,16.0468,-6.2411,0.932,15.7197,0.0004,16.0
125,15.3637,-6.2581,0.9261,15.3632,-6.259,0.9261,15.062,0.0004,15.0
126,15.3648,-6.2579,0.9261,15.3657,-6.259,0.9261,15.0644,0.0004,15.0
127,15.641,-6.2506,0.9286,15.6425,-6.2518,0.9286,15.3309,0.0004,15.0
128,14.9042,-6.2698,0.9218,14.9036,-6.2708,0.9217,14.6192,0.0004,15.0
129,15.0556,-6.2658,0.9232,15.0567,-6.2669,0.9232,14.7668,0.0004,15.0
130,14.4138,-6.2821,0.9167,14.411,-5.9496,0.9244,14.1464,0.3337,14.0
131,15.3374,-6.2584,0.9259,15.3402,-6.2596,0.9259,15.0398,0.0004,15.0
132,16.42,-6.2297,0.935,16.4234,-6.2309,0.9349,16.0815,0.0004,16.0
133,16.395,-6.2306,0.9348,16.3959,-6.2317,0.9348,16.0551,0.0004,16.0
134,15.3483,-6.2585,0.926,15.347,-6.2594,0.926,15.0464,0.0004,15.0
135,14.908,-6.2697,0.9218,14.908,-6.2707,0.9218,14.6234,0.0004,15.0
136,16.2446,-6.2344,0.9336,16.2484,-6.2357,0.9336,15.9135,0.0004,16.0
137,15.8508,-6.2453,0.9304,15.8508,-6.2463,0.9304,15.5313,0.0004,16.0
138,14.5619,-6.2786,0.9183,14.5577,-5.946,0.9258,14.288,0.3337,14.0
139,14.4923,-6.28,0.9176,14.4906,-5.9476,0.9251,14.2232,0.3337,14.0
140,14.1188,-6.2893,0.9135,14.1164,-5.9569,0.9214,13.862,0.3337,14.0
141,15.7099,-6.2485,0.9292,15.7142,-6.2499,0.9292,15.3999,0.0004,15.0
142,15.4147,-6.2567,0.9266,15.4149,-6.2577,0.9266,15.1118,0.0004,15.0
143,16.0476,-6.2398,0.932,16.0499,-6.241,0.932,15.7227,0.0004,16.0
144,15.1648,-6.2632,0.9243,15.1639,-6.2642,0.9243,14.87,0.0004,15.0
145,15.2109,-6.2618,0.9247,15.2118,-6.2629,0.9247,14.9162,0.0004,15.0
146,15.1699,-6.2629,0.9243,15.1707,-6.264,0.9243,14.8766,0.0004,15.0
147,14.2156,-6.287,0.9145,14.2121,-5.9545,0.9224,13.9544,0.3337,14.0
148,16.3042,-6.2331,0.9341,16.3053,-6.2341,0.934,15.9681,0.0004,16.0
149,15.3475,-6.2585,0.926,15.3464,-6.2595,0.9259,15.0458,0.0004,15.0
150,15.3418,-6.2585,0.9259,15.3426,-6.2596,0.9259,15.0422,0.0004,15.0
151,15.0807,-6.2652,0.9235,15.081,-6.2663,0.9235,14.7902,0.0004,15.0
152,14.9602,-6.2683,0.9223,14.9609,-6.2693,0.9223,14.6744,0.0004,15.0
153,15.0812,-6.2651,0.9235,15.0823,-6.2662,0.9235,14.7914,0.0004,15.0
154,15.427,-6.2562,0.9267,15.4286,-6.2573,0.9267,15.125,0.0004,15.0
155,15.5459,-6.2531,0.9278,15.5471,-6.2542,0.9277,15.2391,0.0004,15.0
156,15.0264,-6.2667,0.923,15.0262,-6.2677,0.9229,14.7374,0.0004,15.0
157,14.6502,-6.2761,0.9192,14.6479,-5.9437,0.9266,14.375,0.3337,14.0
158,14.1804,-6.2878,0.9142,14.1779,-5.9553,0.922,13.9214,0.3337,14.0
159,14.7268,-6.274,0.92,14.7263,-5.9417,0.9274,14.4506,0.3337,14.0
160,14.7229,-6.2742,0.9199,14.7213,-5.9419,0.9273,14.4458,0.3337,14.0
161,14.2612,-6.2858,0.9151,14.2587,-5.9534,0.9228,13.9994,0.3337,14.0
162,14.9232,-6.269,0.922,14.9254,-6.2702,0.9219,14.6402,0.0004,15.0
163,14.6525,-6.276,0.9192,14.6504,-5.9436,0.9267,14.3774,0.3337,14.0
164,14.9501,-6.2684,0.9222,14.9515,-6.2696,0.9222,14.6654,0.0004,15.0
165,13.7379,-6.2987,0.909,13.7318,-5.6325,0.9253,13.4924,0.667,14.0
166,15.4777,-6.2545,0.9272,15.4823,-6.2559,0.9271,15.1766,0.0004,15.0
167,14.6934,-6.2752,0.9196,14.6902,-5.9426,0.927,14.4158,0.3337,14.0
168,14.7582,-6.2733,0.9203,14.7592,-6.2744,0.9203,14.48,0.0004,14.0
169,15.8706,-6.2444,0.9306,15.8739,-6.2457,0.9305,15.5535,0.0004,16.0
170,14.619,-6.2771,0.9189,14.615,-5.9445,0.9263,14.3432,0.3337,14.0
171,14.2362,-6.2864,0.9148,14.2339,-5.954,0.9226,13.9754,0.3337,14.0
172,14.9151,-6.2692,0.9219,14.9173,-6.2704,0.9218,14.6324,0.0004,15.0
173,14.7686,-6.2731,0.9204,14.7692,-6.2742,0.9204,14.4896,0.0004,14.0
174,13.5108,-6.3041,0.9062,13.5047,-5.6379,0.9229,13.2728,0.667,13.0
175,13.9495,-6.2931,0.9115,13.9466,-5.6273,0.9274,13.7,0.667,14.0
176,15.8372,-6.2451,0.9303,15.8421,-6.2465,0.9303,15.5229,0.0004,16.0
177,14.3484,-6.2839,0.916,14.3439,-5.9513,0.9237,14.0816,0.3337,14.0
178,14.4391,-6.2813,0.917,14.4377,-5.9489,0.9246,14.1722,0.3337,14.0
179,13.9575,-6.2932,0.9116,13.9528,-5.6272,0.9275,13.706,0.667,14.0
180,14.2529,-6.2858,0.915,14.2519,-5.9535,0.9227,13.9928,0.3337,14.0
181,14.5686,-6.278,0.9184,14.5677,-5.9457,0.9259,14.2976,0.3337,14.0
182,15.1089,-6.2643,0.9238,15.1109,-6.2655,0.9237,14.819,0.0004,15.0
183,14.435,-6.2816,0.9169,14.4321,-5.9491,0.9246,14.1668,0.3337,14.0
184,14.877,-6.2702,0.9215,14.8787,-6.2714,0.9215,14.5952,0.0004,15.0
185,15.2022,-6.262,0.9246,15.2037,-6.2631,0.9246,14.9084,0.0004,15.0
186,15.173,-6.2628,0.9244,15.1738,-6.2639,0.9243,14.8796,0.0004,15.0
187,14.9803,-6.2678,0.9225,14.9808,-6.2688,0.9225,14.6936,0.0004,15.0
188,15.5089,-6.254,0.9274,15.5109,-6.2552,0.9274,15.2042,0.0004,15.0
189,15.6407,-6.2507,0.9286,15.6419,-6.2518,0.9286,15.3303,0.0004,15.0
190,15.8576,-6.245,0.9304,15.8589,-6.2461,0.9304,15.5391,0.0004,16.0
191,15.0774,-6.2654,0.9234,15.0767,-6.2664,0.9234,14.786,0.0004,15.0
192,15.3779,-6.2575,0.9263,15.3794,-6.2586,0.9262,15.0776,0.0004,15.0
193,15.404,-6.2569,0.9265,15.405,-6.2579,0.9265,15.1022,0.0004,15.0
194,15.6598,-6.2501,0.9288,15.6612,-6.2513,0.9287,15.3489,0.0004,15.0
195,15.2063,-6.2621,0.9247,15.2062,-6.2631,0.9246,14.9108,0.0004,15.0
196,15.8461,-6.2452,0.9304,15.8483,-6.2463,0.9303,15.5289,0.0004,16.0
197,15.8138,-6.2462,0.9301,15.8146,-6.2472,0.9301,15.4965,0.0004,15.0
198,15.3272,-6.259,0.9258,15.3271,-6.26,0.9258,15.0272,0.0004,15.0
199,15.7442,-6.2479,0.9295,15.746,-6.249,0.9295,15.4305,0.0004,15.0
200,15.0772,-6.2654,0.9234,15.0767,-6.2664,0.9234,14.786,0.0004,15.0
201,17.0694,-6.2121,0.9397,17.0706,-6.2131,0.9397,16.7025,0.0004,17.0
202,16.8087,-6.2194,0.9379,16.8091,-6.2204,0.9378,16.4517,0.0004,16.0
203,16.596,-6.2252,0.9363,16.5965,-6.2262,0.9363,16.2477,0.0004,16.0
204,17.2165,-6.2079,0.9407,17.2189,-6.209,0.9407,16.8447,0.0004,17.0
205,16.9857,-6.2145,0.9391,16.9861,-6.2155,0.9391,16.6215,0.0004,17.0
206,16.3289,-6.2326,0.9343,16.3284,-6.2335,0.9342,15.9903,0.0004,16.0
207,16.5095,-6.2275,0.9356,16.5108,-6.2286,0.9356,16.1655,0.0004,16.0
208,16.5205,-6.2272,0.9357,16.5215,-6.2283,0.9357,16.1757,0.0004,16.0
209,16.7763,-6.2202,0.9376,16.7778,-6.2213,0.9376,16.4217,0.0004,16.0
210,16.5884,-6.2254,0.9362,16.589,-6.2264,0.9362,16.2405,0.0004,16.0
211,17.0392,-6.2129,0.9395,17.0412,-6.214,0.9395,16.6743,0.0004,17.0
212,16.5541,-6.2264,0.936,16.554,-6.2274,0.936,16.2069,0.0004,16.0
213,17.0435,-6.2128,0.9395,17.0455,-6.2138,0.9395,16.6785,0.0004,17.0
214,16.8692,-6.2177,0.9383,16.8697,-6.2187,0.9383,16.5099,0.0004,17.0
215,16.5993,-6.2251,0.9363,16.5996,-6.2261,0.9363,16.2507,0.0004,16.0
216,17.3939,-6.2029,0.9419,17.3968,-6.204,0.9419,17.0151,0.0004,17.0
217,18.1688,-6.1807,0.9467,18.1717,-6.1818,0.9467,17.7567,0.0004,18.0
218,17.4382,-6.2019,0.9422,17.4375,-6.2028,0.9422,17.0541,0.0004,17.0
219,17.9636,-6.1867,0.9455,17.9659,-6.1877,0.9455,17.5599,0.0004,18.0
220,17.928,-6.1878,0.9453,17.9289,-6.1888,0.9453,17.5245,0.0004,18.0
221,16.6316,-6.2245,0.9366,16.6296,-6.2253,0.9365,16.2795,0.0004,16.0
222,17.8716,-6.1893,0.9449,17.8756,-6.1903,0.9449,17.4735,0.0004,17.0
223,17.5888,-6.1976,0.9432,17.5891,-6.1985,0.9431,17.1993,0.0004,17.0
224,18.9944,-6.1562,0.9513,18.9991,-6.1572,0.9513,18.547,0.0004,19.0
225,18.0782,-6.1836,0.9462,18.0769,-6.1845,0.9462,17.6661,0.0004,18.0
226,17.8726,-6.1894,0.9449,17.8731,-6.1904,0.9449,17.4711,0.0004,17.0
227,18.1117,-6.1825,0.9464,18.1133,-6.1835,0.9464,17.7009,0.0004,18.0
228,18.3953,-6.1742,0.948,18.397,-6.1752,0.948,17.9721,0.0004,18.0
229,18.7306,-6.1643,0.9499,18.7325,-6.1652,0.9499,18.2926,0.0004,18.0
230,18.3549,-6.1755,0.9478,18.355,-6.1764,0.9478,17.9319,0.0004,18.0
231,18.9293,-6.1583,0.9509,18.9318,-6.1593,0.9509,18.4828,0.0004,18.0
232,18.445,-6.1728,0.9483,18.4448,-6.1738,0.9483,18.0177,0.0004,18.0
233,18.4738,-6.1719,0.9485,18.4749,-6.1729,0.9485,18.0466,0.0004,18.0
234,19.1604,-6.1513,0.9521,19.1632,-6.1523,0.9521,18.7036,0.0004,19.0
235,19.4767,-6.1417,0.9537,19.4786,-6.1427,0.9537,19.0042,0.0004,19.0
236,18.9773,-6.157,0.9512,18.9771,-6.1579,0.9512,18.526,0.0004,19.0
237,18.1138,-6.1826,0.9464,18.1127,-6.1835,0.9464,17.7003,0.0004,18.0
238,20.2751,-6.1169,0.9574,20.2765,-6.1178,0.9574,19.7638,0.0005,20.0
239,19.1764,-6.151,0.9522,19.1746,-6.1519,0.9522,18.7144,0.0004,19.0
240,19.0637,-6.1543,0.9516,19.0645,-6.1553,0.9516,18.6094,0.0004,19.0
241,19.6969,-6.1349,0.9548,19.6996,-6.1359,0.9547,19.2148,0.0004,19.0
242,20.1286,-6.1215,0.9567,20.1308,-6.1224,0.9567,19.6252,0.0005,20.0
243,19.9832,-6.1261,0.9561,19.9839,-6.127,0.9561,19.4854,0.0005,19.0
244,19.7873,-6.1322,0.9552,19.7879,-6.1331,0.9552,19.2988,0.0004,19.0
245,19.6881,-6.1353,0.9547,19.6889,-6.1362,0.9547,19.2046,0.0004,19.0
246,21.073,-6.0913,0.9607,21.078,-6.0921,0.9607,20.5252,0.0005,21.0
247,20.9804,-6.0944,0.9603,20.9813,-6.0952,0.9603,20.4334,0.0005,20.0
248,20.3428,-6.1148,0.9577,20.3421,-6.1157,0.9577,19.8262,0.0005,20.0
249,20.3052,-6.116,0.9575,20.3062,-6.1169,0.9575,19.792,0.0005,20.0
250,20.6501,-6.105,0.959,20.6521,-6.1059,0.959,20.1208,0.0005,20.0
251,21.0669,-6.0916,0.9606,21.0691,-6.0924,0.9606,20.5168,0.0005,21.0
252,21.3878,-6.0811,0.9619,21.3898,-6.0819,0.9619,20.8211,0.0005,21.0
253,21.6241,-6.0733,0.9627,21.6259,-6.0741,0.9627,21.0449,0.0005,21.0
254,20.4371,-6.1119,0.9581,20.4349,-6.1128,0.9581,19.9144,0.0005,20.0
255,21.8404,-6.066,0.9635,21.8456,-6.0668,0.9635,21.2531,0.0005,21.0
256,22.4405,-6.0458,0.9656,22.4434,-6.0466,0.9656,21.8189,0.0005,22.0
257,22.159,-6.0554,0.9646,22.1593,-6.0562,0.9646,21.5501,0.0005,22.0
258,21.0598,-6.0919,0.9606,21.0578,-6.0928,0.9606,20.506,0.0005,21.0
259,22.4615,-6.0451,0.9656,22.4669,-6.0458,0.9656,21.8411,0.0005,22.0
260,23.1627,-6.0209,0.9678,23.1661,-6.0216,0.9678,22.5017,0.0005,23.0
261,23.8275,-5.9974,0.9698,23.8309,-5.9981,0.9697,23.1288,0.0005,23.0
262,23.1943,-6.0198,0.9679,23.1934,-6.0206,0.9679,22.5275,0.0005,23.0
263,23.1473,-6.0214,0.9678,23.1483,-6.0222,0.9678,22.4849,0.0005,22.0
264,23.2859,-6.0166,0.9682,23.2875,-6.0173,0.9682,22.6163,0.0005,23.0
265,24.0444,-5.9897,0.9703,24.048,-5.9903,0.9703,23.3334,0.0005,23.0
266,23.512,-6.0086,0.9689,23.5114,-6.0095,0.9689,22.8275,0.0005,23.0
267,24.1302,-5.9866,0.9706,24.1334,-5.9872,0.9706,23.4138,0.0005,23.0
268,23.8199,-5.9977,0.9697,23.82,-5.9985,0.9697,23.1186,0.0005,23.0
269,24.283,-5.981,0.971,24.2857,-5.9817,0.971,23.5572,0.0005,24.0
270,24.3792,-5.9775,0.9712,24.3807,-5.9782,0.9712,23.6466,0.0005,24.0
271,24.7724,-5.9632,0.9722,24.7749,-5.9638,0.9722,24.0174,0.0005,24.0
272,24.9335,-5.9572,0.9726,24.9352,-5.9579,0.9726,24.168,0.0005,24.0
273,24.7012,-5.9657,0.9721,24.7015,-5.9665,0.972,23.9484,0.0005,24.0
274,24.9453,-5.9568,0.9727,24.9473,-5.9574,0.9726,24.1794,0.0005,24.0
275,25.6855,-5.9291,0.9744,25.6893,-5.9296,0.9744,24.876,0.0005,25.0
276,25.5084,-5.9357,0.974,25.5089,-5.9364,0.974,24.7068,0.0005,25.0
277,25.7895,-5.9251,0.9746,25.7917,-5.9257,0.9746,24.972,0.0005,25.0
278,26.0087,-5.9167,0.9751,26.0106,-5.9174,0.9751,25.1772,0.0005,25.0
279,26.289,-5.906,0.9757,26.2911,-5.9066,0.9757,25.4401,0.0005,25.0
280,26.9429,-5.8805,0.977,26.9465,-5.881,0.977,26.0533,0.0005,26.0
281,26.2988,-5.9055,0.9757,26.2975,-5.9063,0.9757,25.4461,0.0005,25.0
282,25.9646,-5.9184,0.975,25.9645,-5.9191,0.975,25.134,0.0005,25.0
283,27.1431,-5.8727,0.9774,27.1487,-5.873,0.9774,26.2423,0.0006,26.0
284,27.1425,-5.8726,0.9774,27.1436,-5.8732,0.9774,26.2375,0.0006,26.0
285,27.0855,-5.8748,0.9773,27.0865,-5.8755,0.9773,26.1841,0.0006,26.0
286,28.1028,-5.8342,0.9791,28.108,-5.8344,0.9791,27.1375,0.0006,27.0
287,27.4546,-5.86,0.978,27.4532,-5.8609,0.978,26.5267,0.0006,27.0
288,27.6116,-5.8539,0.9783,27.6133,-5.8545,0.9783,26.6761,0.0006,27.0
289,29.3522,-5.7822,0.9811,29.3538,-5.7827,0.9811,28.2968,0.0006,28.0
290,27.2984,-5.8664,0.9777,27.299,-5.867,0.9777,26.3827,0.0006,26.0
291,27.8089,-5.846,0.9786,27.812,-5.8464,0.9786,26.8615,0.0006,27.0
292,29.5098,-5.7756,0.9814,29.5114,-5.7761,0.9814,28.4432,0.0006,28.0
293,28.7222,-5.8084,0.9802,28.7201,-5.8093,0.9802,27.7075,0.0006,28.0
