Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(SST),P (SST),Q (SST),S (SST)
294,29.0125,-5.7965,0.9806,29.0148,-5.797,0.9806,27.9818,0.0006,28.0
295,28.3979,-5.8218,0.9796,28.3965,-5.8226,0.9796,27.4063,0.0006,27.0
296,30.1662,-5.7475,0.9823,30.1677,-5.748,0.9823,29.0522,0.0006,29.0
297,30.5206,-5.7322,0.9828,30.5232,-5.7326,0.9828,29.3816,0.0006,29.0
298,29.7553,-5.7649,0.9817,29.7531,-5.7658,0.9817,28.6676,0.0006,29.0
299,29.9587,-5.7564,0.982,29.9607,-5.7569,0.982,28.8602,0.0006,29.0
300,30.0988,-5.7504,0.9822,30.1004,-5.7509,0.9822,28.9898,0.0006,29.0
301,30.004,-5.7544,0.9821,30.0047,-5.755,0.9821,28.901,0.0006,29.0
302,29.2615,-5.7859,0.981,29.2595,-5.7867,0.981,28.2092,0.0006,28.0
303,29.6411,-5.77,0.9816,29.6438,-5.7704,0.9816,28.5662,0.0006,29.0
304,30.7931,-5.7205,0.9832,30.7993,-5.7205,0.9832,29.6372,0.0006,30.0
305,30.5234,-5.7319,0.9828,30.5232,-5.7326,0.9828,29.3816,0.0006,29.0
306,30.4209,-5.7364,0.9827,30.4215,-5.737,0.9827,29.2874,0.0006,29.0
307,31.9658,-5.668,0.9846,31.9673,-5.6684,0.9846,30.7167,0.0006,31.0
308,30.1258,-5.7492,0.9823,30.1263,-5.7498,0.9823,29.0138,0.0006,29.0
309,30.8817,-5.7165,0.9833,30.8861,-5.7167,0.9833,29.7176,0.0006,30.0
310,31.3527,-5.6956,0.9839,31.3559,-5.6959,0.9839,30.152,0.0006,30.0
311,30.1661,-5.7472,0.9823,30.1619,-5.7482,0.9823,29.0468,0.0006,29.0
312,30.9232,-5.7147,0.9833,30.9276,-5.7148,0.9833,29.756,0.0006,30.0
313,31.5501,-5.6868,0.9841,31.5539,-5.687,0.9841,30.335,0.0006,30.0
314,30.0733,-5.7514,0.9822,30.0739,-5.752,0.9822,28.9652,0.0006,29.0
315,30.9493,-5.7135,0.9834,30.9542,-5.7137,0.9834,29.7806,0.0006,30.0
316,31.8017,-5.6756,0.9844,31.8067,-5.6757,0.9844,30.5685,0.0006,31.0
317,31.3783,-5.6942,0.9839,31.3773,-5.6949,0.9839,30.1718,0.0006,30.0
318,32.2743,-5.6542,0.985,32.2795,-5.6542,0.985,31.0047,0.0006,31.0
319,32.1911,-5.6577,0.9849,32.1917,-5.6582,0.9849,30.9237,0.0006,31.0
320,32.1312,-5.6604,0.9848,32.1318,-5.6609,0.9848,30.8685,0.0006,31.0
321,32.7023,-5.6345,0.9855,32.706,-5.6346,0.9855,31.3977,0.0006,31.0
322,32.1686,-5.6586,0.9849,32.167,-5.6593,0.9849,30.9009,0.0006,31.0
323,32.3033,-5.6526,0.985,32.3049,-5.653,0.985,31.0281,0.0006,31.0
324,32.3454,-5.6507,0.9851,32.3466,-5.6511,0.9851,31.0665,0.0006,31.0
325,32.7909,-5.6303,0.9856,32.794,-5.6306,0.9856,31.4787,0.0006,31.0
326,32.8612,-5.627,0.9857,32.8624,-5.6274,0.9857,31.5417,0.0006,32.0
327,32.2892,-5.6531,0.985,32.2873,-5.6539,0.985,31.0119,0.0006,31.0
328,32.7861,-5.6306,0.9856,32.7894,-5.6308,0.9856,31.4745,0.0006,31.0
329,32.8508,-5.6275,0.9856,32.852,-5.6279,0.9856,31.5321,0.0006,32.0
330,33.9473,-5.5764,0.9868,33.9538,-5.5761,0.9868,32.5449,0.0006,33.0
331,33.0946,-5.6159,0.9859,33.0913,-5.6168,0.9859,31.7523,0.0006,32.0
332,32.4924,-5.6438,0.9852,32.4905,-5.6446,0.9852,31.1991,0.0006,31.0
333,34.7721,-5.5364,0.9876,34.7737,-5.5367,0.9876,33.2967,0.0006,33.0
334,34.64,-5.5427,0.9874,34.6401,-5.5432,0.9874,33.1743,0.0006,33.0
335,33.8531,-5.5802,0.9867,33.8499,-5.5811,0.9867,32.4495,0.0006,32.0
336,34.1958,-5.5643,0.987,34.1983,-5.5645,0.987,32.7693,0.0006,33.0
337,32.9959,-5.6203,0.9858,32.9909,-5.6214,0.9858,31.6599,0.0006,32.0
338,32.4861,-5.6441,0.9852,32.4846,-5.6448,0.9852,31.1937,0.0006,31.0
339,34.2145,-5.5633,0.987,34.216,-5.5636,0.987,32.7855,0.0006,33.0
340,34.1846,-5.5647,0.987,34.1853,-5.5651,0.987,32.7573,0.0006,33.0
341,33.9164,-5.5774,0.9867,33.9159,-5.578,0.9867,32.5101,0.0006,33.0
342,34.6772,-5.5412,0.9875,34.682,-5.5412,0.9875,33.2127,0.0006,33.0
343,34.2905,-5.5595,0.9871,34.2893,-5.5601,0.9871,32.8527,0.0006,33.0
344,34.5163,-5.5488,0.9873,34.5183,-5.5491,0.9873,33.0627,0.0006,33.0
345,35.1582,-5.5178,0.9879,35.1624,-5.5178,0.9879,33.6525,0.0006,34.0
346,33.5361,-5.5954,0.9864,33.5363,-5.5959,0.9864,32.1615,0.0006,32.0
347,34.5183,-5.549,0.9873,34.5242,-5.5488,0.9873,33.0681,0.0006,33.0
348,34.5853,-5.5454,0.9874,34.5864,-5.5458,0.9874,33.1251,0.0006,33.0
349,35.2153,-5.515,0.988,35.2194,-5.515,0.988,33.7047,0.0006,34.0
350,35.3479,-5.5083,0.9881,35.3493,-5.5086,0.9881,33.8236,0.0006,34.0
351,34.432,-5.5525,0.9872,34.428,-5.5534,0.9872,32.9799,0.0006,33.0
352,35.4729,-5.5025,0.9882,35.4792,-5.5022,0.9882,33.9424,0.0006,34.0
353,35.5275,-5.4994,0.9882,35.5284,-5.4997,0.9882,33.9874,0.0006,34.0
354,35.0149,-5.5243,0.9878,35.0129,-5.5251,0.9878,33.5157,0.0006,34.0
355,36.2402,-5.4639,0.9888,36.2413,-5.4642,0.9888,34.6384,0.0006,35.0
356,36.5632,-5.4477,0.9891,36.5656,-5.4478,0.9891,34.9342,0.0006,35.0
357,34.9557,-5.5274,0.9877,34.9559,-5.5279,0.9877,33.4635,0.0006,33.0
358,36.2605,-5.4629,0.9888,36.2617,-5.4632,0.9888,34.657,0.0006,35.0
359,36.1368,-5.469,0.9887,36.1367,-5.4694,0.9887,34.543,0.0006,35.0
360,36.3925,-5.4563,0.9889,36.3945,-5.4565,0.9889,34.7782,0.0006,35.0
361,36.2141,-5.4651,0.9888,36.2137,-5.4656,0.9888,34.6132,0.0006,35.0
362,36.2032,-5.4657,0.9888,36.2038,-5.4661,0.9888,34.6042,0.0006,35.0
363,36.9637,-5.4275,0.9894,36.9686,-5.4273,0.9894,35.3014,0.0006,35.0
364,36.0217,-5.4744,0.9886,36.0171,-5.4754,0.9886,34.4338,0.0006,34.0
365,36.3748,-5.4572,0.9889,36.3774,-5.4573,0.9889,34.7626,0.0006,35.0
366,35.149,-5.5179,0.9879,35.1492,-5.5184,0.9879,33.6405,0.0006,34.0
367,35.815,-5.4854,0.9885,35.8193,-5.4853,0.9885,34.2532,0.0006,34.0
368,34.2021,-5.5638,0.987,34.2023,-5.5643,0.987,32.7729,0.0006,33.0
369,34.9498,-5.528,0.9877,34.9545,-5.5279,0.9877,33.4623,0.0006,33.0
370,35.712,-5.4905,0.9884,35.7169,-5.4904,0.9884,34.1596,0.0006,34.0
371,35.2364,-5.5135,0.988,35.2345,-5.5142,0.988,33.7185,0.0006,34.0
372,34.5942,-5.5447,0.9874,34.5916,-5.5455,0.9874,33.1299,0.0006,33.0
373,33.2311,-5.6097,0.986,33.2315,-5.6102,0.986,31.8813,0.0006,32.0
374,33.8927,-5.5788,0.9867,33.8969,-5.5789,0.9867,32.4927,0.0006,32.0
375,34.3463,-5.5571,0.9872,34.3495,-5.5572,0.9872,32.9079,0.0006,33.0
376,34.0519,-5.5709,0.9869,34.0512,-5.5715,0.9869,32.6343,0.0006,33.0
377,34.3868,-5.5551,0.9872,34.3894,-5.5553,0.9872,32.9445,0.0006,33.0
378,34.3241,-5.558,0.9871,34.3246,-5.5584,0.9871,32.8851,0.0006,33.0
379,33.4946,-5.5971,0.9863,33.4913,-5.598,0.9863,32.1201,0.0006,32.0
380,34.9244,-5.529,0.9877,34.9257,-5.5293,0.9877,33.4359,0.0006,33.0
381,33.8422,-5.5806,0.9867,33.8375,-5.5817,0.9867,32.4381,0.0006,32.0
382,33.2142,-5.6103,0.986,33.212,-5.6111,0.986,31.8633,0.0006,32.0
383,33.0332,-5.6189,0.9858,33.0332,-5.6195,0.9858,31.6989,0.0006,32.0
384,33.8325,-5.5817,0.9867,33.8375,-5.5817,0.9867,32.4381,0.0006,32.0
385,33.0486,-5.618,0.9859,33.0456,-5.6189,0.9859,31.7103,0.0006,32.0
386,33.0422,-5.6186,0.9858,33.043,-5.619,0.9858,31.7079,0.0006,32.0
387,32.673,-5.6355,0.9854,32.6722,-5.6362,0.9854,31.3665,0.0006,31.0
388,33.026,-5.6194,0.9858,33.0287,-5.6197,0.9858,31.6947,0.0006,32.0
389,32.8455,-5.6276,0.9856,32.8455,-5.6282,0.9856,31.5261,0.0006,32.0
390,32.1013,-5.6616,0.9848,32.0987,-5.6624,0.9848,30.8379,0.0006,31.0
391,32.3717,-5.6496,0.9851,32.3739,-5.6499,0.9851,31.0917,0.0006,31.0
392,31.9896,-5.6668,0.9847,31.9887,-5.6674,0.9847,30.7365,0.0006,31.0
393,31.6695,-5.6812,0.9843,31.6689,-5.6819,0.9843,30.4412,0.0006,30.0
394,31.9067,-5.6707,0.9846,31.9088,-5.671,0.9846,30.6627,0.0006,31.0
395,30.4222,-5.7364,0.9827,30.4228,-5.7369,0.9827,29.2886,0.0006,29.0
396,29.9745,-5.7556,0.9821,29.9736,-5.7563,0.9821,28.8722,0.0006,29.0
397,30.3727,-5.7386,0.9826,30.3755,-5.739,0.9826,29.2448,0.0006,29.0
398,29.8654,-5.7603,0.9819,29.8643,-5.761,0.9819,28.7708,0.0006,29.0
399,31.5654,-5.686,0.9842,31.5669,-5.6864,0.9842,30.347,0.0006,30.0
400,31.0503,-5.7087,0.9835,31.0489,-5.7095,0.9835,29.8682,0.0006,30.0
401,31.4401,-5.6917,0.984,31.4429,-5.692,0.984,30.2324,0.0006,30.0
402,31.0129,-5.7104,0.9835,31.012,-5.7111,0.9835,29.834,0.0006,30.0
403,31.5543,-5.6866,0.9841,31.5578,-5.6868,0.9841,30.3386,0.0006,30.0
404,30.257,-5.7435,0.9825,30.2577,-5.7441,0.9825,29.1356,0.0006,29.0
405,30.5513,-5.7308,0.9829,30.5536,-5.7312,0.9829,29.4098,0.0006,29.0
406,29.7046,-5.7671,0.9817,29.702,-5.768,0.9817,28.6202,0.0006,29.0
407,30.1505,-5.7482,0.9823,30.1535,-5.7486,0.9823,29.039,0.0006,29.0
408,29.4654,-5.7773,0.9813,29.4636,-5.7781,0.9813,28.3988,0.0006,28.0
409,28.9064,-5.8008,0.9805,28.9052,-5.8016,0.9804,27.8798,0.0006,28.0
410,28.3333,-5.8245,0.9795,28.3321,-5.8253,0.9795,27.3463,0.0006,27.0
411,29.1195,-5.7921,0.9808,29.1239,-5.7924,0.9808,28.0832,0.0006,28.0
412,27.8712,-5.8432,0.9787,27.8673,-5.8442,0.9787,26.9131,0.0006,27.0
413,29.4136,-5.7796,0.9812,29.4151,-5.7801,0.9812,28.3538,0.0006,28.0
414,28.5773,-5.8144,0.9799,28.575,-5.8153,0.9799,27.5725,0.0006,28.0
415,28.7723,-5.8065,0.9802,28.7742,-5.807,0.9802,27.7579,0.0006,28.0
416,27.6705,-5.8513,0.9784,27.6673,-5.8523,0.9784,26.7265,0.0006,27.0
417,29.1366,-5.7913,0.9808,29.1381,-5.7918,0.9808,28.0964,0.0006,28.0
418,29.0085,-5.7966,0.9806,29.009,-5.7972,0.9806,27.9764,0.0006,28.0
419,28.4377,-5.8202,0.9797,28.4365,-5.821,0.9797,27.4435,0.0006,27.0
420,28.3885,-5.8223,0.9796,28.3894,-5.8229,0.9796,27.3997,0.0006,27.0
421,28.7902,-5.8058,0.9803,28.7929,-5.8062,0.9803,27.7753,0.0006,28.0
422,28.664,-5.8109,0.9801,28.6646,-5.8116,0.9801,27.6559,0.0006,28.0
423,27.0774,-5.8751,0.9773,27.0781,-5.8758,0.9773,26.1763,0.0006,26.0
424,27.061,-5.8758,0.9772,27.0621,-5.8764,0.9772,26.1613,0.0006,26.0
425,27.5614,-5.8559,0.9782,27.5644,-5.8564,0.9782,26.6305,0.0006,27.0
426,28.4543,-5.8198,0.9797,28.459,-5.8201,0.9797,27.4645,0.0006,27.0
427,28.6145,-5.813,0.98,28.6163,-5.8136,0.98,27.6109,0.0006,28.0
428,28.1801,-5.8308,0.9793,28.1795,-5.8315,0.9793,27.2041,0.0006,27.0
429,27.4812,-5.859,0.978,27.4796,-5.8598,0.978,26.5513,0.0006,27.0
430,29.3012,-5.7844,0.9811,29.3027,-5.7849,0.9811,28.2494,0.0006,28.0
431,28.8948,-5.8013,0.9804,28.8942,-5.802,0.9804,27.8696,0.0006,28.0
432,28.94,-5.7995,0.9805,28.9413,-5.8001,0.9805,27.9134,0.0006,28.0
433,29.1542,-5.7906,0.9808,29.1562,-5.7911,0.9808,28.1132,0.0006,28.0
434,28.8865,-5.8017,0.9804,28.8865,-5.8023,0.9804,27.8624,0.0006,28.0
435,29.8423,-5.7616,0.9819,29.8475,-5.7618,0.9819,28.7552,0.0006,29.0
436,29.1753,-5.7895,0.9809,29.1736,-5.7903,0.9809,28.1294,0.0006,28.0
437,28.893,-5.8014,0.9804,28.8929,-5.8021,0.9804,27.8684,0.0006,28.0
438,28.755,-5.8072,0.9802,28.7555,-5.8078,0.9802,27.7405,0.0006,28.0
439,29.4492,-5.7782,0.9813,29.4532,-5.7785,0.9813,28.3892,0.0006,28.0
440,29.0753,-5.7938,0.9807,29.0749,-5.7945,0.9807,28.0376,0.0006,28.0
441,29.448,-5.7782,0.9813,29.4506,-5.7786,0.9813,28.3868,0.0006,28.0
442,29.5132,-5.7754,0.9814,29.5146,-5.7759,0.9814,28.4462,0.0006,28.0
443,28.8353,-5.8037,0.9803,28.8336,-5.8045,0.9803,27.8131,0.0006,28.0
444,31.2347,-5.7007,0.9837,31.2365,-5.7012,0.9837,30.0416,0.0006,30.0
445,29.7078,-5.7671,0.9817,29.7085,-5.7677,0.9817,28.6262,0.0006,29.0
446,30.0339,-5.7532,0.9821,30.0364,-5.7536,0.9821,28.9304,0.0006,29.0
447,28.8914,-5.8013,0.9804,28.8877,-5.8023,0.9804,27.8636,0.0006,28.0
448,29.8983,-5.7592,0.9819,29.9038,-5.7593,0.9819,28.8074,0.0006,29.0
449,30.0792,-5.7513,0.9822,30.081,-5.7517,0.9822,28.9718,0.0006,29.0
450,30.8899,-5.7161,0.9833,30.8946,-5.7163,0.9833,29.7254,0.0006,30.0
451,30.0815,-5.7509,0.9822,30.0791,-5.7518,0.9822,28.97,0.0006,29.0
452,30.5389,-5.7314,0.9828,30.542,-5.7317,0.9828,29.399,0.0006,29.0
453,29.6125,-5.771,0.9815,29.6096,-5.7719,0.9815,28.5344,0.0006,29.0
454,30.58,-5.7297,0.9829,30.5854,-5.7299,0.9829,29.4392,0.0006,29.0
455,30.7463,-5.7223,0.9831,30.7481,-5.7227,0.9831,29.5898,0.0006,30.0
456,31.537,-5.6874,0.9841,31.5416,-5.6876,0.9841,30.3236,0.0006,30.0
457,30.0189,-5.7538,0.9821,30.0195,-5.7544,0.9821,28.9148,0.0006,29.0
458,30.4832,-5.7338,0.9828,30.4863,-5.7342,0.9828,29.3474,0.0006,29.0
459,30.7871,-5.7205,0.9832,30.7895,-5.7209,0.9832,29.6282,0.0006,30.0
460,31.3833,-5.6943,0.9839,31.3871,-5.6945,0.9839,30.1808,0.0006,30.0
461,30.6086,-5.7281,0.9829,30.6061,-5.7289,0.9829,29.4584,0.0006,29.0
462,30.5754,-5.7297,0.9829,30.5763,-5.7303,0.9829,29.4308,0.0006,29.0
463,30.9141,-5.715,0.9833,30.9166,-5.7153,0.9833,29.7458,0.0006,30.0
464,31.1817,-5.7031,0.9837,31.1839,-5.7035,0.9837,29.993,0.0006,30.0
465,30.931,-5.7141,0.9834,30.9309,-5.7147,0.9834,29.759,0.0006,30.0
466,31.9362,-5.6696,0.9846,31.9419,-5.6696,0.9846,30.6933,0.0006,31.0
467,30.8757,-5.7163,0.9833,30.8719,-5.7173,0.9833,29.7044,0.0006,30.0
468,31.0814,-5.7075,0.9836,31.0833,-5.708,0.9836,29.9,0.0006,30.0
469,30.4479,-5.7351,0.9827,30.4461,-5.7359,0.9827,29.3102,0.0006,29.0
470,30.34,-5.7399,0.9826,30.3406,-5.7405,0.9826,29.2124,0.0006,29.0
471,30.924,-5.7146,0.9834,30.9276,-5.7148,0.9833,29.756,0.0006,30.0
472,30.2937,-5.7418,0.9825,30.292,-5.7426,0.9825,29.1674,0.0006,29.0
473,31.2273,-5.7013,0.9837,31.2326,-5.7014,0.9837,30.038,0.0006,30.0
474,31.5372,-5.6873,0.9841,31.5397,-5.6877,0.9841,30.3218,0.0006,30.0
475,31.809,-5.6751,0.9845,31.8113,-5.6755,0.9845,30.5727,0.0006,31.0
476,31.7385,-5.6782,0.9844,31.7391,-5.6787,0.9844,30.5061,0.0006,31.0
477,31.7369,-5.6783,0.9844,31.7378,-5.6788,0.9844,30.5049,0.0006,31.0
478,32.03,-5.6651,0.9847,32.0323,-5.6655,0.9847,30.7767,0.0006,31.0
479,32.3785,-5.6493,0.9851,32.3811,-5.6496,0.9851,31.0983,0.0006,31.0
480,31.7502,-5.6775,0.9844,31.7482,-5.6783,0.9844,30.5145,0.0006,31.0
481,33.1734,-5.6125,0.986,33.1748,-5.6129,0.986,31.8291,0.0006,32.0
482,31.7328,-5.6784,0.9844,31.7333,-5.679,0.9844,30.5006,0.0006,31.0
483,32.3084,-5.6525,0.985,32.3121,-5.6527,0.985,31.0347,0.0006,31.0
484,31.8003,-5.6753,0.9844,31.7989,-5.676,0.9844,30.5613,0.0006,31.0
485,31.1133,-5.7059,0.9836,31.1112,-5.7067,0.9836,29.9258,0.0006,30.0
486,31.5037,-5.6888,0.9841,31.5065,-5.6891,0.9841,30.2912,0.0006,30.0
487,31.0054,-5.7107,0.9835,31.0042,-5.7115,0.9835,29.8268,0.0006,30.0
488,32.5431,-5.6417,0.9853,32.5445,-5.6421,0.9853,31.2489,0.0006,31.0
489,31.425,-5.6919,0.984,31.4208,-5.693,0.984,30.212,0.0006,30.0
490,32.0169,-5.6658,0.9847,32.0206,-5.666,0.9847,30.7659,0.0006,31.0
491,32.348,-5.6507,0.9851,32.3505,-5.651,0.9851,31.0701,0.0006,31.0
492,32.0678,-5.6632,0.9848,32.0674,-5.6639,0.9848,30.8091,0.0006,31.0
493,32.4629,-5.6454,0.9852,32.4657,-5.6457,0.9852,31.1763,0.0006,31.0
494,31.9227,-5.6697,0.9846,31.9211,-5.6705,0.9846,30.6741,0.0006,31.0
495,31.0822,-5.7072,0.9836,31.0794,-5.7081,0.9836,29.8964,0.0006,30.0
496,32.1667,-5.6591,0.9849,32.1728,-5.6591,0.9849,30.9063,0.0006,31.0
497,33.3727,-5.6035,0.9862,33.3797,-5.6033,0.9862,32.0175,0.0006,32.0
498,31.5847,-5.6851,0.9842,31.5851,-5.6856,0.9842,30.3638,0.0006,30.0
499,32.0584,-5.6639,0.9847,32.0616,-5.6641,0.9847,30.8037,0.0006,31.0
500,31.2651,-5.6992,0.9838,31.2624,-5.7,0.9838,30.0656,0.0006,30.0
501,31.4443,-5.6914,0.984,31.4461,-5.6918,0.984,30.2354,0.0006,30.0
502,31.2332,-5.7007,0.9837,31.2332,-5.7013,0.9837,30.0386,0.0006,30.0
503,32.3015,-5.653,0.985,32.3075,-5.6529,0.985,31.0305,0.0006,31.0
504,33.1988,-5.6115,0.986,33.2041,-5.6115,0.986,31.8561,0.0006,32.0
505,32.0563,-5.6635,0.9847,32.0518,-5.6646,0.9847,30.7947,0.0006,31.0
506,31.8755,-5.672,0.9845,31.8756,-5.6725,0.9845,30.6321,0.0006,31.0
507,32.0831,-5.6627,0.9848,32.085,-5.6631,0.9848,30.8253,0.0006,31.0
508,32.778,-5.631,0.9856,32.7823,-5.6311,0.9856,31.4679,0.0006,31.0
509,31.9494,-5.6684,0.9846,31.9465,-5.6693,0.9846,30.6975,0.0006,31.0
510,31.2801,-5.6985,0.9838,31.278,-5.6993,0.9838,30.08,0.0006,30.0
511,32.9177,-5.6244,0.9857,32.9191,-5.6248,0.9857,31.5939,0.0006,32.0
512,31.493,-5.6892,0.9841,31.4935,-5.6897,0.9841,30.2792,0.0006,30.0
513,33.337,-5.6048,0.9862,33.3385,-5.6052,0.9862,31.9797,0.0006,32.0
514,32.1353,-5.6599,0.9848,32.1305,-5.661,0.9848,30.8673,0.0006,31.0
515,31.6734,-5.681,0.9843,31.6722,-5.6817,0.9843,30.4442,0.0006,30.0
516,31.6829,-5.6807,0.9843,31.6839,-5.6812,0.9843,30.455,0.0006,30.0
517,31.8563,-5.6729,0.9845,31.8581,-5.6733,0.9845,30.6159,0.0006,31.0
518,32.1574,-5.6593,0.9849,32.1598,-5.6597,0.9849,30.8943,0.0006,31.0
519,31.7524,-5.6775,0.9844,31.7515,-5.6781,0.9844,30.5175,0.0006,31.0
520,32.2146,-5.6568,0.9849,32.2177,-5.657,0.9849,30.9477,0.0006,31.0
521,32.8947,-5.6256,0.9857,32.8989,-5.6257,0.9857,31.5753,0.0006,32.0
522,31.9992,-5.6662,0.9847,31.9959,-5.6671,0.9847,30.7431,0.0006,31.0
523,32.9786,-5.6218,0.9858,32.9843,-5.6217,0.9858,31.6539,0.0006,32.0
524,30.6849,-5.7249,0.983,30.6852,-5.7255,0.983,29.5316,0.0006,30.0
525,31.379,-5.6945,0.9839,31.3832,-5.6947,0.9839,30.1772,0.0006,30.0
526,32.0723,-5.6633,0.9848,32.0765,-5.6634,0.9848,30.8175,0.0006,31.0
527,32.7857,-5.6307,0.9856,32.7901,-5.6308,0.9856,31.4751,0.0006,31.0
528,32.6258,-5.6378,0.9854,32.6259,-5.6383,0.9854,31.3239,0.0006,31.0
529,31.0283,-5.7098,0.9835,31.0288,-5.7104,0.9835,29.8496,0.0006,30.0
530,32.2215,-5.6567,0.9849,32.2281,-5.6566,0.9849,30.9573,0.0006,31.0
531,32.3437,-5.6508,0.9851,32.3453,-5.6512,0.9851,31.0653,0.0006,31.0
532,31.8781,-5.6718,0.9845,31.8769,-5.6725,0.9845,30.6333,0.0006,31.0
533,32.379,-5.6493,0.9851,32.3824,-5.6495,0.9851,31.0995,0.0006,31.0
534,32.4307,-5.6468,0.9852,32.4319,-5.6472,0.9852,31.1451,0.0006,31.0
535,32.3201,-5.6518,0.9851,32.3205,-5.6523,0.985,31.0425,0.0006,31.0
536,31.5578,-5.6861,0.9842,31.5552,-5.687,0.9841,30.3362,0.0006,30.0
537,31.2906,-5.6982,0.9838,31.2903,-5.6988,0.9838,30.0914,0.0006,30.0
538,32.8408,-5.6279,0.9856,32.8422,-5.6283,0.9856,31.5231,0.0006,32.0
539,32.0073,-5.6658,0.9847,32.0044,-5.6667,0.9847,30.7509,0.0006,31.0
540,31.7827,-5.6761,0.9844,31.7827,-5.6767,0.9844,30.5463,0.0006,31.0
541,32.3196,-5.652,0.9851,32.3231,-5.6522,0.985,31.0449,0.0006,31.0
542,32.0729,-5.663,0.9848,32.0726,-5.6636,0.9848,30.8139,0.0006,31.0
543,32.4668,-5.6452,0.9852,32.4696,-5.6455,0.9852,31.1799,0.0006,31.0
544,33.1762,-5.6125,0.986,33.1806,-5.6126,0.986,31.8345,0.0006,32.0
545,32.3911,-5.6484,0.9851,32.3882,-5.6492,0.9851,31.1049,0.0006,31.0
546,32.8164,-5.6292,0.9856,32.8194,-5.6294,0.9856,31.5021,0.0006,32.0
547,31.9742,-5.6673,0.9847,31.9712,-5.6682,0.9846,30.7203,0.0006,31.0
548,32.3231,-5.6518,0.9851,32.3257,-5.6521,0.9851,31.0473,0.0006,31.0
549,33.2625,-5.6086,0.9861,33.2681,-5.6085,0.9861,31.9149,0.0006,32.0
550,32.6313,-5.6374,0.9854,32.6292,-5.6382,0.9854,31.3269,0.0006,31.0
551,31.7837,-5.6759,0.9844,31.7807,-5.6768,0.9844,30.5445,0.0006,31.0
552,31.6381,-5.6827,0.9842,31.6384,-5.6832,0.9842,30.413,0.0006,30.0
553,34.2011,-5.5639,0.987,34.2029,-5.5643,0.987,32.7735,0.0006,33.0
554,34.3101,-5.5587,0.9871,34.3115,-5.559,0.9871,32.8731,0.0006,33.0
555,33.7812,-5.5837,0.9866,33.7793,-5.5844,0.9866,32.3847,0.0006,32.0
556,34.4245,-5.5534,0.9872,34.4286,-5.5534,0.9872,32.9805,0.0006,33.0
557,33.3236,-5.6051,0.9861,33.319,-5.6061,0.9861,31.9617,0.0006,32.0
558,33.1058,-5.6155,0.9859,33.1056,-5.6161,0.9859,31.7655,0.0006,32.0
559,33.6269,-5.5913,0.9865,33.6304,-5.5915,0.9865,32.2479,0.0006,32.0
560,32.7907,-5.63,0.9856,32.7875,-5.6309,0.9856,31.4727,0.0006,31.0
561,33.8736,-5.5799,0.9867,33.8799,-5.5797,0.9867,32.4771,0.0006,32.0
562,33.8531,-5.5805,0.9867,33.8538,-5.5809,0.9867,32.4531,0.0006,32.0
563,34.363,-5.5563,0.9872,34.3665,-5.5564,0.9872,32.9235,0.0006,33.0
564,33.1189,-5.615,0.9859,33.1193,-5.6155,0.9859,31.7781,0.0006,32.0
565,33.8661,-5.5801,0.9867,33.8708,-5.5801,0.9867,32.4687,0.0006,32.0
566,34.026,-5.5723,0.9869,34.0277,-5.5726,0.9869,32.6127,0.0006,33.0
567,33.184,-5.6117,0.986,33.1806,-5.6126,0.986,31.8345,0.0006,32.0
568,34.1962,-5.5645,0.987,34.2023,-5.5643,0.987,32.7729,0.0006,33.0
569,34.4208,-5.5534,0.9872,34.4227,-5.5537,0.9872,32.9751,0.0006,33.0
570,33.9833,-5.5741,0.9868,33.9819,-5.5748,0.9868,32.5707,0.0006,33.0
571,34.5545,-5.5471,0.9874,34.5582,-5.5472,0.9874,33.0993,0.0006,33.0
572,33.8481,-5.5805,0.9867,33.8453,-5.5813,0.9867,32.4453,0.0006,32.0
573,34.4717,-5.5511,0.9873,34.4758,-5.5511,0.9873,33.0237,0.0006,33.0
574,34.9024,-5.5302,0.9877,34.9054,-5.5303,0.9877,33.4173,0.0006,33.0
575,34.7489,-5.5374,0.9875,34.7488,-5.5379,0.9875,33.2739,0.0006,33.0
576,34.4054,-5.554,0.9872,34.4044,-5.5546,0.9872,32.9583,0.0006,33.0
577,34.6961,-5.5401,0.9875,34.6984,-5.5404,0.9875,33.2277,0.0006,33.0
578,34.3316,-5.5575,0.9871,34.3305,-5.5581,0.9871,32.8905,0.0006,33.0
579,33.8717,-5.5794,0.9867,33.8701,-5.5801,0.9867,32.4681,0.0006,32.0
580,33.9578,-5.5755,0.9868,33.959,-5.5759,0.9868,32.5497,0.0006,33.0
581,35.2851,-5.5113,0.988,35.2863,-5.5117,0.988,33.766,0.0006,34.0
582,35.3117,-5.51,0.988,35.3126,-5.5104,0.988,33.79,0.0006,34.0
583,35.1977,-5.5156,0.9879,35.1978,-5.516,0.9879,33.6849,0.0006,34.0
584,35.8564,-5.4833,0.9885,35.8607,-5.4832,0.9885,34.291,0.0006,34.0
585,35.7562,-5.488,0.9884,35.7563,-5.4884,0.9884,34.1956,0.0006,34.0
586,34.6328,-5.5427,0.9874,34.6277,-5.5438,0.9874,33.1629,0.0006,33.0
587,35.7691,-5.4878,0.9884,35.776,-5.4875,0.9884,34.2136,0.0006,34.0
