Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(TR),P Global (TR),Q Global (TR),FP Global(TR),P Global (SST),Q Global(SST),FP Global (SST),P (SST),Q (SST)
176,19.4573,4.8697,0.9701,19.4078,-4.4548,0.9748,58.375,14.6102,0.9701,115.4012,14.3282,0.9924,19.0596,0.0017,19.0
177,19.092,4.6823,0.9712,19.0463,-4.4694,0.9737,57.2831,14.0494,0.9712,113.2707,13.7777,0.9927,18.7108,0.0017,19.0
178,20.3188,5.3132,0.9675,20.2664,-4.4192,0.9772,60.9697,15.9448,0.9675,120.4597,15.6374,0.9917,19.8872,0.0017,20.0
179,19.4768,4.8796,0.97,19.426,-4.454,0.9748,58.43,14.6385,0.97,115.5084,14.3559,0.9924,19.0772,0.0017,19.0
180,18.0161,4.1309,0.9747,17.9789,-4.511,0.9701,54.0595,12.3967,0.9747,106.9741,12.1542,0.9936,17.6793,0.0016,18.0
181,19.2828,4.7805,0.9706,19.238,-4.4617,0.9743,57.862,14.3467,0.9706,114.4004,14.0695,0.9925,18.8958,0.0017,19.0
182,19.3968,4.8391,0.9703,19.3513,-4.4571,0.9746,58.2045,14.5226,0.9703,115.0685,14.2422,0.9924,19.0052,0.0017,19.0
183,19.5386,4.9119,0.9698,19.4922,-4.4513,0.975,58.6301,14.7413,0.9698,115.8989,14.4568,0.9923,19.1411,0.0017,19.0
184,19.364,4.822,0.9704,19.3173,-4.4585,0.9745,58.1016,14.4697,0.9704,114.8678,14.1903,0.9925,18.9723,0.0017,19.0
185,19.7143,5.0023,0.9693,19.6677,-4.4442,0.9755,59.1603,15.0139,0.9693,116.9329,14.7243,0.9922,19.3103,0.0017,19.0
186,19.5238,4.9041,0.9699,19.4759,-4.452,0.975,58.5808,14.716,0.9699,115.8026,14.4319,0.9923,19.1253,0.0017,19.0
187,19.8643,5.0795,0.9688,19.8166,-4.438,0.9759,59.6103,15.2453,0.9688,117.8103,14.9513,0.992,19.4538,0.0017,19.0
188,19.6873,4.9882,0.9694,19.6383,-4.4454,0.9754,59.0715,14.9682,0.9694,116.7596,14.6794,0.9922,19.2819,0.0017,19.0
189,19.7089,4.9994,0.9693,19.6607,-4.4444,0.9755,59.1392,15.003,0.9693,116.8916,14.7136,0.9922,19.3035,0.0017,19.0
190,20.1864,5.2452,0.9679,20.137,-4.4246,0.9768,60.5786,15.7434,0.9678,119.6975,15.4399,0.9918,19.7626,0.0017,20.0
191,19.1096,4.6909,0.9712,19.0603,-4.4688,0.9737,57.3254,14.0711,0.9712,113.3531,13.799,0.9927,18.7243,0.0017,19.0
192,19.6489,4.9689,0.9695,19.6037,-4.4468,0.9753,58.9671,14.9145,0.9695,116.5561,14.6268,0.9922,19.2486,0.0017,19.0
193,20.0704,5.1855,0.9682,20.0216,-4.4295,0.9765,60.2298,15.564,0.9682,119.0179,15.2639,0.9919,19.6514,0.0017,20.0
194,19.0885,4.6801,0.9712,19.0398,-4.4696,0.9737,57.2634,14.0393,0.9712,113.2322,13.7678,0.9927,18.7045,0.0017,19.0
195,19.2112,4.7438,0.9708,19.1671,-4.4645,0.974,57.6479,14.2367,0.9708,113.9826,13.9616,0.9926,18.8274,0.0017,19.0
196,21.0953,5.7133,0.9652,21.037,-4.3861,0.9791,63.2996,17.1455,0.9652,124.9963,16.8143,0.9911,20.6289,0.0017,21.0
197,20.9557,5.6411,0.9656,20.8971,-4.3922,0.9787,62.8765,16.9274,0.9656,124.1729,16.6005,0.9912,20.4943,0.0017,20.0
198,22.5121,6.4453,0.9614,22.4417,-4.3228,0.9821,67.5491,19.3414,0.9614,133.2577,18.9641,0.99,21.9781,0.0018,22.0
199,22.0215,6.1912,0.9627,21.9521,-4.3453,0.9811,66.0676,18.5751,0.9627,130.3796,18.2142,0.9904,21.5083,0.0018,22.0
200,20.7588,5.5397,0.9662,20.702,-4.4006,0.9783,62.2868,16.6233,0.9662,123.0249,16.3025,0.9913,20.3067,0.0017,20.0
201,20.6735,5.4957,0.9664,20.6174,-4.4042,0.9781,62.0309,16.4914,0.9664,122.5266,16.1733,0.9914,20.2252,0.0017,20.0
202,22.1152,6.24,0.9624,22.0482,-4.3409,0.9813,66.3584,18.7254,0.9624,130.9446,18.3613,0.9903,21.6005,0.0018,22.0
203,22.7021,6.5439,0.9609,22.6327,-4.314,0.9824,68.1272,19.6407,0.9609,134.3801,19.2569,0.9899,22.1613,0.0018,22.0
204,21.2536,5.7949,0.9648,21.1928,-4.3792,0.9794,63.7709,17.3887,0.9648,125.9134,17.0525,0.991,20.7788,0.0017,21.0
205,23.3634,6.8863,0.9592,23.2855,-4.2831,0.9836,70.1033,20.6649,0.9592,138.215,20.2583,0.9894,22.7869,0.0018,23.0
206,23.0861,6.7424,0.9599,23.0083,-4.2963,0.9831,69.2641,20.2298,0.9599,136.587,19.8329,0.9896,22.5213,0.0018,23.0
207,22.3102,6.3404,0.9619,22.2367,-4.3323,0.9817,66.9288,19.0204,0.9619,132.0528,18.65,0.9902,21.7815,0.0018,22.0
208,22.0811,6.2222,0.9625,22.0126,-4.3425,0.9812,66.2506,18.6697,0.9625,130.7351,18.3068,0.9903,21.5663,0.0018,22.0
209,20.4324,5.3715,0.9671,20.3781,-4.4144,0.9774,61.3073,16.1187,0.9671,121.1174,15.8079,0.9916,19.9948,0.0017,20.0
210,20.4655,5.3887,0.967,20.4117,-4.413,0.9775,61.4091,16.1711,0.967,121.3155,15.8592,0.9916,20.0272,0.0017,20.0
211,22.1524,6.2592,0.9623,22.0852,-4.3392,0.9814,66.4705,18.7834,0.9623,131.1624,18.4181,0.9903,21.6361,0.0018,22.0
212,22.6195,6.501,0.9611,22.5501,-4.3178,0.9823,67.8772,19.5113,0.9611,133.8948,19.1303,0.9899,22.0821,0.0018,22.0
213,23.4312,6.9218,0.959,23.3564,-4.2797,0.9837,70.3182,20.7763,0.959,138.6317,20.3672,0.9894,22.8548,0.0018,23.0
214,23.5529,6.9846,0.9587,23.473,-4.2741,0.9839,70.6711,20.9595,0.9587,139.3162,20.5462,0.9893,22.9664,0.0018,23.0
215,24.0342,7.2346,0.9576,23.9517,-4.2508,0.9847,72.1211,21.7123,0.9575,142.1268,21.2817,0.989,23.4246,0.0018,23.0
216,22.9579,6.6761,0.9602,22.8824,-4.3022,0.9829,68.8831,20.0323,0.9602,135.8476,19.6399,0.9897,22.4007,0.0018,22.0
217,22.9297,6.6615,0.9603,22.8547,-4.3035,0.9828,68.7993,19.9889,0.9603,135.6848,19.5974,0.9897,22.3742,0.0018,22.0
218,22.4407,6.408,0.9616,22.3676,-4.3263,0.9819,67.3248,19.2253,0.9616,132.8221,18.8505,0.9901,21.907,0.0018,22.0
219,22.2154,6.2916,0.9622,22.1457,-4.3365,0.9815,66.6535,18.878,0.9622,131.518,18.5107,0.9902,21.6942,0.0018,22.0
220,23.4302,6.921,0.959,23.3513,-4.2799,0.9837,70.3025,20.7682,0.959,138.6014,20.3593,0.9894,22.8499,0.0018,23.0
221,25.1168,7.7976,0.955,25.0213,-4.1972,0.9863,75.3618,23.3981,0.955,148.4014,22.9274,0.9883,24.4466,0.0018,24.0
222,24.0256,7.23,0.9576,23.94,-4.2514,0.9847,72.0854,21.6938,0.9576,142.0578,21.2636,0.989,23.4133,0.0018,23.0
223,23.5667,6.9916,0.9587,23.4833,-4.2736,0.984,70.7024,20.9757,0.9587,139.3769,20.5621,0.9893,22.9763,0.0018,23.0
224,25.5266,8.0111,0.9541,25.4269,-4.1763,0.9869,76.5913,24.0388,0.9541,150.7792,23.5523,0.988,24.8336,0.0018,25.0
225,23.9432,7.1871,0.9578,23.8581,-4.2554,0.9846,71.8375,21.565,0.9578,141.5773,21.1378,0.989,23.335,0.0018,23.0
226,23.8594,7.1436,0.958,23.7753,-4.2594,0.9844,71.5868,21.4348,0.958,141.0913,21.0106,0.9891,23.2558,0.0018,23.0
227,24.4963,7.4749,0.9565,24.4102,-4.2281,0.9854,73.5099,22.4342,0.9565,144.8171,21.9867,0.9887,23.8629,0.0018,24.0
228,24.888,7.6786,0.9556,24.7965,-4.2086,0.986,74.6804,23.0433,0.9555,147.0829,22.5812,0.9884,24.2319,0.0018,24.0
229,25.7298,8.1173,0.9537,25.6322,-4.1656,0.9871,77.2136,24.3634,0.9537,151.9823,23.8688,0.9879,25.0294,0.0018,25.0
230,24.6148,7.5362,0.9562,24.5232,-4.2224,0.9856,73.8524,22.6124,0.9562,145.4802,22.1606,0.9886,23.9709,0.0018,24.0
231,24.7383,7.6005,0.9559,24.6467,-4.2162,0.9858,74.2264,22.807,0.9559,146.2041,22.3505,0.9885,24.0888,0.0018,24.0
232,24.4424,7.4465,0.9566,24.3514,-4.231,0.9853,73.3316,22.3415,0.9566,144.4718,21.8962,0.9887,23.8066,0.0018,24.0
233,24.6483,7.5537,0.9561,24.5581,-4.2207,0.9857,73.958,22.6673,0.9561,145.6846,22.2142,0.9886,24.0042,0.0018,24.0
234,25.7946,8.1509,0.9535,25.6917,-4.1625,0.9872,77.3939,24.4574,0.9535,152.3308,23.9605,0.9879,25.0861,0.0018,25.0
235,24.7566,7.61,0.9559,24.6636,-4.2153,0.9858,74.2778,22.8337,0.9559,146.3036,22.3766,0.9885,24.105,0.0018,24.0
236,24.9828,7.7279,0.9553,24.8893,-4.2039,0.9861,74.9618,23.1898,0.9553,147.6274,22.7241,0.9884,24.3206,0.0018,24.0
237,25.2229,7.8529,0.9548,25.1269,-4.1918,0.9865,75.6819,23.5649,0.9548,149.0206,23.0901,0.9882,24.5474,0.0018,25.0
238,23.3969,6.9036,0.9591,23.3169,-4.2816,0.9837,70.1986,20.7143,0.9591,138.3999,20.3066,0.9894,22.817,0.0018,23.0
239,24.4616,7.4566,0.9565,24.3725,-4.2299,0.9854,73.3958,22.3749,0.9565,144.5961,21.9288,0.9887,23.8269,0.0018,24.0
240,25.5447,8.0205,0.9541,25.4444,-4.1754,0.9869,76.6442,24.0664,0.9541,150.8815,23.5792,0.988,24.8503,0.0018,25.0
241,24.464,7.4578,0.9565,24.374,-4.2299,0.9854,73.4001,22.3771,0.9565,144.6044,21.9309,0.9887,23.8282,0.0018,24.0
242,25.5671,8.0322,0.954,25.4666,-4.1742,0.9869,76.7114,24.1015,0.954,151.0115,23.6134,0.988,24.8714,0.0018,25.0
243,26.5862,8.5642,0.9518,26.4744,-4.1209,0.9882,79.7678,25.6971,0.9518,156.916,25.1686,0.9874,25.8318,0.0018,26.0
244,25.914,8.2129,0.9533,25.805,-4.1566,0.9874,77.7375,24.6367,0.9533,152.9947,24.1353,0.9878,25.1941,0.0018,25.0
245,26.9594,8.7593,0.9511,26.8433,-4.101,0.9886,80.8868,26.2823,0.9511,159.0756,25.7385,0.9872,26.1828,0.0018,26.0
246,26.1721,8.3477,0.9527,26.0595,-4.1431,0.9877,78.5094,25.0396,0.9527,154.486,24.528,0.9876,25.4367,0.0018,25.0
247,27.3146,8.9453,0.9503,27.1944,-4.0817,0.989,81.9523,26.84,0.9503,161.1307,26.2814,0.987,26.5168,0.0018,27.0
248,27.8166,9.2083,0.9493,27.6932,-4.054,0.9895,83.4659,27.633,0.9493,164.0484,27.0531,0.9867,26.9906,0.0018,27.0
249,27.3832,8.9811,0.9502,27.2588,-4.0782,0.9891,82.1477,26.9423,0.9502,161.5075,26.381,0.9869,26.578,0.0018,27.0
250,26.8471,8.7005,0.9513,26.7284,-4.1072,0.9885,80.5381,26.0999,0.9513,158.4027,25.5609,0.9872,26.0735,0.0018,26.0
251,27.2898,8.9323,0.9504,27.1722,-4.0829,0.989,81.8848,26.8046,0.9504,161.0005,26.247,0.987,26.4956,0.0018,26.0
252,28.0437,9.3275,0.9489,27.9192,-4.0413,0.9898,84.1522,27.9929,0.9489,165.3706,27.4032,0.9865,27.2053,0.0018,27.0
253,30.2526,10.489,0.9448,30.0957,-3.9139,0.9917,90.7643,31.4704,0.9448,178.0857,30.7812,0.9854,29.2673,0.0017,29.0
254,26.8856,8.7207,0.9512,26.7681,-4.1051,0.9885,80.6586,26.1629,0.9512,158.6353,25.6223,0.9872,26.1113,0.0018,26.0
255,28.4196,9.5246,0.9482,28.2862,-4.0204,0.9901,85.2666,28.5777,0.9482,167.5165,27.9718,0.9863,27.5536,0.0018,28.0
256,29.834,10.2684,0.9456,29.6822,-3.9387,0.9914,89.5075,30.808,0.9456,175.6722,30.1384,0.9856,28.8762,0.0017,29.0
257,29.9952,10.3533,0.9453,29.8416,-3.9292,0.9915,89.9918,31.0632,0.9453,176.6025,30.3861,0.9855,29.027,0.0017,29.0
258,28.2351,9.4277,0.9485,28.1022,-4.0309,0.99,84.7078,28.2844,0.9485,166.4407,27.6867,0.9864,27.379,0.0018,27.0
259,28.113,9.3637,0.9488,27.9818,-4.0377,0.9898,84.3422,28.0926,0.9488,165.7365,27.5001,0.9865,27.2647,0.0018,27.0
260,30.8965,10.8288,0.9437,30.7311,-3.875,0.9922,92.7081,32.4961,0.9437,181.7927,31.77,0.9851,29.8676,0.0017,30.0
261,29.0518,9.8567,0.947,28.9085,-3.9844,0.9907,87.1565,29.5707,0.947,171.1532,28.9368,0.986,28.1436,0.0018,28.0
262,30.5818,10.6627,0.9443,30.42,-3.8941,0.992,91.7684,31.9999,0.9442,179.9778,31.2857,0.9852,29.5738,0.0017,30.0
263,31.7323,11.2706,0.9423,31.5538,-3.8236,0.9928,95.1936,33.8101,0.9423,186.5896,33.0521,0.9847,30.6439,0.0016,31.0
264,32.0567,11.4423,0.9418,31.8751,-3.8032,0.993,96.1645,34.324,0.9418,188.4621,33.5534,0.9845,30.9468,0.0016,31.0
265,32.4716,11.6622,0.9411,32.2846,-3.7769,0.9933,97.4227,34.9908,0.9411,190.8474,34.1927,0.9843,31.3324,0.0016,31.0
266,31.5617,11.1804,0.9426,31.3844,-3.8343,0.9927,94.6818,33.5393,0.9426,185.6021,32.7879,0.9848,30.4842,0.0017,30.0
267,31.7664,11.2886,0.9423,31.5881,-3.8214,0.9928,95.2974,33.8651,0.9423,186.7899,33.1057,0.9847,30.6763,0.0016,31.0
268,31.078,10.9247,0.9434,30.9031,-3.8644,0.9924,93.2279,32.7707,0.9434,182.7962,32.038,0.985,30.0301,0.0017,30.0
269,31.7689,11.29,0.9423,31.5943,-3.821,0.9928,95.3162,33.875,0.9423,186.826,33.1154,0.9847,30.6822,0.0016,31.0
270,30.9753,10.8704,0.9436,30.8011,-3.8707,0.9923,92.9198,32.6079,0.9436,182.2013,31.8791,0.985,29.9338,0.0017,30.0
271,33.0072,11.9463,0.9403,32.8101,-3.7426,0.9936,99.0228,35.8395,0.9403,193.9077,35.0139,0.9841,31.827,0.0016,32.0
272,32.771,11.821,0.9407,32.5743,-3.7581,0.9935,98.3047,35.4585,0.9407,192.5347,34.6453,0.9842,31.6051,0.0016,32.0
273,32.9629,11.9228,0.9404,32.7666,-3.7455,0.9936,98.8902,35.7692,0.9404,193.6543,34.9459,0.9841,31.786,0.0016,32.0
274,33.895,12.418,0.939,33.683,-3.6846,0.9941,101.6816,37.2523,0.939,198.9876,36.3798,0.9837,32.6473,0.0015,33.0
275,34.9455,12.9775,0.9374,34.7164,-3.6142,0.9947,104.8308,38.9295,0.9374,204.9954,37.9996,0.9832,33.6166,0.0014,34.0
276,33.9227,12.4328,0.9389,33.7089,-3.6829,0.9942,101.7605,37.2942,0.9389,199.1381,36.4203,0.9837,32.6716,0.0015,33.0
277,35.8494,13.46,0.9362,35.6055,-3.5519,0.9951,107.5422,40.3768,0.9362,210.1602,39.3959,0.9829,34.4491,0.0013,34.0
278,34.0339,12.492,0.9388,33.8177,-3.6756,0.9942,102.092,37.4706,0.9388,199.771,36.5908,0.9836,32.7738,0.0015,33.0
279,33.7485,12.3402,0.9392,33.5359,-3.6945,0.9941,101.2334,37.0139,0.9392,198.1318,36.1495,0.9838,32.5092,0.0015,33.0
280,34.9683,12.9897,0.9374,34.7389,-3.6126,0.9947,104.8996,38.9662,0.9374,205.1266,38.035,0.9832,33.6377,0.0014,34.0
281,35.6017,13.3276,0.9365,35.366,-3.5688,0.995,106.8117,39.9866,0.9365,208.7695,39.0196,0.983,34.225,0.0013,34.0
282,35.2838,13.1581,0.937,35.0454,-3.5913,0.9949,105.834,39.4646,0.937,206.9073,38.516,0.9831,33.9248,0.0014,34.0
283,36.0765,13.5813,0.9359,35.834,-3.5357,0.9952,108.2393,40.7495,0.9359,211.487,39.7552,0.9828,34.6628,0.0013,35.0
284,36.6626,13.895,0.9351,36.4079,-3.4945,0.9955,109.9906,41.6865,0.9351,214.818,40.6581,0.9826,35.1992,0.0012,35.0
285,35.7919,13.4294,0.9363,35.5468,-3.5561,0.9951,107.3632,40.2812,0.9363,209.8195,39.3037,0.9829,34.3942,0.0013,34.0
286,36.5148,13.8158,0.9353,36.2639,-3.5049,0.9954,109.5511,41.4512,0.9353,213.9823,40.4314,0.9826,35.0646,0.0012,35.0
287,36.0971,13.5926,0.9358,35.8436,-3.535,0.9952,108.2687,40.7652,0.9359,211.5429,39.7703,0.9828,34.6718,0.0013,35.0
288,36.3265,13.7152,0.9355,36.0746,-3.5185,0.9953,108.9736,41.1422,0.9355,212.884,40.1337,0.9827,34.8878,0.0013,35.0
289,37.1694,14.1666,0.9344,36.9009,-3.4586,0.9957,111.4957,42.4928,0.9344,217.6782,41.4346,0.9824,35.6595,0.0012,36.0
290,36.7653,13.9502,0.935,36.4999,-3.4878,0.9955,110.2715,41.8369,0.935,215.3519,40.803,0.9825,35.2851,0.0012,35.0
291,37.537,14.3636,0.934,37.268,-3.4316,0.9958,112.6165,43.0939,0.934,219.8068,42.0132,0.9822,36.0019,0.0011,36.0
292,39.0972,15.2025,0.932,38.7926,-3.3167,0.9964,117.2745,45.5977,0.932,228.6398,44.4207,0.9816,37.4215,0.0009,37.0
293,38.6378,14.9555,0.9326,38.3365,-3.3516,0.9963,115.8804,44.8473,0.9326,225.9983,43.6997,0.9818,36.9972,0.001,37.0
294,39.0283,15.1653,0.9321,38.7273,-3.3218,0.9964,117.0749,45.4901,0.9321,228.2616,44.3174,0.9817,37.3608,0.0009,37.0
295,36.4842,13.7997,0.9353,36.2253,-3.5077,0.9954,109.4335,41.3883,0.9353,213.7587,40.3708,0.9826,35.0286,0.0012,35.0
296,38.9813,15.1401,0.9322,38.6799,-3.3254,0.9964,116.9299,45.4121,0.9322,227.9871,44.2424,0.9817,37.3167,0.0009,37.0
297,38.0572,14.6432,0.9333,37.7706,-3.3942,0.996,114.1514,43.9179,0.9333,222.7198,42.806,0.982,36.4703,0.001,36.0
298,38.0491,14.6388,0.9333,37.7633,-3.3948,0.996,114.1293,43.906,0.9333,222.6778,42.7946,0.982,36.4636,0.001,36.0
299,40.3402,15.8729,0.9306,40.0112,-3.2218,0.9968,121.0248,47.6212,0.9306,235.6907,46.3499,0.9812,38.5531,0.0007,39.0
300,40.2944,15.8483,0.9306,39.9636,-3.2256,0.9968,120.8792,47.5426,0.9306,235.4158,46.2745,0.9812,38.509,0.0007,39.0
301,40.165,15.7785,0.9308,39.8361,-3.2356,0.9968,120.4885,47.3316,0.9308,234.6781,46.0724,0.9813,38.3907,0.0007,38.0
302,39.3698,15.3701,0.9315,39.0501,-3.2969,0.9965,118.0637,46.0837,0.9316,230.1302,44.8875,0.9815,37.6608,0.0009,38.0
303,39.7592,15.5999,0.9309,39.4423,-3.2665,0.9966,119.287,46.8051,0.9309,232.4,45.5679,0.9813,38.0251,0.0008,38.0
304,40.4443,15.99,0.93,40.1156,-3.2136,0.9969,121.3514,47.9808,0.9299,236.2946,46.6944,0.981,38.6499,0.0007,39.0
305,40.1805,15.8683,0.9301,39.8472,-3.2348,0.9968,120.5314,47.599,0.9301,234.7422,46.3287,0.9811,38.4009,0.0007,38.0
306,40.881,16.2668,0.9291,40.5418,-3.1796,0.997,122.6619,48.8117,0.9291,238.7585,47.4899,0.9808,39.045,0.0006,39.0
307,39.6793,15.6386,0.9303,39.3561,-3.2732,0.9966,119.032,46.9122,0.9304,231.9013,45.6707,0.9812,37.9451,0.0008,38.0
308,41.5491,16.6697,0.9281,41.1888,-3.1274,0.9972,124.65,50.0107,0.9281,242.4974,48.637,0.9805,39.6441,0.0005,40.0
309,42.7868,17.3618,0.9266,42.4032,-3.0275,0.9975,128.3605,52.0855,0.9266,249.493,50.6205,0.98,40.764,0.0027,41.0
310,40.2525,16.0094,0.9292,39.9139,-3.2295,0.9968,120.747,48.0221,0.9292,235.128,46.7342,0.9808,38.4628,0.0007,38.0
311,39.4749,15.6105,0.9299,39.1467,-3.2894,0.9965,118.3997,46.8168,0.9299,230.6895,45.5795,0.981,37.7506,0.0008,38.0
312,40.9748,16.4407,0.9281,40.6234,-3.1731,0.997,122.9259,49.3232,0.9281,239.2303,47.9796,0.9805,39.1206,0.0006,39.0
313,41.5303,16.7619,0.9273,41.1704,-3.1289,0.9972,124.6056,50.2943,0.9273,242.3914,48.9084,0.9802,39.6271,0.0005,40.0
314,42.5268,17.3233,0.9261,42.1464,-3.0489,0.9974,127.5799,51.9697,0.9261,248.0066,50.5105,0.9799,40.5261,0.0034,41.0
315,39.989,15.9698,0.9287,39.6522,-3.2501,0.9967,119.9568,47.9035,0.9287,233.6145,46.6208,0.9807,38.22,0.0008,38.0
316,41.9181,17.0341,0.9264,41.5435,-3.0985,0.9973,125.757,51.104,0.9264,244.546,49.6823,0.98,39.9723,0.0004,40.0
317,41.029,16.5732,0.9272,40.6702,-3.1693,0.997,123.0812,49.7161,0.9272,239.5009,48.3558,0.9802,39.164,0.0006,39.0
318,41.647,16.9282,0.9264,41.2813,-3.1199,0.9972,124.9576,50.7944,0.9264,243.0318,49.3866,0.98,39.7297,0.0005,40.0
319,41.2698,16.745,0.9266,40.9014,-3.1507,0.9971,123.7946,50.2263,0.9266,240.8366,48.8437,0.98,39.378,0.0005,39.0
320,41.6667,16.9803,0.9261,41.2966,-3.1187,0.9972,125.0095,50.9467,0.926,243.1204,49.5323,0.9799,39.7439,0.0005,40.0
321,42.072,17.2209,0.9255,41.6922,-3.0863,0.9973,126.2256,51.6684,0.9255,245.4049,50.2217,0.9797,40.1098,0.0004,40.0
322,43.3445,17.9334,0.924,42.9343,-2.9828,0.9976,130.0335,53.8002,0.924,252.5656,52.2564,0.9793,41.2555,0.0012,41.0
323,43.0044,17.7694,0.9242,42.5983,-3.0111,0.9976,128.9981,53.2992,0.9242,250.6221,51.7791,0.9793,40.9446,0.0022,41.0
324,43.4663,18.041,0.9236,43.0545,-2.9726,0.9977,130.4102,54.1299,0.9236,253.2608,52.5706,0.9791,41.3667,0.0009,41.0
325,42.872,17.7392,0.924,42.4654,-3.0223,0.9975,128.5926,53.2035,0.924,249.8531,51.6882,0.9793,40.8216,0.0025,41.0
326,42.5357,17.5771,0.9242,42.1408,-3.0494,0.9974,127.5925,52.7224,0.9242,247.9741,51.2296,0.9793,40.5209,0.0035,41.0
327,42.2877,17.4631,0.9243,41.8913,-3.0699,0.9974,126.8515,52.3826,0.9243,246.5545,50.9038,0.9793,40.2938,0.0003,40.0
328,42.1476,17.4079,0.9243,41.7548,-3.0812,0.9973,126.435,52.219,0.9243,245.7662,50.7478,0.9793,40.1676,0.0004,40.0
329,43.8949,18.3791,0.9224,43.463,-2.9379,0.9978,131.6862,55.1381,0.9224,255.6231,53.5308,0.9788,41.7444,-0.0003,42.0
330,43.021,17.9243,0.9231,42.6111,-3.0101,0.9976,129.0556,53.7684,0.9231,250.6961,52.227,0.979,40.9565,0.0021,41.0
331,43.5954,18.2575,0.9224,43.1751,-2.9624,0.9977,130.8013,54.7815,0.9224,253.9585,53.1918,0.9788,41.4782,0.0005,41.0
332,43.7669,18.3722,0.9221,43.3362,-2.9487,0.9977,131.3022,55.1174,0.9221,254.8903,53.5114,0.9787,41.6272,0.0,42.0
333,44.2959,18.6813,0.9214,43.8522,-2.9045,0.9979,132.9012,56.0522,0.9214,257.8735,54.4006,0.9785,42.104,-0.0015,42.0
334,43.6756,18.365,0.9218,43.2373,-2.9571,0.9977,131.0016,55.0795,0.9218,254.3183,53.4757,0.9786,41.5358,0.0003,42.0
335,43.3496,18.2082,0.922,42.9235,-2.9837,0.9976,130.034,54.6156,0.922,252.5032,53.0343,0.9786,41.2455,0.0012,41.0
336,44.0551,18.613,0.9212,43.6181,-2.9246,0.9978,132.1848,55.8507,0.9212,256.52,54.2095,0.9784,41.8877,-0.0008,42.0
337,43.9781,18.5926,0.9211,43.534,-2.9318,0.9978,131.9273,55.7735,0.9211,256.0338,54.1362,0.9784,41.81,-0.0005,42.0
338,41.673,17.3603,0.9231,41.2817,-3.1199,0.9972,125.008,52.0741,0.9231,243.0338,50.61,0.979,39.7301,0.0005,40.0
339,43.9825,18.637,0.9207,43.54,-2.9313,0.9978,131.951,55.9131,0.9207,256.0681,54.2691,0.9783,41.8155,-0.0006,42.0
340,43.6483,18.4763,0.9209,43.2088,-2.9595,0.9977,130.9293,55.4196,0.9209,254.1531,53.7999,0.9783,41.5094,0.0004,42.0
341,45.1314,19.3067,0.9194,44.6502,-2.8352,0.998,135.3941,57.9201,0.9194,262.4848,56.1757,0.9779,42.8404,-0.0039,43.0
342,42.7234,18.0152,0.9214,42.3104,-3.0352,0.9975,128.1576,54.0379,0.9214,248.9561,52.4849,0.9785,40.678,0.003,41.0
343,44.0681,18.7684,0.92,43.6182,-2.9246,0.9978,132.2041,56.3051,0.92,256.5207,54.6423,0.9781,41.8878,-0.0008,42.0
344,44.395,18.9678,0.9196,43.9363,-2.8972,0.9979,133.1913,56.9074,0.9196,258.3592,55.2148,0.9779,42.1816,-0.0018,42.0
345,44.2866,18.9303,0.9195,43.8256,-2.9068,0.9979,132.8514,56.7856,0.9195,257.7195,55.0992,0.9779,42.0794,-0.0014,42.0
346,45.4127,19.5668,0.9184,44.9277,-2.8107,0.9981,136.2363,58.6993,0.9184,264.0592,56.9188,0.9775,43.0916,-0.0004,43.0
347,44.7402,19.221,0.9188,44.2568,-2.8695,0.9979,134.192,57.6453,0.9188,260.2114,55.9159,0.9777,42.4774,-0.0027,42.0
348,45.4327,19.6198,0.9181,44.952,-2.8085,0.9981,136.3168,58.8712,0.918,264.1991,57.0821,0.9774,43.1139,-0.0004,43.0
349,44.7658,19.2776,0.9185,44.2798,-2.8675,0.998,134.269,57.8153,0.9185,260.3446,56.0775,0.9776,42.4987,-0.0028,42.0
350,44.811,19.323,0.9183,44.3306,-2.8631,0.998,134.4292,57.9669,0.9183,260.6382,56.2215,0.9775,42.5456,-0.003,43.0
351,44.5067,19.1784,0.9184,44.0311,-2.889,0.9979,133.5045,57.5257,0.9184,258.9075,55.8029,0.9776,42.2692,-0.002,42.0
352,44.8128,19.3666,0.9179,44.3335,-2.8628,0.998,134.4438,58.1031,0.9179,260.6548,56.3511,0.9774,42.5482,-0.003,43.0
353,44.5054,19.2205,0.918,44.0281,-2.8893,0.9979,133.5006,57.652,0.9181,258.8898,55.9231,0.9775,42.2663,-0.002,42.0
354,44.1892,19.0693,0.9182,43.7208,-2.9158,0.9978,132.5521,57.1984,0.9182,257.1138,55.4926,0.9775,41.9826,-0.0011,42.0
355,45.326,19.7117,0.917,44.8349,-2.8189,0.9981,135.9764,59.1341,0.917,263.5247,57.3323,0.9771,43.0063,-0.0004,43.0
356,45.1962,19.6623,0.917,44.6959,-2.8312,0.998,135.5784,58.9808,0.917,262.7488,57.1841,0.9771,42.8825,-0.0041,43.0
357,46.7969,20.561,0.9155,46.2655,-2.691,0.9984,140.39,61.6826,0.9155,271.7559,59.7493,0.9767,44.3189,-0.0008,44.0
358,46.4032,20.3669,0.9157,45.8748,-2.7263,0.9983,139.1886,61.0878,0.9157,269.5089,59.1857,0.9767,43.9608,-0.0007,44.0
