Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(TR),P Global (TR),Q Global (TR),FP Global(TR),P Global (SST),Q Global(SST),FP Global (SST),P (SST),Q (SST)
542,30.292,16.933,0.8729,29.9339,-3.9236,0.9917,90.8715,50.7963,0.8729,177.1414,49.4084,0.9632,29.1143,0.0017,29.0
543,30.4096,17.0598,0.8721,30.047,-3.9168,0.9918,91.2249,51.177,0.8721,177.8012,49.7728,0.963,29.2212,0.0017,29.0
544,28.9204,16.3352,0.8707,28.5837,-4.0033,0.9906,86.754,49.0011,0.8707,169.2554,47.6892,0.9625,27.8358,0.0018,28.0
545,29.9417,16.9404,0.8704,29.5835,-3.9446,0.9914,89.8204,50.8183,0.8704,175.0954,49.4297,0.9624,28.7828,0.0017,29.0
546,28.0321,15.9945,0.8686,27.7082,-4.0531,0.9897,84.0902,47.9795,0.8686,164.1363,46.7099,0.9618,27.0049,0.0018,27.0
547,29.0762,16.6106,0.8683,28.7309,-3.9948,0.9907,87.2255,49.83,0.8683,170.1155,48.4836,0.9617,27.9753,0.0018,28.0
548,27.4298,15.8054,0.8665,27.1131,-4.0862,0.9891,82.2846,47.4132,0.8665,160.6549,46.1668,0.9611,26.4395,0.0018,26.0
549,29.4647,16.9452,0.8669,29.1073,-3.9728,0.991,88.392,50.8342,0.8669,172.3147,49.4453,0.9612,28.332,0.0017,28.0
550,28.6871,16.5987,0.8656,28.3369,-4.0175,0.9903,86.0412,49.7832,0.8656,167.8126,48.439,0.9608,27.6017,0.0018,28.0
551,27.378,15.9712,0.8638,27.0557,-4.0894,0.989,82.1295,47.9108,0.8638,160.3189,46.6444,0.9602,26.3849,0.0018,26.0
552,30.5668,17.7233,0.8651,30.1796,-3.9088,0.9919,91.698,53.1685,0.8651,178.5751,51.678,0.9606,29.3466,0.0017,29.0
553,28.7099,16.8036,0.863,28.3561,-4.0164,0.9904,86.1215,50.4056,0.863,167.9249,49.0353,0.9599,27.6199,0.0018,28.0
554,28.7099,16.868,0.8622,28.3552,-4.0164,0.9904,86.1259,50.6013,0.8622,167.9195,49.2228,0.9596,27.619,0.0018,28.0
555,28.4134,16.7758,0.8611,28.0603,-4.0333,0.9901,85.2304,50.3211,0.8611,166.1953,48.9546,0.9593,27.3392,0.0018,27.0
556,30.7351,18.071,0.862,30.3335,-3.8994,0.992,92.2004,54.2099,0.862,179.4735,52.6731,0.9595,29.4921,0.0017,29.0
557,28.8139,17.1166,0.8597,28.4483,-4.0111,0.9904,86.4326,51.3439,0.8597,168.4636,49.9339,0.9588,27.7073,0.0018,28.0
558,28.4277,16.9769,0.8586,28.0665,-4.0329,0.9901,85.2711,50.9229,0.8586,166.2316,49.5311,0.9584,27.3451,0.0018,27.0
559,28.4759,17.0666,0.8577,28.1143,-4.0302,0.9901,85.4249,51.1978,0.8577,166.5114,49.7942,0.9581,27.3905,0.0018,27.0
560,28.7981,17.3013,0.8572,28.4292,-4.0122,0.9904,86.3964,51.9054,0.8572,168.3525,50.4713,0.9579,27.6893,0.0018,28.0
561,29.3431,17.6544,0.8569,28.9619,-3.9813,0.9909,88.0354,52.9672,0.8569,171.4652,51.4865,0.9578,28.1942,0.0018,28.0
562,28.6538,17.3549,0.8553,28.276,-4.021,0.9903,85.9418,52.052,0.8553,167.4564,50.6117,0.9572,27.5439,0.0018,28.0
563,28.8621,17.529,0.8547,28.4837,-4.0091,0.9905,86.5855,52.5864,0.8547,168.6706,51.1228,0.957,27.7409,0.0018,28.0
564,28.2979,17.2956,0.8532,27.9235,-4.041,0.99,84.8774,51.8761,0.8533,165.3958,50.4437,0.9565,27.2094,0.0018,27.0
565,26.0493,16.1737,0.8496,25.7204,-4.161,0.9875,78.1297,48.5089,0.8496,152.4992,47.2278,0.9552,25.1135,0.0018,25.0
566,29.2758,17.9419,0.8526,28.8813,-3.986,0.9909,87.8263,53.825,0.8526,170.994,52.3067,0.9563,28.1178,0.0018,28.0
567,26.8589,16.7291,0.8488,26.5092,-4.1191,0.9884,80.5699,50.1827,0.8488,157.1196,48.8234,0.955,25.8649,0.0018,26.0
568,28.7625,17.7992,0.8503,28.3732,-4.0154,0.9904,86.2847,53.3958,0.8503,168.0248,51.8968,0.9555,27.6361,0.0018,28.0
569,27.9793,17.4502,0.8485,27.5979,-4.0593,0.9896,83.9173,52.3371,0.8485,163.4913,50.8851,0.9548,26.9002,0.0018,27.0
570,29.1837,18.1517,0.8491,28.7797,-3.9919,0.9908,87.5458,54.4517,0.8491,170.4007,52.9055,0.955,28.0216,0.0018,28.0
571,27.9995,17.5895,0.8468,27.6171,-4.0582,0.9897,83.991,52.7635,0.8468,163.6035,51.293,0.9542,26.9184,0.0018,27.0
572,28.4201,17.8761,0.8465,28.0302,-4.035,0.9901,85.2642,53.6309,0.8465,166.0196,52.1219,0.9541,27.3107,0.0018,27.0
573,28.4901,17.9781,0.8457,28.0937,-4.0314,0.9901,85.4662,53.9316,0.8457,166.3905,52.4093,0.9538,27.3709,0.0018,27.0
574,28.3731,17.981,0.8447,27.9754,-4.0381,0.99,85.1115,53.9378,0.8447,165.6991,52.4153,0.9534,27.2586,0.0018,27.0
575,28.0957,17.899,0.8434,27.7003,-4.0536,0.9898,84.2762,53.6898,0.8434,164.0903,52.1786,0.953,26.9974,0.0018,27.0
576,27.8423,17.8296,0.8421,27.4501,-4.0676,0.9895,83.5171,53.4822,0.8421,162.6264,51.9804,0.9525,26.7597,0.0018,27.0
577,27.4431,17.6834,0.8406,27.056,-4.0893,0.9891,82.3173,53.0421,0.8406,160.3203,51.56,0.952,26.3851,0.0018,26.0
578,28.0367,18.0609,0.8407,27.641,-4.0569,0.9897,84.1175,54.1876,0.8407,163.7434,52.6544,0.952,26.9411,0.0018,27.0
579,27.6962,17.9464,0.8392,27.2989,-4.0759,0.9893,83.0768,53.8312,0.8392,161.742,52.3142,0.9515,26.6161,0.0018,27.0
580,27.6433,17.9828,0.8382,27.2466,-4.0788,0.9893,82.9242,53.9445,0.8382,161.4359,52.4225,0.9511,26.5663,0.0018,27.0
581,28.4143,18.4546,0.8386,28.0039,-4.0365,0.9901,85.2532,55.3708,0.8386,165.8658,53.7841,0.9512,27.2857,0.0018,27.0
582,27.7477,18.168,0.8366,27.3395,-4.0737,0.9894,83.2242,54.4911,0.8366,161.9794,52.9447,0.9505,26.6546,0.0018,27.0
583,25.9928,17.306,0.8324,25.6227,-4.1661,0.9874,77.9726,51.9141,0.8324,151.9264,50.4823,0.949,25.0203,0.0018,25.0
584,28.6213,18.759,0.8364,28.1944,-4.0256,0.9903,85.861,56.275,0.8364,166.9793,54.6469,0.9504,27.4664,0.0018,27.0
585,27.5992,18.2829,0.8337,27.1901,-4.082,0.9892,82.7897,54.8435,0.8337,161.1055,53.2815,0.9494,26.5127,0.0018,27.0
586,27.7206,18.4096,0.833,27.3081,-4.0754,0.9894,83.159,55.227,0.833,161.7961,53.6476,0.9492,26.6248,0.0018,27.0
587,27.5607,18.3879,0.8319,27.1474,-4.0843,0.9892,82.6736,55.1578,0.8319,160.8551,53.5817,0.9487,26.472,0.0018,26.0
588,26.4912,17.8854,0.8288,26.0988,-4.141,0.988,79.4676,53.6523,0.8288,154.7161,52.1444,0.9476,25.4741,0.0018,25.0
589,27.415,18.4355,0.8298,27.0012,-4.0923,0.989,82.2407,55.3036,0.8298,159.9998,53.7211,0.948,26.333,0.0018,26.0
590,28.6148,19.1332,0.8313,28.1716,-4.0269,0.9902,85.8382,57.3952,0.8313,166.8466,55.7153,0.9485,27.4449,0.0018,27.0
591,25.3457,17.4694,0.8234,24.9692,-4.1998,0.9865,76.0293,52.4027,0.8234,148.0956,50.9506,0.9456,24.3968,0.0018,24.0
592,27.5538,18.696,0.8275,27.1302,-4.0853,0.9892,82.659,56.0863,0.8275,160.7547,54.4681,0.9471,26.4557,0.0018,26.0
593,26.8708,18.3983,0.8251,26.4542,-4.122,0.9884,80.594,55.1822,0.8251,156.7977,53.6058,0.9462,25.8126,0.0018,26.0
594,27.5468,18.8163,0.8257,27.1218,-4.0857,0.9892,82.6486,56.4548,0.8257,160.7057,54.8198,0.9464,26.4477,0.0018,26.0
595,25.2242,17.6545,0.8193,24.8412,-4.2064,0.9864,75.6661,52.959,0.8193,147.3449,51.4829,0.944,24.2746,0.0018,24.0
596,27.4407,18.8855,0.8238,27.0094,-4.0919,0.9891,82.3194,56.6546,0.8238,160.0481,55.0105,0.9457,26.3409,0.0018,26.0
597,25.3031,17.8204,0.8176,24.9138,-4.2027,0.9865,75.9029,53.4567,0.8176,147.7706,51.9588,0.9434,24.3439,0.0018,24.0
598,26.3891,18.4546,0.8195,25.9756,-4.1476,0.9879,79.1644,55.3616,0.8195,153.9945,53.7777,0.9441,25.3567,0.0018,25.0
599,27.6452,19.1806,0.8216,27.2011,-4.0814,0.9893,82.9305,57.5381,0.8216,161.1696,55.8528,0.9449,26.5231,0.0018,27.0
600,26.5809,18.6803,0.8182,26.1569,-4.1379,0.9881,79.7352,56.0359,0.8182,155.0561,54.4212,0.9436,25.5294,0.0018,26.0
601,26.7514,18.8322,0.8177,26.3231,-4.1291,0.9883,80.2528,56.4956,0.8177,156.03,54.8597,0.9434,25.6878,0.0018,26.0
602,26.8297,18.8919,0.8176,26.3981,-4.1251,0.9884,80.4848,56.6728,0.8176,156.4688,55.0287,0.9434,25.7591,0.0018,26.0
603,27.5084,19.2681,0.8191,27.0647,-4.0889,0.9891,82.5321,57.8092,0.8191,160.3712,56.1115,0.9439,26.3934,0.0018,26.0
604,27.3353,19.1957,0.8184,26.8889,-4.0985,0.9889,81.9952,57.5798,0.8184,159.3427,55.893,0.9436,26.2262,0.0018,26.0
605,26.7815,18.9216,0.8167,26.3445,-4.1279,0.9883,80.3273,56.7528,0.8167,156.1552,55.1051,0.943,25.7081,0.0018,26.0
606,27.581,19.3608,0.8185,27.1342,-4.085,0.9892,82.7524,58.0888,0.8185,160.7781,56.3779,0.9437,26.4595,0.0018,26.0
607,26.9329,19.0379,0.8166,26.4903,-4.1201,0.9885,80.779,57.0998,0.8166,157.0088,55.4359,0.943,25.8469,0.0018,26.0
608,25.8231,18.4696,0.8134,25.4083,-4.1773,0.9872,77.463,55.4045,0.8134,150.6697,53.8194,0.9417,24.8158,0.0018,25.0
609,25.0951,18.1049,0.811,24.6915,-4.2139,0.9862,75.2683,54.3028,0.811,146.4671,52.7678,0.9408,24.1316,0.0018,24.0
610,26.1461,18.6758,0.8137,25.7239,-4.1608,0.9876,78.435,56.025,0.8137,152.5194,54.4114,0.9419,25.1168,0.0018,25.0
611,27.98,19.6633,0.8182,27.5156,-4.0639,0.9896,83.9347,58.9863,0.8182,163.0099,57.2325,0.9435,26.822,0.0018,27.0
612,26.4433,18.8688,0.814,26.0114,-4.1457,0.9879,79.3214,56.6006,0.814,154.2043,54.9603,0.942,25.3909,0.0018,25.0
613,26.505,18.9193,0.8139,26.0725,-4.1424,0.988,79.5108,56.7548,0.8139,154.5618,55.1073,0.9419,25.449,0.0018,25.0
614,25.3195,18.3125,0.8103,24.9113,-4.2028,0.9865,75.9528,54.9334,0.8103,147.7564,53.3701,0.9405,24.3416,0.0018,24.0
615,25.6835,18.5215,0.8111,25.2697,-4.1844,0.987,77.0536,55.5667,0.8111,149.8578,53.9744,0.9408,24.6837,0.0018,25.0
616,26.5352,18.9882,0.8132,26.105,-4.1407,0.988,79.6171,56.9728,0.8132,154.7522,55.3152,0.9417,25.48,0.0018,25.0
617,26.9208,19.2105,0.814,26.4781,-4.1208,0.9885,80.7639,57.6326,0.814,156.9372,55.9439,0.9419,25.8352,0.0018,26.0
618,26.2809,18.8916,0.812,25.8451,-4.1544,0.9877,78.8245,56.6619,0.812,153.2298,55.019,0.9412,25.2323,0.0018,25.0
619,26.0709,18.7982,0.8111,25.6419,-4.1651,0.9875,78.2035,56.3883,0.8111,152.0391,54.7581,0.9408,25.0386,0.0018,25.0
620,26.3531,18.9645,0.8117,25.9203,-4.1505,0.9878,79.0595,56.8938,0.8117,153.6703,55.2401,0.941,25.304,0.0018,25.0
621,25.7421,18.6611,0.8096,25.3164,-4.182,0.9871,77.2097,55.9715,0.8096,150.1313,54.3609,0.9403,24.7282,0.0018,25.0
622,27.2168,19.4569,0.8135,26.7617,-4.1054,0.9888,81.6457,58.3672,0.8135,158.5978,56.6437,0.9417,26.1052,0.0018,26.0
623,25.8463,18.7513,0.8094,25.42,-4.1767,0.9872,77.5318,56.2489,0.8094,150.7385,54.6254,0.9402,24.827,0.0018,25.0
624,25.4249,18.5473,0.8079,25.0053,-4.198,0.9866,76.2624,55.6332,0.8079,148.3074,54.0383,0.9396,24.4313,0.0018,24.0
625,26.1802,18.962,0.8099,25.7507,-4.1594,0.9876,78.5503,56.8929,0.8099,152.6764,55.2395,0.9403,25.1423,0.0018,25.0
626,26.3971,19.095,0.8102,25.9584,-4.1485,0.9879,79.1899,57.2841,0.8102,153.8938,55.6123,0.9405,25.3404,0.0018,25.0
627,26.8271,19.3396,0.8112,26.3794,-4.1261,0.9884,80.4836,58.0204,0.8112,156.3593,56.3137,0.9408,25.7413,0.0018,26.0
628,26.0051,18.9249,0.8086,25.5671,-4.169,0.9874,77.9938,56.7596,0.8086,151.6006,55.1126,0.9398,24.9673,0.0018,25.0
629,25.1045,18.4683,0.8055,24.6854,-4.2142,0.9862,75.2925,55.39,0.8055,146.4313,53.8065,0.9386,24.1258,0.0018,24.0
630,24.6407,18.2414,0.8037,24.2338,-4.2369,0.9855,73.9105,54.716,0.8037,143.782,53.1633,0.9379,23.6943,0.0018,24.0
631,26.8811,19.4396,0.8103,26.4275,-4.1235,0.9884,80.6403,58.3167,0.8103,156.641,56.5961,0.9405,25.7871,0.0018,26.0
632,25.7533,18.8624,0.8068,25.3227,-4.1817,0.9871,77.2531,56.5823,0.8068,150.1682,54.9438,0.9391,24.7342,0.0018,25.0
633,25.5335,18.7643,0.8058,25.1063,-4.1928,0.9868,76.5918,56.2866,0.8058,148.8999,54.6619,0.9387,24.5277,0.0018,25.0
634,26.9237,19.5154,0.8097,26.4663,-4.1214,0.9885,80.7663,58.5429,0.8097,156.8685,56.8116,0.9402,25.8241,0.0018,26.0
635,25.2699,18.6609,0.8044,24.8476,-4.206,0.9864,75.8027,55.9776,0.8044,147.3826,54.3673,0.9382,24.2807,0.0018,24.0
636,26.3798,19.2635,0.8076,25.9334,-4.1498,0.9879,79.1352,57.7873,0.8076,153.7469,56.0921,0.9394,25.3165,0.0018,25.0
637,26.4247,19.3049,0.8075,25.9762,-4.1475,0.9879,79.2689,57.9111,0.8075,153.9979,56.2101,0.9394,25.3573,0.0018,25.0
638,27.7813,20.0402,0.811,27.3007,-4.0758,0.9894,83.3371,60.1158,0.811,161.7524,58.3082,0.9407,26.6177,0.0018,27.0
639,25.7769,18.9986,0.805,25.3401,-4.1808,0.9871,77.3219,56.9896,0.805,150.2705,55.3322,0.9384,24.7508,0.0018,25.0
640,24.6642,18.4302,0.8011,24.252,-4.2359,0.9856,73.9875,55.287,0.8011,143.8887,53.7087,0.9369,23.7117,0.0018,24.0
641,25.6231,18.9526,0.804,25.1901,-4.1885,0.9869,76.866,56.8553,0.804,149.3909,55.2044,0.938,24.6077,0.0018,25.0
642,23.9748,18.1031,0.798,23.5758,-4.2691,0.9845,71.9195,54.306,0.798,139.9201,52.7723,0.9357,23.0649,0.0018,23.0
643,25.7703,19.0652,0.8039,25.333,-4.1812,0.9871,77.3087,57.194,0.8039,150.2285,55.5273,0.938,24.744,0.0018,25.0
644,25.6383,19.0136,0.8032,25.2015,-4.1879,0.9869,76.9074,57.0354,0.8032,149.4575,55.3762,0.9377,24.6185,0.0018,25.0
645,26.0132,19.2281,0.8042,25.5704,-4.1688,0.9874,78.0415,57.6857,0.8042,151.6201,55.9958,0.9381,24.9705,0.0018,25.0
646,25.1255,18.7793,0.801,24.6939,-4.2138,0.9862,75.3552,56.3229,0.801,146.4814,54.697,0.9368,24.134,0.0018,24.0
647,25.2313,18.8514,0.8011,24.803,-4.2083,0.9864,75.6917,56.5528,0.8011,147.1208,54.9163,0.9369,24.2381,0.0018,24.0
648,25.2385,18.8728,0.8009,24.8087,-4.208,0.9864,75.7115,56.6154,0.8009,147.1546,54.976,0.9368,24.2436,0.0018,24.0
649,25.3071,18.9264,0.8008,24.8754,-4.2046,0.9865,75.9182,56.7769,0.8008,147.5456,55.13,0.9367,24.3073,0.0018,24.0
650,24.1014,18.3099,0.7963,23.6944,-4.2634,0.9847,72.2996,54.9264,0.7963,140.6163,53.3649,0.9349,23.1784,0.0018,23.0
651,23.3155,17.9155,0.7929,22.9206,-4.3004,0.9834,69.9309,53.7355,0.7929,136.0721,52.2278,0.9336,22.4373,0.0018,22.0
652,25.755,19.2147,0.8015,25.3118,-4.1823,0.9871,77.2635,57.6431,0.8015,150.1046,55.9555,0.937,24.7238,0.0018,25.0
653,25.4894,19.0927,0.8004,25.0486,-4.1958,0.9867,76.458,57.271,0.8004,148.5611,55.6011,0.9366,24.4726,0.0018,24.0
654,24.1949,18.4286,0.7955,23.783,-4.259,0.9849,72.5796,55.2823,0.7955,141.1366,53.7048,0.9346,23.2632,0.0018,23.0
655,25.5244,19.1455,0.8,25.0837,-4.194,0.9868,76.5701,57.4344,0.8,148.767,55.7569,0.9364,24.5061,0.0018,25.0
656,24.7173,18.7391,0.7969,24.2883,-4.2341,0.9856,74.1329,56.2036,0.7969,144.1021,54.5837,0.9352,23.7464,0.0018,24.0
657,25.6538,19.2485,0.7999,25.2085,-4.1876,0.9869,76.9574,57.7427,0.7999,149.4989,56.0507,0.9364,24.6253,0.0018,25.0
658,23.2515,18.0031,0.7907,22.8566,-4.3035,0.9833,69.7491,54.0057,0.7907,135.696,52.4862,0.9327,22.376,0.0018,22.0
659,25.1888,19.0382,0.7978,24.7532,-4.2108,0.9863,75.565,57.1136,0.7978,146.8291,55.4514,0.9355,24.1906,0.0018,24.0
660,26.8917,19.9543,0.8031,26.4159,-4.1241,0.9884,80.6701,59.8593,0.8031,156.5732,58.0653,0.9376,25.7761,0.0018,26.0
661,24.9733,18.9597,0.7965,24.539,-4.2216,0.986,74.9122,56.8737,0.7965,145.5725,55.2228,0.935,23.9859,0.0018,24.0
662,24.6816,18.8194,0.7952,24.2526,-4.2359,0.9856,74.0356,56.4514,0.7952,143.8924,54.8203,0.9345,23.7123,0.0018,24.0
663,24.2511,18.606,0.7934,23.8302,-4.2567,0.9849,72.742,55.81,0.7934,141.4133,54.2086,0.9337,23.3083,0.0018,23.0
664,25.2559,19.1471,0.7969,24.8152,-4.2077,0.9864,75.7644,57.4389,0.7969,147.1928,55.7616,0.9351,24.2498,0.0018,24.0
665,25.5312,19.3048,0.7976,25.085,-4.1939,0.9868,76.5937,57.9146,0.7976,148.7747,56.2147,0.9354,24.5074,0.0018,25.0
666,24.9168,18.9951,0.7953,24.4784,-4.2247,0.9859,74.7344,56.9737,0.7953,145.2172,55.3183,0.9345,23.9281,0.0018,24.0
667,25.2307,19.1721,0.7962,24.7905,-4.2089,0.9864,75.6935,57.5172,0.7962,147.0481,55.8363,0.9349,24.2262,0.0018,24.0
668,25.7523,19.4596,0.7978,25.301,-4.1828,0.9871,77.2614,58.3821,0.7978,150.0411,56.66,0.9355,24.7135,0.0018,25.0
669,24.7746,18.958,0.7942,24.3411,-4.2315,0.9857,74.3181,56.8697,0.7942,144.4117,55.2193,0.934,23.7969,0.0018,24.0
670,25.2309,19.2103,0.7956,24.79,-4.209,0.9864,75.6966,57.6337,0.7956,147.0449,55.9473,0.9346,24.2257,0.0018,24.0
671,27.2119,20.2696,0.802,26.7224,-4.1075,0.9888,81.6306,60.8051,0.802,158.3678,58.965,0.9371,26.0678,0.0018,26.0
672,25.6975,19.4824,0.7969,25.2411,-4.1859,0.987,77.0838,58.4409,0.7969,149.6896,56.7161,0.9351,24.6563,0.0018,25.0
673,23.7685,18.4799,0.7895,23.3547,-4.2798,0.9842,71.2999,55.4356,0.7895,138.6217,53.8518,0.9321,22.8532,0.0018,23.0
674,24.1901,18.7133,0.791,23.7701,-4.2597,0.9848,72.5749,56.1431,0.791,141.0607,54.5267,0.9327,23.2508,0.0018,23.0
675,25.4084,19.3674,0.7953,24.9586,-4.2004,0.9866,76.2218,58.0999,0.7953,148.0335,56.3915,0.9345,24.3867,0.0018,24.0
676,25.4593,19.4069,0.7953,25.0075,-4.1979,0.9867,76.3736,58.2176,0.7953,148.3205,56.5036,0.9345,24.4334,0.0018,24.0
677,25.6875,19.5395,0.7959,25.231,-4.1864,0.987,77.061,58.6176,0.7959,149.6308,56.8845,0.9347,24.6467,0.0018,25.0
678,25.332,19.3653,0.7945,24.8795,-4.2044,0.9865,75.9839,58.0871,0.7944,147.5698,56.3794,0.9341,24.3112,0.0018,24.0
679,25.3467,19.385,0.7943,24.8956,-4.2036,0.9865,76.035,58.1514,0.7943,147.6644,56.4407,0.9341,24.3266,0.0018,24.0
680,25.3542,19.4014,0.7942,24.9024,-4.2032,0.9865,76.0573,58.2005,0.7942,147.7042,56.4875,0.934,24.3331,0.0018,24.0
681,25.6112,19.5489,0.7949,25.1546,-4.1904,0.9869,76.8328,58.6463,0.7949,149.1827,56.912,0.9343,24.5738,0.0018,25.0
682,24.8728,19.1735,0.792,24.4264,-4.2273,0.9859,74.5998,57.507,0.792,144.9118,55.827,0.9331,23.8783,0.0018,24.0
683,26.473,20.0289,0.7975,25.9944,-4.1466,0.988,79.4142,60.0832,0.7975,154.1044,58.2791,0.9353,25.3746,0.0018,25.0
684,26.3905,19.9978,0.797,25.9119,-4.1509,0.9879,79.1624,59.9869,0.797,153.6209,58.1875,0.9352,25.296,0.0018,25.0
685,28.074,20.9013,0.8021,27.5555,-4.0617,0.9897,84.2142,62.6981,0.8021,163.2431,60.7633,0.9372,26.8599,0.0018,27.0
686,25.9718,19.8014,0.7952,25.5013,-4.1724,0.9873,77.905,59.3965,0.7952,151.2152,57.6261,0.9344,24.9046,0.0018,25.0
687,25.8442,19.7461,0.7946,25.3766,-4.1789,0.9872,77.5237,59.2318,0.7946,150.4842,57.4694,0.9342,24.7856,0.0018,25.0
688,24.6174,19.1117,0.7899,24.1776,-4.2396,0.9855,73.8457,57.3306,0.7899,143.452,55.6591,0.9323,23.6405,0.0018,24.0
689,25.6126,19.648,0.7934,25.1507,-4.1905,0.9869,76.8335,58.9408,0.7934,149.1602,57.1925,0.9337,24.5701,0.0018,25.0
690,25.9668,19.8466,0.7945,25.498,-4.1726,0.9873,77.901,59.5402,0.7945,151.1956,57.7629,0.9341,24.9014,0.0018,25.0
691,25.6942,19.7157,0.7934,25.2272,-4.1866,0.987,77.0711,59.1386,0.7934,149.6082,57.3809,0.9337,24.643,0.0018,25.0
692,25.2691,19.5037,0.7916,24.8104,-4.2079,0.9864,75.7936,58.5013,0.7916,147.1646,56.7743,0.933,24.2452,0.0018,24.0
693,26.5884,20.2115,0.7961,26.1016,-4.1409,0.9881,79.7594,60.6303,0.7961,154.7325,58.7996,0.9348,25.4768,0.0018,25.0
694,25.5203,19.6598,0.7922,25.0569,-4.1954,0.9868,76.5531,58.9735,0.7922,148.6099,57.2239,0.9332,24.4805,0.0018,24.0
695,27.3657,20.6468,0.7983,26.8594,-4.1001,0.989,82.0907,61.9358,0.7983,159.1695,60.04,0.9356,26.1981,0.0018,26.0
696,26.0014,19.9375,0.7936,25.5255,-4.1712,0.9874,77.9947,59.8057,0.7936,151.3568,58.0156,0.9338,24.9276,0.0018,25.0
697,27.7714,20.8857,0.7992,27.2539,-4.0784,0.9894,83.3067,62.6516,0.7992,161.4787,60.7196,0.936,26.5733,0.0018,27.0
698,26.1011,20.014,0.7936,25.6216,-4.1662,0.9875,78.293,60.0345,0.7936,151.9201,58.2334,0.9338,25.0193,0.0018,25.0
699,25.864,19.9007,0.7925,25.3891,-4.1783,0.9872,77.5807,59.6939,0.7925,150.5576,57.9094,0.9333,24.7976,0.0018,25.0
700,27.2839,20.6628,0.7972,26.7766,-4.1046,0.9889,81.8445,61.9834,0.7972,158.6854,60.0853,0.9352,26.1194,0.0018,26.0
701,27.5392,20.8098,0.7978,27.0261,-4.091,0.9891,82.6129,62.4258,0.7978,160.1457,60.5054,0.9355,26.3567,0.0018,26.0
702,27.4875,20.7945,0.7975,26.973,-4.0939,0.9891,82.4513,62.3753,0.7975,159.8349,60.4575,0.9353,26.3062,0.0018,26.0
703,25.5662,19.7905,0.7908,25.0967,-4.1933,0.9868,76.6888,59.3644,0.7908,148.8431,57.5961,0.9326,24.5185,0.0018,25.0
704,26.0731,20.0689,0.7924,25.5956,-4.1675,0.9875,78.2225,60.2088,0.7924,151.768,58.3993,0.9333,24.9945,0.0018,25.0
705,25.2701,19.6585,0.7893,24.8025,-4.2083,0.9864,75.7888,58.9598,0.7893,147.1181,57.2111,0.932,24.2377,0.0018,24.0
706,26.3508,20.2394,0.7931,25.863,-4.1535,0.9878,79.0465,60.7138,0.7931,153.3343,58.8794,0.9335,25.2494,0.0018,25.0
707,27.9208,21.0823,0.7981,27.3942,-4.0707,0.9895,83.7541,63.2408,0.7981,162.2997,61.279,0.9355,26.7066,0.0018,27.0
708,28.1483,21.2144,0.7986,27.6162,-4.0583,0.9898,84.4382,63.6383,0.7986,163.5982,61.6562,0.9358,26.9175,0.0018,27.0
709,28.9176,21.6339,0.8007,28.3693,-4.0156,0.9905,86.7565,64.9044,0.8007,168.0019,62.8564,0.9366,27.6324,0.0018,28.0
710,26.928,20.5912,0.7944,26.4222,-4.1238,0.9885,80.771,61.7641,0.7944,156.6104,59.8775,0.9341,25.7821,0.0018,26.0
711,25.5346,19.8662,0.7893,25.0622,-4.1951,0.9868,76.5949,59.5922,0.7893,148.6409,57.8131,0.932,24.4856,0.0018,24.0
712,27.2553,20.7869,0.7951,26.7428,-4.1064,0.9888,81.7592,62.3559,0.7951,158.4872,60.4394,0.9344,26.0872,0.0018,26.0
713,24.6911,19.4447,0.7856,24.2367,-4.2367,0.9856,74.0641,58.3274,0.7856,143.7992,56.6094,0.9305,23.6971,0.0018,24.0
714,27.6672,21.0278,0.7962,27.1443,-4.0845,0.9893,82.9965,63.0797,0.7962,160.8371,61.1264,0.9348,26.469,0.0018,26.0
715,26.2454,20.2871,0.7912,25.7541,-4.1592,0.9877,78.7258,60.8536,0.7912,152.6967,59.0126,0.9328,25.1456,0.0018,25.0
716,26.288,20.3207,0.7912,25.7964,-4.157,0.9877,78.857,60.9569,0.7912,152.9441,59.1108,0.9328,25.1859,0.0018,25.0
717,26.6348,20.5148,0.7922,26.1363,-4.139,0.9881,79.9031,61.5435,0.7922,154.9359,59.6682,0.9332,25.5099,0.0018,26.0
718,27.5776,21.0257,0.7952,27.0535,-4.0895,0.9892,82.7237,63.0706,0.7952,160.3062,61.118,0.9344,26.3828,0.0018,26.0
719,26.4548,20.4428,0.7913,25.9567,-4.1486,0.9879,79.3539,61.3206,0.7913,153.8833,59.4565,0.9328,25.3387,0.0018,25.0
720,26.8587,20.6668,0.7925,26.3537,-4.1274,0.9884,80.5753,62.0,0.7925,156.2087,60.1018,0.9333,25.7168,0.0018,26.0
721,26.3619,20.4165,0.7906,25.8624,-4.1535,0.9878,79.0674,61.236,0.7906,153.3312,59.3762,0.9325,25.2488,0.0018,25.0
722,25.1272,19.7642,0.786,24.6597,-4.2155,0.9862,75.3737,59.2868,0.786,146.2805,57.5229,0.9306,24.1012,0.0018,24.0
723,26.4207,20.4467,0.7908,25.9238,-4.1503,0.9879,79.256,61.3357,0.7908,153.6909,59.4709,0.9326,25.3073,0.0018,25.0
724,26.7677,20.6299,0.7921,26.2639,-4.1322,0.9883,80.3011,61.8884,0.7921,155.6832,59.9959,0.9331,25.6314,0.0018,26.0
