P1,P2,P3,P,,Q1,Q2,Q3,Q,,,,S1,S2,S3,S,,FP1,FP2,FP3,FPTotal,,
598.3990831,808.3714859,844.2172186,2250.99,,67.53546181,-95.08324689,168.0675771,140.52,,0.924380993,,602.1980582,813.9442752,860.7841905,2255.369555,,0.993691486,0.993153353,0.980753629,0.998057184,0.92,1
601.5756073,812.9224465,848.6650946,2263.16,,69.22747603,-94.06576628,170.6126018,145.77,,0.923723787,,605.5457495,818.34667,865.6449057,2267.853079,,0.993443696,0.993371729,0.980384785,0.997931996,0.92,1
576.1672325,776.5544158,813.1333203,2165.85,,55.77662542,-102.154639,150.351433,103.97,,0.929179005,,578.8607015,783.2447452,826.9167733,2168.349192,,0.995346948,0.991458188,0.983331511,0.998849713,0.92,1
595.0533646,803.579389,839.534122,2238.17,,65.75658415,-96.15296606,165.3906097,134.99,,0.925099784,,598.6755674,809.3115761,855.6702611,2242.234244,,0.99394964,0.992917206,0.981142106,0.99818602,0.92,1
566.1191253,762.194034,799.1109559,2127.42,,50.50948988,-105.3223856,142.3995233,87.59,,0.931412896,,568.3679025,769.4365148,811.6994173,2129.226334,,0.996043448,0.990587293,0.984491228,0.99915358,0.92,1
627.3388811,849.8815328,884.8034293,2362.02,,83.06166496,-85.74780372,191.3845023,188.70,,0.918435558,,632.8138051,854.1962922,905.2652298,2369.549263,,0.991348286,0.99494875,0.9773969,0.996824114,0.92,1
616.4083945,834.1907455,869.4574836,2320.06,,77.1680303,-89.29122474,182.5435587,170.42,,0.920642964,,621.2199399,838.9559718,888.4134547,2326.307339,,0.992254683,0.994320052,0.97866312,0.997313031,0.92,1
619.1990108,838.1952273,873.3735079,2330.77,,78.66933798,-88.38860565,184.7966898,175.08,,0.920081822,,624.1764812,842.8426809,892.7099758,2337.334035,,0.99202554,0.994485977,0.978339586,0.997190693,0.92,1
645.1564877,875.4917748,909.8626356,2430.51,,92.7460873,-79.92608474,205.8862733,218.71,,0.914929012,,651.7888694,879.1325422,932.8661068,2440.331055,,0.98982434,0.995858682,0.975341079,0.995975891,0.92,1
674.7537502,918.1259639,951.6120276,2544.49,,109.0476129,-70.12986578,230.2254183,269.14,,0.909340661,,683.5085992,920.8004581,979.0654699,2558.686434,,0.987191311,0.997095468,0.971959544,0.994452352,0.92,1
639.2597119,867.0114767,901.5632218,2407.83,,89.53036525,-81.85910161,201.0745022,208.75,,0.916064476,,645.4987727,870.8672765,923.7138076,2416.866017,,0.990334512,0.99557246,0.976020077,0.996263092,0.92,1
696.3211053,949.2674944,982.1335631,2627.72,,121.097764,-62.89143693,248.1610301,306.37,,0.905439866,,706.7727712,951.3485737,1013.000608,2645.521635,,0.985212127,0.997812495,0.969529095,0.993271848,0.92,1
635.9966888,862.3207543,896.9732734,2395.29,,87.75547252,-82.92609805,198.4171632,203.25,,0.916712281,,642.0224382,866.2989213,918.6568586,2403.898245,,0.990614426,0.995407859,0.976396426,0.996419346,0.92,1
623.6295481,844.5550353,879.5934235,2347.78,,81.05764647,-86.95264665,188.3795935,182.48,,0.919176813,,628.8753098,849.019417,899.5395833,2354.859273,,0.991658503,0.99474172,0.977826257,0.996992913,0.92,1
658.6746364,894.9499758,928.9119449,2482.54,,100.1581663,-75.47143319,216.9638437,241.65,,0.912341917,,666.2461519,898.1266038,953.9133666,2494.269985,,0.988635558,0.996463051,0.973790679,0.995295847,0.92,1
675.2889728,918.8980657,952.3685397,2546.56,,109.3449254,-69.95124155,230.6685121,270.06,,0.909238966,,684.0844316,921.5567435,979.9049943,2560.835587,,0.987142729,0.997115015,0.971898853,0.994423692,0.92,1
661.7199588,899.3368914,933.2078507,2494.26,,101.8357382,-74.46326054,219.4684379,246.84,,0.911755397,,669.5101354,902.4143291,958.6674543,2506.449049,,0.988364363,0.996589773,0.973442716,0.995138801,0.92,1
683.4536921,930.6803477,963.9138061,2578.05,,113.890883,-67.22008273,237.4399298,284.11,,0.907750187,,692.8781152,933.1047364,992.727327,2593.655645,,0.986398152,0.997401804,0.970975393,0.993982317,0.92,1
698.291864,952.116095,984.9267071,2635.33,,122.2060801,-62.22588595,249.8083875,309.79,,0.90509329,,708.9046857,954.1473258,1016.112616,2653.480312,,0.985029269,0.997871156,0.969308609,0.993161567,0.92,1
667.5954207,907.803829,941.5003771,2516.90,,105.0802087,-72.51365397,224.3098488,256.88,,0.910650746,,675.8146906,910.6953508,967.8521934,2529.974154,,0.987837983,0.99682493,0.972772892,0.99483215,0.92,1
687.0152556,935.8226963,968.9537518,2591.79,,115.8804717,-66.02511764,240.4012527,290.26,,0.90710615,,696.7196317,938.1489408,998.3306744,2607.994082,,0.986071333,0.997520389,0.970573956,0.993787417,0.92,1
670.3030245,911.7073163,945.3239742,2527.33,,106.5790302,-71.61306111,226.545202,261.51,,0.91015098,,678.7232384,914.5155336,972.0906052,2540.827982,,0.987594039,0.996929284,0.97246488,0.994689264,0.92,1
674.2949371,917.4641962,950.9637046,2542.72,,108.7928434,-70.28290894,229.8457655,268.36,,0.909426387,,683.0150401,920.152291,978.3460755,2556.844581,,0.987232927,0.997078641,0.97201157,0.994476886,0.92,1
697.1460905,950.4598792,983.3027278,2630.91,,121.5615302,-62.61289457,248.8504852,307.80,,0.905298091,,707.6650882,952.5200032,1014.30312,2648.852747,,0.985135627,0.997837186,0.969436758,0.993225728,0.92,1
681.0840331,927.2599405,960.5618505,2568.91,,112.5694071,-68.0140456,235.4721557,280.03,,0.908170635,,690.3240772,929.7509923,989.0026313,2584.123167,,0.986614918,0.997320732,0.971242968,0.994111216,0.92,1
702.0646155,957.5712577,990.2759188,2649.91,,124.3313074,-60.9494287,252.9662357,316.35,,0.904430441,,712.9887786,959.5090132,1022.075492,2668.727906,,0.984678352,0.997980472,0.968887256,0.992949407,0.92,1
746.8411757,1022.466833,1053.965709,2823.27,,149.9023046,-45.60218154,290.8489468,395.15,,0.89684641,,761.7364653,1023.48326,1093.360337,2850.792394,,0.980445613,0.999006894,0.963969218,0.990347008,0.92,1
729.125654,996.7574007,1028.721873,2754.60,,139.7081323,-51.718526,275.7706583,363.76,,0.899772535,,742.3897774,998.0982526,1065.04373,2778.519361,,0.982133208,0.998656593,0.96589637,0.991393102,0.92,1
738.0920776,1009.764265,1041.491167,2789.35,,144.8549953,-48.6300554,283.3874693,379.61,,0.89828574,,752.1721111,1010.934594,1079.357359,2815.06041,,0.981280836,0.99884233,0.964917836,0.990865951,0.92,1
655.5676259,890.475521,924.5307357,2470.57,,98.44965825,-76.49815844,214.4119876,236.36,,0.91292083,,662.9187336,893.7553478,949.0677435,2481.854751,,0.988910997,0.996330286,0.9741462,0.995454662,0.92,1
729.8882348,997.8631645,1029.807268,2757.56,,140.1448624,-51.45651002,276.4173764,365.11,,0.899652824,,743.220975,999.1890049,1066.259619,2781.623986,,0.982060867,0.998673083,0.965812875,0.991348465,0.92,1
697.8335086,951.453615,984.277092,2633.56,,121.9481751,-62.38063874,249.425167,308.99,,0.905161276,,708.4087543,953.496369,1015.388747,2651.629116,,0.985071831,0.997857617,0.969359858,0.993187245,0.92,1
694.2432779,946.264505,979.1894682,2619.70,,119.9304832,-63.59251013,246.4257137,302.76,,0.905798496,,704.5261171,948.3989249,1009.721569,2637.134721,,0.985404602,0.997749449,0.969761861,0.993387721,0.92,1
761.7390454,1044.122283,1075.241432,2881.10,,158.5542989,-40.41308743,303.6215579,421.76,,0.894443099,,778.0654465,1044.904091,1117.286976,2911.809909,,0.979016674,0.99925179,0.962368178,0.989454274,0.92,1
756.8962733,1037.07921,1068.320628,2862.30,,155.733793,-42.10441387,299.4602808,413.09,,0.895202919,,772.751566,1037.933557,1109.497825,2891.951261,,0.979482031,0.999176877,0.962886636,0.989745626,0.92,1
752.8900304,1031.255544,1062.598963,2846.74,,153.406384,-43.50022832,296.024673,405.93,,0.895850899,,768.3598874,1032.172595,1103.062629,2875.540697,,0.979866392,0.999111533,0.963316982,0.989985828,0.92,1
727.6460678,994.6122477,1026.616265,2748.87,,138.8613505,-52.22679141,274.5167983,361.15,,0.900018966,,740.7774798,995.9825104,1062.685479,2772.497387,,0.982273473,0.99862421,0.966058429,0.991479593,0.92,1
739.4946352,1011.799844,1043.489918,2794.78,,145.6624591,-48.14566144,284.5816522,382.10,,0.898054713,,753.7040981,1012.944682,1081.599706,2820.783411,,0.98114716,0.998869792,0.964765348,0.990783052,0.92,1
760.155382,1041.818689,1072.977748,2874.95,,157.6310869,-40.9667529,302.2597981,418.92,,0.894700067,,776.3270988,1042.623832,1114.738639,2905.313302,,0.979168939,0.999227772,0.962537505,0.989549669,0.92,1
751.2142459,1028.820119,1060.206397,2840.24,,152.4344093,-44.08333735,294.5893385,402.94,,0.896130093,,766.5240325,1029.764137,1100.372883,2868.68063,,0.980026997,0.999083268,0.963497386,0.990086081,0.92,1
772.5168281,1059.80897,1090.660393,2922.99,,164.8590724,-36.63316819,312.9151889,441.14,,0.892742048,,789.9118707,1060.441909,1134.661186,2956.087572,,0.977978502,0.999403137,0.961221205,0.9888023,0.92,1
734.7682703,1004.941348,1036.755888,2776.47,,142.9440734,-49.77670773,280.5604736,373.73,,0.898822779,,748.5435319,1006.173361,1074.046997,2801.505525,,0.981597247,0.998775545,0.965279817,0.991061942,0.92,1
791.7736548,1087.879617,1118.267267,2997.92,,176.2204064,-29.82518514,329.6330347,476.03,,0.889757827,,811.1468129,1088.288382,1165.83859,3035.478621,,0.976116336,0.999624396,0.959195618,0.987626965,0.92,1
828.9829229,1142.279229,1171.825477,3143.09,,198.5292408,-16.46965202,362.352338,544.41,,0.884228423,,852.4239238,1142.397955,1226.570082,3189.887802,,0.972500771,0.999896073,0.955367732,0.985328583,0.92,1
750.8181206,1028.244497,1059.640987,2838.70,,152.2047923,-44.22099388,294.2502118,402.23,,0.896193895,,766.0901703,1029.194949,1099.737336,2867.059531,,0.980064945,0.99907651,0.963540067,0.990109753,0.92,1
726.1969134,992.5114659,1024.554349,2743.26,,138.0326503,-52.72403923,273.2894783,358.60,,0.900263458,,739.1988701,993.9108784,1060.376703,2766.601342,,0.982410746,0.998592014,0.966217332,0.991564157,0.92,1
772.0907484,1059.188439,1090.050355,2921.33,,164.6090904,-36.78317202,312.5469188,440.37,,0.892803647,,789.4430165,1059.826944,1133.973259,2954.334871,,0.978019606,0.999397539,0.961266367,0.988828169,0.92,1
788.7480034,1083.465506,1113.924745,2986.14,,174.4270811,-30.89946331,326.9966948,470.52,,0.890223687,,807.8045677,1083.906028,1160.928583,3022.981111,,0.976409437,0.999593578,0.95951186,0.987812409,0.92,1
818.4961176,1126.926014,1156.701859,3102.12,,192.1939193,-20.26052552,353.0747805,525.01,,0.885767243,,840.7582275,1127.108127,1209.388685,3146.236932,,0.973521389,0.999838425,0.956435159,0.985979142,0.92,1
740.1349386,1012.729184,1044.402494,2797.27,,146.0312976,-47.92435988,285.1270078,383.23,,0.897942041,,754.4036501,1013.862488,1082.623656,2823.396675,,0.981086105,0.998882192,0.9646958,0.990745169,0.92,1
798.9328095,1098.3298,1128.54993,3025.81,,180.4760677,-27.27606981,335.8854893,489.09,,0.888671496,,819.0636392,1098.668436,1177.473569,3065.085013,,0.975422142,0.999691775,0.958450329,0.98718715,0.92,1
771.1166681,1057.770115,1088.655974,2917.54,,164.0378946,-37.12547709,311.7052685,438.62,,0.89294491,,788.3713254,1058.421427,1132.400991,2950.329,,0.97811354,0.999384638,0.961369676,0.988887258,0.92,1
789.7667109,1084.951566,1115.386711,2990.10,,175.0305863,-30.5378458,327.8839188,472.38,,0.890068404,,808.9296408,1085.381251,1162.581344,3027.18806,,0.976310758,0.999604116,0.959405308,0.987749994,0.92,1
777.4013858,1066.923863,1097.655926,2941.98,,167.7292203,-34.9130314,317.1420432,449.96,,0.891966409,,795.289888,1067.494941,1142.553109,2976.191466,,0.977506941,0.99946503,0.960704511,0.988505346,0.92,1
789.2802249,1084.241786,1114.688477,2988.21,,174.7422558,-30.71058132,327.4601138,471.49,,0.890140411,,808.3923115,1084.67663,1161.791946,3025.178743,,0.976357906,0.999599103,0.959456192,0.987779811,0.92,1
801.1666467,1101.592082,1131.760457,3034.52,,181.8073766,-26.47862437,337.8405258,493.17,,0.888336281,,821.5363156,1101.910265,1181.108781,3074.332875,,0.975205394,0.999711244,0.958218646,0.987049649,0.92,1
840.5811159,1159.178674,1186.96131,3186.72,,125.7426955,-90.28021341,293.6447853,329.11,,0.882743577,,849.9340198,1162.689002,1222.744623,3203.670234,,0.98899573,0.996980854,0.970735253,0.994709464,0.92,1
828.3153363,1141.301371,1170.86206,3140.48,,198.1248362,-16.71153241,361.7605881,543.17,,0.884318485,,851.6805429,1141.423714,1225.474882,3187.106017,,0.972565762,0.999892815,0.95543538,0.985370035,0.92,1
843.3730713,1163.272278,1190.987545,3197.63,,127.4230307,-89.27362376,296.1155597,334.26,,0.882349605,,852.9447615,1166.692836,1227.247228,3215.05664,,0.988778066,0.997068159,0.97045446,0.994580579,0.92,1
823.2015066,1133.812846,1163.484987,3120.50,,195.0318381,-18.56204399,357.2321939,533.70,,0.88505896,,845.9894434,1133.964778,1217.091679,3165.810155,,0.973063568,0.999866016,0.955955091,0.98568745,0.92,1
812.5594691,1118.242049,1148.150609,3078.95,,188.6242215,-22.39717781,347.8424238,514.07,,0.886626775,,834.1654439,1118.466322,1199.68503,3121.572298,,0.974098694,0.999799482,0.957043374,0.986346569,0.92,1
804.5396879,1106.519461,1136.610214,3047.67,,183.8210816,-25.27302161,340.7962789,499.34,,0.887822295,,825.2722578,1106.808043,1186.602242,3088.305897,,0.974877903,0.999739267,0.957869599,0.986841804,0.92,1
799.7990108,1099.594733,1129.794732,3029.19,,180.9921083,-26.96688082,336.6433606,490.67,,0.888524227,,820.0223174,1099.925356,1178.882899,3068.670475,,0.975338102,0.999699413,0.958360439,0.987133842,0.92,1
854.0986892,1178.97231,1206.127345,3239.20,,118.0196309,-100.9022453,289.9075892,307.02,,0.880873893,,862.214129,1183.282287,1240.479578,3253.716376,,0.990587675,0.996357609,0.972307297,0.995538016,0.92,1
825.4172536,1137.056861,1166.680506,3129.15,,196.3707987,-17.76098934,359.1928971,537.80,,0.88473272,,848.4545557,1137.195567,1220.722303,3175.03392,,0.972847925,0.999878028,0.955729656,0.985549981,0.92,1
843.9687002,1164.134262,1191.735262,3199.84,,122.4891819,-94.22957569,291.4013717,319.66,,0.882279879,,852.8110967,1167.941691,1226.844609,3215.765508,,0.989631471,0.996740052,0.971382401,0.995047125,0.92,1
848.646642,1170.983989,1198.371614,3218.00,,120.0174334,-97.70860092,290.3067872,312.62,,0.881638119,,857.0911896,1175.053391,1233.033883,3233.151245,,0.990147434,0.996536836,0.971888632,0.995314478,0.92,1
864.6960677,1194.494035,1221.08648,3280.28,,108.5767754,-112.5385918,283.6324712,279.67,,0.879444101,,871.4862051,1199.783703,1253.594659,3292.177111,,0.992208554,0.995591149,0.97406803,0.99638521,0.92,1
844.530021,1164.95759,1192.545001,3202.03,,122.8271524,-94.0270167,291.8984754,320.70,,0.88218449,,853.4151778,1168.746023,1227.749282,3218.052275,,0.989588705,0.996758549,0.971326164,0.995021938,0.92,1
832.8816631,1147.991564,1177.453876,3158.33,,200.8942389,-15.05477841,365.8129123,551.65,,0.883659066,,856.7673896,1148.090274,1232.970688,3206.142609,,0.972121107,0.999914022,0.954973129,0.985086282,0.92,1
855.805342,1181.464375,1208.476586,3245.75,,113.7638626,-105.446494,286.1876648,294.51,,0.880654818,,863.333655,1186.160627,1241.90138,3259.079974,,0.99127995,0.996040796,0.97308579,0.995908762,0.92,1
852.612254,1176.790606,1203.981451,3233.38,,117.1217722,-101.4400176,288.587496,304.27,,0.881069792,,860.6190593,1181.154608,1238.084842,3247.668992,,0.990696458,0.996305309,0.972454722,0.995601559,0.92,1
780.3831277,1071.269051,1101.928747,2953.58,,169.4851305,-33.86066176,319.7268656,455.35,,0.891503748,,798.5756291,1071.804051,1147.376238,2988.475384,,0.977218812,0.999500841,0.960390071,0.988323659,0.92,1
851.8993167,1175.744331,1202.952469,3230.60,,116.6914402,-101.6977912,287.9547815,302.95,,0.881183633,,859.854254,1180.134388,1236.936781,3244.769487,,0.990748505,0.996280037,0.972525426,0.995631933,0.92,1
840.7936112,1159.490111,1187.267534,3187.55,,125.8704977,-90.20372349,293.8326849,329.50,,0.882706463,,850.1630895,1162.993564,1223.087014,3204.536301,,0.988979199,0.996987556,0.970713874,0.994699687,0.92,1
886.679458,1226.706503,1252.033084,3365.42,,85.01502283,-140.5443523,266.7073817,211.18,,0.876543186,,890.7457636,1234.731372,1280.124865,3372.038185,,0.995434943,0.993500717,0.978055437,0.998037051,0.92,1
810.509221,1115.244315,1145.199158,3070.95,,187.3942284,-23.13345663,346.0386778,510.30,,0.886931011,,831.8904941,1115.484217,1196.337694,3113.062154,,0.974297972,0.999784934,0.957254096,0.986473299,0.92,1
852.5364794,1176.679275,1203.872025,3233.09,,117.0759765,-101.4674982,288.5202356,304.13,,0.881092325,,860.537758,1181.046049,1237.962754,3247.3606,,0.990702002,0.996302622,0.972462234,0.995604794,0.92,1
862.3309967,1191.019062,1217.668897,3271.02,,107.1438889,-113.3967606,281.5257948,275.27,,0.879768916,,868.9617717,1196.405128,1249.789709,3282.58133,,0.992369313,0.995498125,0.974299027,0.996477658,0.92,1
858.3171005,1185.13825,1211.987769,3255.44,,109.9977448,-109.6957373,283.1864442,283.49,,0.880296642,,865.3367835,1190.204111,1244.632039,3267.763089,,0.991887918,0.995743704,0.97377195,0.996229846,0.92,1
893.0108124,1235.990357,1260.949015,3389.95,,78.34717451,-148.4918961,261.9566345,191.81,,0.875737453,,896.4410693,1244.87831,1287.871771,3395.372449,,0.996173472,0.992860384,0.979095158,0.998403043,0.92,1
871.1948228,1204.014513,1230.242786,3305.45,,101.9585629,-120.4808802,278.9690886,260.45,,0.878560925,,877.1407913,1210.027517,1261.475749,3315.696948,,0.993221193,0.995030689,0.975240933,0.996910204,0.92,1
892.8052704,1235.709139,1260.779643,3389.29,,83.48741309,-143.4371025,266.9886626,207.04,,0.875743557,,896.7002839,1244.006141,1288.739017,3395.611773,,0.995656282,0.993330417,0.978304859,0.998139446,0.92,1
871.0281506,1203.769404,1230.001747,3304.80,,101.8573263,-120.5414769,278.8203253,260.14,,0.878583711,,876.963485,1209.789661,1261.207783,3315.021757,,0.993231948,0.995023715,0.975257022,0.996916323,0.92,1
872.2862359,1205.602107,1231.699986,3309.59,,97.34411284,-125.2311705,274.716519,246.83,,0.878438938,,877.7010617,1212.088811,1261.96435,3318.779849,,0.993830672,0.994648326,0.976018051,0.997230452,0.92,1
862.1946085,1190.818577,1217.471734,3270.48,,107.0613066,-113.4462765,281.4042698,275.02,,0.879779251,,868.8162443,1196.210241,1249.57024,3282.027913,,0.992378554,0.995492712,0.974312363,0.996482969,0.92,1
871.3918666,1204.304216,1230.527682,3306.22,,102.0781754,-120.4092658,279.1450274,260.81,,0.878547604,,877.3504084,1210.308653,1261.792504,3316.495061,,0.993208481,0.995038921,0.975221899,0.996902966,0.92,1
861.1222177,1189.25829,1216.039899,3266.42,,111.6951109,-108.6790166,285.6821887,288.70,,0.879913888,,868.335921,1194.21372,1249.146648,3279.153698,,0.991692497,0.995850466,0.973496507,0.996116897,0.92,1
850.8982984,1174.275129,1201.507586,3226.68,,116.0874365,-102.0595986,287.0664684,301.09,,0.881315829,,858.7806514,1178.70193,1235.324911,3240.698713,,0.99082146,0.996244342,0.972624752,0.995674483,0.92,1
885.8253645,1225.469019,1250.922374,3362.22,,89.76385728,-135.7204847,271.1617456,225.21,,0.876656054,,890.3617952,1232.961624,1279.974796,3369.750565,,0.994904958,0.993923083,0.977302348,0.997764283,0.92,1
881.3066452,1218.836209,1244.505117,3344.65,,92.28136077,-132.2312651,272.334192,232.38,,0.877221895,,886.1248515,1225.988096,1273.954041,3352.711218,,0.99456261,0.99416643,0.976883841,0.997595007,0.92,1
929.885474,1290.358927,1314.105872,3534.35,,85.27240838,-150.2676278,279.6815271,214.69,,0.870948498,,933.7871162,1299.079105,1343.538611,3540.864593,,0.995821701,0.993287416,0.97809312,0.998160246,0.92,1
917.5029464,1272.029047,1295.95626,3485.49,,72.33165533,-159.9829246,263.2029917,175.55,,0.872550827,,920.3496754,1282.05009,1322.413869,3489.906413,,0.996906905,0.992183579,0.979992943,0.998734018,0.92,1
851.4292209,1175.054244,1202.273814,3228.76,,116.4077104,-101.8678039,287.5374395,302.08,,0.881241407,,859.3500295,1179.46154,1236.17964,3242.857426,,0.990782791,0.996263298,0.972572088,0.995651937,0.92,1
911.7131484,1263.394155,1287.320861,3462.43,,63.4390078,-167.2321812,252.6681483,148.87,,0.87333254,,913.9175962,1274.414137,1311.88269,3465.627295,,0.997587914,0.991352903,0.98127742,0.999076897,0.92,1
912.4048131,1264.500378,1288.551184,3465.46,,69.1900684,-161.8639562,258.5868686,165.91,,0.873224257,,915.0244852,1274.818083,1314.241729,3469.425745,,0.997137047,0.991906527,0.980452192,0.9988559,0.92,1
920.8302377,1276.944918,1300.79233,3498.57,,74.38705323,-158.7526273,266.2216291,181.86,,0.872130313,,923.8299412,1286.775318,1327.75549,3503.29075,,0.99675297,0.992360437,0.979692677,0.998651764,0.92,1
876.1976679,1211.337062,1237.235391,3324.77,,94.44579537,-128.9519494,272.9862418,238.48,,0.877912519,,881.2731481,1218.181466,1266.993647,3333.312033,,0.994240741,0.994381458,0.976512703,0.99743741,0.92,1
887.663975,1228.156408,1253.458848,3369.28,,85.61556803,-140.1846343,267.5905021,213.02,,0.876412891,,891.7832461,1236.131019,1281.70346,3376.006615,,0.995380861,0.993548734,0.977963224,0.998007295,0.92,1
862.2552263,1190.907683,1217.559355,3270.72,,107.0980225,-113.4243046,281.4582364,275.13,,0.879764151,,868.8809249,1196.296862,1249.667764,3282.273864,,0.992374446,0.995495116,0.974306443,0.99648061,0.92,1
860.5915276,1188.47878,1215.273163,3264.34,,111.3738013,-108.8714444,285.2098297,287.71,,0.879986962,,867.7683452,1193.454985,1248.292236,3276.998107,,0.99172957,0.995830421,0.973548603,0.996138345,0.92,1
884.8559368,1224.041608,1249.518499,3358.42,,89.17257225,-136.0745672,270.292382,223.39,,0.876781865,,889.3378303,1231.581969,1278.418731,3365.837428,,0.994960415,0.9938775,0.977393767,0.997795086,0.92,1
924.292552,1282.088074,1305.965553,3512.35,,81.7986174,-152.3461528,274.5862682,204.04,,0.871666243,,927.905025,1291.107733,1334.520005,3518.267683,,0.99610685,0.993014015,0.978603204,0.998316926,0.92,1
867.9070324,1199.197437,1225.609026,3292.71,,105.2424206,-116.5256292,281.2641927,269.98,,0.879004453,,874.2645961,1204.845515,1257.468501,3303.763293,,0.992728101,0.995312197,0.974663799,0.996655391,0.92,1
833.1546998,1148.39168,1177.848177,3159.39,,201.060029,-14.95562011,366.0555383,552.16,,0.883610316,,857.0716942,1148.48906,1233.419225,3207.281492,,0.972094523,0.99991521,0.954945531,0.985069307,0.92,1
882.6896679,1220.852507,1246.382359,3349.92,,87.8524536,-136.8653008,268.3511355,219.34,,0.877066721,,887.0507896,1228.500287,1274.943653,3357.097507,,0.995083572,0.993774703,0.977597996,0.997863341,0.92,1
869.7701458,1201.919794,1228.1827,3299.87,,101.0935454,-120.9989601,277.6973546,257.79,,0.878760508,,875.6254972,1207.995008,1259.185676,3309.926906,,0.99331295,0.994970828,0.975378551,0.99696239,0.92,1
862.785889,1191.687288,1218.326027,3272.80,,107.4193162,-113.2317501,281.9307057,276.12,,0.879698547,,869.4471805,1197.054728,1250.521184,3284.426271,,0.992338475,0.995516128,0.974254609,0.99645994,0.92,1
836.7393207,1153.558153,1181.532707,3171.83,,128.7273899,-86.49028957,295.4917278,337.73,,0.883266795,,846.5833873,1156.795999,1217.92237,3189.75978,,0.988372006,0.997201023,0.970121525,0.994379013,0.92,1
846.3354095,1167.605578,1195.149467,3209.09,,123.9148619,-93.37545932,293.4978609,324.04,,0.881940972,,855.3587074,1171.333327,1230.659678,3225.408765,,0.989450861,0.996817517,0.971145385,0.9949407,0.92,1
896.1754361,1240.654248,1265.535334,3402.37,,80.28211552,-147.3329598,264.8018548,197.75,,0.875302696,,899.7642082,1249.371828,1292.942266,3408.106978,,0.99601143,0.99302243,0.978802664,0.998315205,0.92,1
853.0976469,1177.502966,1204.682119,3235.28,,117.4148456,-101.264496,289.0185236,305.17,,0.881008413,,861.1398499,1181.849285,1238.866706,3249.643426,,0.990660979,0.996322442,0.972406566,0.99558084,0.92,1
837.6802914,1154.937172,1182.888994,3175.51,,129.2927403,-86.15172035,296.3230549,339.46,,0.883136288,,847.5994828,1158.145928,1219.439923,3193.599399,,0.988297313,0.997229403,0.970026462,0.994334624,0.92,1
845.8954923,1166.960258,1194.514696,3207.37,,123.6496524,-93.53426456,293.1078985,323.22,,0.882002691,,854.8850334,1170.702739,1229.950242,3223.615745,,0.989484503,0.996803219,0.971189447,0.994960535,0.92,1
806.0589106,1108.739315,1138.795236,3053.59,,184.729206,-24.72904402,342.1290233,502.13,,0.887596043,,826.9557708,1109.015056,1189.078154,3094.602842,,0.974730377,0.999751364,0.957712688,0.986748096,0.92,1
850.0270061,1173.00942,1200.363753,3223.40,,120.8501036,-97.20989676,291.531182,315.17,,0.881431732,,858.5747834,1177.030528,1235.258503,3238.771638,,0.990044225,0.996583684,0.971751054,0.995253923,0.92,1
833.4124973,1148.769554,1178.220592,3160.40,,201.2166919,-14.86184397,366.284698,552.64,,0.883580611,,857.3590542,1148.865686,1233.842877,3208.357109,,0.972069395,0.999916325,0.954919475,0.985053264,0.92,1
821.7293053,1131.657767,1161.362268,3114.75,,194.1430748,-19.09392756,355.9305249,530.98,,0.88527692,,844.3521687,1131.818837,1214.680558,3159.683983,,0.973206839,0.999857689,0.956105094,0.985778755,0.92,1
850.3455326,1173.476829,1200.823417,3224.65,,121.0423401,-97.09465532,291.8137917,315.76,,0.881395934,,858.9172095,1177.486832,1235.771892,3240.068782,,0.990020369,0.996594439,0.971719316,0.995239915,0.92,1
817.9951184,1126.193028,1155.980032,3100.17,,191.8921646,-20.44104934,352.6327181,524.08,,0.885816692,,840.2015333,1126.378521,1208.569265,3144.154353,,0.973570133,0.999835319,0.956486372,0.986010173,0.92,1
762.1501775,1044.720288,1075.829188,2882.70,,158.7940789,-40.26935223,303.9752012,422.50,,0.894372069,,778.5168287,1045.496102,1117.948731,2913.496778,,0.978977139,0.999257946,0.962324263,0.989429497,0.92,1
833.4883373,1148.880728,1178.330154,3160.70,,201.2628177,-14.83436332,366.3520992,552.78,,0.883580111,,857.4436017,1148.976494,1233.967508,3208.673541,,0.972061994,0.99991665,0.954911816,0.98504855,0.92,1
813.8198335,1120.085231,1149.965526,3083.87,,189.3810661,-21.94412698,348.952132,516.39,,0.886436732,,835.5644258,1120.300169,1201.743859,3126.805957,,0.973976163,0.999808142,0.956914003,0.986268618,0.92,1
787.8965182,1082.223447,1112.702904,2982.82,,173.9229733,-31.20149719,326.2553244,468.98,,0.890338583,,806.8643777,1082.673137,1159.547451,3019.465434,,0.976491886,0.999584648,0.95960101,0.987864552,0.92,1
827.1014757,1139.523471,1169.110532,3135.74,,197.3898321,-17.15128614,360.6846914,540.92,,0.88450124,,850.329111,1139.652538,1223.483912,3182.048859,,0.972683947,0.999886749,0.955558566,0.985445421,0.92,1
793.6586608,1090.630468,1120.973775,3005.26,,177.3392772,-29.15482188,331.2773299,479.46,,0.889455339,,813.2301576,1091.020083,1168.899856,3043.269414,,0.975933631,0.999642889,0.958998985,0.98751129,0.92,1
774.6625721,1062.934024,1093.732887,2931.33,,166.1189389,-35.8781468,314.77086,445.01,,0.892391678,,792.2736917,1063.539365,1138.126672,2964.916172,,0.977771419,0.999430824,0.960993986,0.98867196,0.92,1
